# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "briggsae.cds.small.gff" "-o" "counts/Cbr_fc.counts.txt" "alignments/Cbr_1_Cbr.sorted.bam" "alignments/Cbr_2_Cbr.sorted.bam" "alignments/Cbr_3_Cbr.sorted.bam" "alignments/hf1_split/HF1_1_Cbr.sorted.bam" "alignments/hf1_split/HF1_2_Cbr.sorted.bam" "alignments/hf1_split/HF1_3_Cbr.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cbr_1_Cbr.sorted.bam	alignments/Cbr_2_Cbr.sorted.bam	alignments/Cbr_3_Cbr.sorted.bam	alignments/hf1_split/HF1_1_Cbr.sorted.bam	alignments/hf1_split/HF1_2_Cbr.sorted.bam	alignments/hf1_split/HF1_3_Cbr.sorted.bam
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	CBRIG.V.g16293.t1	1	804	+	804	1012	1133	926	176	179	146
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	CBRIG.V.g16295.t2	1	1581	+	1581	661	573	641	308	291	269
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	CBRIG.V.g16304.t1	1	525	+	525	224	166	230	104	118	122
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	CBRIG.V.g16338.t1	1	999	+	999	2030	2035	2211	386	342	383
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	CBRIG.V.g16341.t1	1	5148	+	5148	2090	1931	2264	3096	3219	3225
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	CBRIG.V.g16406.t4	1	1713	+	1713	3518	3284	3440	335	343	306
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	CBRIG.V.g16488.t1	1	240	+	240	104	98	87	55	47	65
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	CBRIG.V.g16491.t1	1	429	+	429	505	526	521	323	355	350
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	CBRIG.V.g16517.t1	1	1161	+	1161	468	463	487	236	239	244
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	CBRIG.V.g16551.t1	1	1263	+	1263	2038	2195	1900	256	252	230
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	CBRIG.V.g16563.t3	1	3426	+	3426	1350	1354	1537	1359	1304	1357
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	CBRIG.V.g16565.t1	1	990	+	990	1126	1176	1206	227	250	203
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	CBRIG.V.g16622.t1	1	1074	+	1074	1294	1304	1343	396	458	462
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	CBRIG.V.g16624.t2	1	2163	+	2163	2589	2558	2424	359	407	403
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	CBRIG.V.g16629.t1	1	405	+	405	162	169	116	166	203	134
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	CBRIG.V.g16688.t1	1	3831	+	3831	7420	8031	7801	1492	1546	1453
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	CBRIG.V.g16691.t1	1	3249	+	3249	4068	3998	3821	702	645	649
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	CBRIG.V.g16715.t2	1	1740	+	1740	1985	2154	1925	697	821	739
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	CBRIG.V.g16722.t2	1	2958	+	2958	1219	1265	1184	4242	4367	4018
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	CBRIG.V.g16743.t1	1	471	+	471	361	414	386	99	82	68
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	CBRIG.V.g16750.t1	1	1623	+	1623	635	730	686	637	687	534
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	CBRIG.V.g16759.t1	1	792	+	792	2219	2122	2167	652	627	629
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	CBRIG.V.g16775.t1	1	1098	+	1098	438	425	409	642	792	719
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	CBRIG.V.g16785.t1	1	210	+	210	75	74	69	49	30	37
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	CBRIG.V.g16817.t1	1	576	+	576	818	628	774	104	109	192
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	CBRIG.V.g16839.t1	1	420	+	420	158	136	218	91	95	84
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	CBRIG.V.g16853.t1	1	411	+	411	1098	1098	1186	156	135	119
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	CBRIG.V.g16862.t1	1	849	+	849	336	321	337	162	146	135
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	CBRIG.V.g16870.t1	1	1194	+	1194	859	1024	946	246	242	296
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	CBRIG.V.g16902.t1	1	654	+	654	283	314	239	117	110	121
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	CBRIG.V.g16914.t1	1	1113	+	1113	3121	3088	3191	1378	1434	1411
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	CBRIG.V.g16922.t1	1	1116	+	1116	2247	2263	2299	1126	1119	1271
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	CBRIG.V.g16937.t1	1	390	+	390	177	173	157	70	85	77
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	CBRIG.V.g16938.t1	1	1371	+	1371	3857	3631	3797	519	554	638
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	CBRIG.V.g17015.t1	1	705	+	705	563	519	525	198	165	101
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	CBRIG.V.g17034.t1	1	1509	+	1509	609	571	665	306	304	324
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	CBRIG.V.g17041.t1	1	405	+	405	167	110	151	188	134	197
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	CBRIG.V.g17048.t1	1	285	+	285	105	123	113	32	67	69
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	CBRIG.V.g17053.t1	1	432	+	432	140	172	174	315	239	197
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	CBRIG.V.g17078.t1	1	780	+	780	285	328	252	299	347	312
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	CBRIG.V.g17102.t1	1	1329	+	1329	485	535	587	1894	1846	1888
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	CBRIG.V.g17121.t1	1	468	+	468	199	192	211	83	88	104
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	CBRIG.V.g17151.t1	1	1470	+	1470	3820	4093	4073	558	607	590
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	CBRIG.V.g17171.t1	1	291	+	291	145	87	114	226	214	229
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	CBRIG.V.g17179.t1	1	714	+	714	1447	1427	1429	100	148	129
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	CBRIG.V.g17185.t1	1	519	+	519	1091	1123	958	92	126	114
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	CBRIG.V.g17188.t1	1	1101	+	1101	768	826	809	204	194	198
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	CBRIG.V.g17220.t1	1	984	+	984	403	423	357	208	176	162
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	CBRIG.V.g17221.t1	1	537	+	537	713	888	909	117	134	130
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	CBRIG.V.g17234.t1	1	990	+	990	1605	1496	1695	236	231	177
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	CBRIG.V.g17352.t2	1	2052	+	2052	923	846	789	368	405	385
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	CBRIG.V.g17392.t1	1	1203	+	1203	458	534	462	224	236	264
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	CBRIG.V.g17399.t1	1	978	+	978	374	386	437	550	585	661
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	CBRIG.V.g17426.t1	1	1365	+	1365	567	490	617	852	854	808
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	CBRIG.V.g17430.t1	1	756	+	756	294	266	308	139	122	139
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	CBRIG.V.g17436.t1	1	288	+	288	90	141	107	55	36	76
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	CBRIG.V.g17504.t1	1	243	+	243	208	204	189	92	119	75
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	CBRIG.V.g17508.t1	1	1032	+	1032	375	371	356	208	231	190
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	CBRIG.V.g17526.t1	1	1041	+	1041	456	354	351	434	358	350
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	CBRIG.V.g17545.t1	1	489	+	489	232	165	204	136	109	83
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	CBRIG.V.g17556.t1	1	1023	+	1023	380	458	348	570	667	605
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	CBRIG.V.g17565.t1	1	423	+	423	456	495	485	95	87	65
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	CBRIG.V.g17605.t1	1	2916	+	2916	2126	2273	2392	1158	1151	1214
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	CBRIG.V.g17630.t1	1	288	+	288	195	230	204	50	58	60
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	CBRIG.V.g17636.t1	1	273	+	273	129	101	119	52	62	57
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	CBRIG.V.g17649.t2	1	1053	+	1053	1661	1622	1643	175	152	202
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	CBRIG.V.g17676.t1	1	534	+	534	211	229	224	293	216	220
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	CBRIG.V.g17688.t1	1	1554	+	1554	657	609	739	830	863	1049
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	CBRIG.V.g17752.t1	1	375	+	375	143	115	136	160	147	120
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	CBRIG.V.g17755.t1	1	339	+	339	137	137	179	51	65	50
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	CBRIG.V.g17763.t3	1	855	+	855	257	362	326	809	884	920
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	CBRIG.V.g17767.t1	1	198	+	198	103	69	59	63	75	74
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	CBRIG.V.g17778.t1	1	2475	+	2475	983	826	977	1382	1411	1581
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	CBRIG.V.g17785.t1	1	1005	+	1005	339	450	455	178	196	238
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	CBRIG.V.g17787.t1	1	879	+	879	758	592	671	136	178	187
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	CBRIG.V.g17812.t2	1	927	+	927	814	796	777	166	157	213
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	CBRIG.V.g18008.t1	1	354	+	354	274	318	260	106	156	124
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	CBRIG.V.g18202.t1	1	249	+	249	115	138	89	71	43	24
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	CBRIG.V.g18225.t1	1	960	+	960	1137	1240	1143	180	210	169
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	CBRIG.V.g18269.t1	1	2310	+	2310	5481	5940	5400	445	528	376
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	CBRIG.V.g18289.t1	1	294	+	294	90	83	115	49	47	69
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	CBRIG.V.g18313.t1	1	822	+	822	299	326	290	150	197	199
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	CBRIG.V.g18330.t1	1	486	+	486	203	197	183	525	442	417
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	CBRIG.V.g18360.t1	1	660	+	660	256	288	296	147	144	134
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	CBRIG.V.g18362.t1	1	1509	+	1509	2924	2921	3159	375	302	327
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	CBRIG.V.g18365.t1	1	1320	+	1320	1031	1021	1090	285	292	255
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	CBRIG.V.g18445.t1	1	321	+	321	117	173	143	61	51	73
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	CBRIG.V.g18453.t1	1	915	+	915	339	357	372	151	197	260
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	CBRIG.V.g18508.t1	1	1167	+	1167	865	902	881	227	240	243
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	CBRIG.X.g18524.t1	1	642	+	642	202	205	273	120	173	171
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	CBRIG.X.g18550.t1	1	597	+	597	180	218	214	683	671	820
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	CBRIG.X.g18570.t1	1	1008	+	1008	386	393	350	201	256	200
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	CBRIG.X.g18576.t1	1	2016	+	2016	2342	2439	2433	368	403	374
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	CBRIG.X.g18584.t2	1	1200	+	1200	957	999	898	491	453	522
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	CBRIG.X.g18587.t2	1	2571	+	2571	2049	1944	2082	592	479	518
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	CBRIG.X.g18612.t1	1	750	+	750	1245	1204	1093	160	168	161
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	CBRIG.X.g18618.t1	1	1650	+	1650	635	728	652	297	341	293
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	CBRIG.X.g18628.t2	1	1290	+	1290	495	462	542	510	508	500
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	CBRIG.X.g18658.t1	1	648	+	648	251	263	215	179	163	99
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	CBRIG.X.g18678.t1	1	207	+	207	204	252	287	129	119	122
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	CBRIG.X.g18720.t1	1	1089	+	1089	418	410	419	958	848	882
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	CBRIG.X.g18739.t3	1	1149	+	1149	497	416	549	223	218	225
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	CBRIG.X.g18740.t1	1	1536	+	1536	639	560	609	342	307	242
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	CBRIG.X.g18762.t1	1	1659	+	1659	608	582	622	375	368	289
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	CBRIG.X.g18772.t1	1	804	+	804	623	561	647	162	175	161
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	CBRIG.X.g18779.t1	1	1137	+	1137	418	454	432	218	228	244
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	CBRIG.X.g18786.t2	1	1947	+	1947	832	822	777	834	729	809
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	CBRIG.X.g18818.t1	1	618	+	618	258	205	192	416	368	381
CBRIG.X.g18823.t1__CNIGO.Cnig_chr_X.g22485.t2	CBRIG.X.g18823.t1	1	615	+	615	295	234	251	103	114	103
CBRIG.X.g18824.t1__CNIGO.Cnig_chr_X.g22486.t1	CBRIG.X.g18824.t1	1	414	+	414	1255	1253	1337	292	243	234
CBRIG.X.g18827.t2__CNIGO.Cnig_chr_X.g22492.t2	CBRIG.X.g18827.t2	1	2097	+	2097	742	894	813	862	803	768
CBRIG.X.g18831.t1__CNIGO.Cnig_chr_X.g22495.t1	CBRIG.X.g18831.t1	1	726	+	726	295	270	283	151	127	153
CBRIG.X.g18834.t1__CNIGO.Cnig_chr_X.g22497.t1	CBRIG.X.g18834.t1	1	972	+	972	357	368	403	326	365	432
CBRIG.X.g18839.t1__CNIGO.Cnig_chr_X.g22502.t1	CBRIG.X.g18839.t1	1	1263	+	1263	488	498	545	268	274	268
CBRIG.X.g18846.t1__CNIGO.Cnig_chr_X.g22508.t1	CBRIG.X.g18846.t1	1	1314	+	1314	530	551	411	764	670	695
CBRIG.X.g18859.t4__CNIGO.Cnig_chr_X.g22524.t1	CBRIG.X.g18859.t4	1	1113	+	1113	444	427	423	710	688	704
CBRIG.X.g18987.t1__CNIGO.Cnig_chr_X.g22681.t1	CBRIG.X.g18987.t1	1	1485	+	1485	1190	1288	1231	310	238	260
CBRIG.X.g18992.t1__CNIGO.Cnig_chr_X.g22689.t2	CBRIG.X.g18992.t1	1	1056	+	1056	896	835	886	231	193	191
CBRIG.X.g19020.t1__CNIGO.Cnig_chr_X.g22711.t1	CBRIG.X.g19020.t1	1	645	+	645	276	256	256	137	119	120
CBRIG.X.g19037.t2__CNIGO.Cnig_chr_X.g22736.t2	CBRIG.X.g19037.t2	1	3507	+	3507	5257	5499	5571	706	730	737
CBRIG.X.g19039.t2__CNIGO.Cnig_chr_X.g22738.t1	CBRIG.X.g19039.t2	1	252	+	252	480	389	386	60	39	34
CBRIG.X.g19070.t3__CNIGO.Cnig_chr_X.g22780.t1	CBRIG.X.g19070.t3	1	585	+	585	1465	1302	1501	308	251	203
CBRIG.X.g19094.t1__CNIGO.Cnig_chr_X.g22805.t1	CBRIG.X.g19094.t1	1	996	+	996	376	411	432	202	170	206
CBRIG.X.g19106.t1__CNIGO.Cnig_chr_X.g22822.t2	CBRIG.X.g19106.t1	1	321	+	321	252	259	331	62	69	68
CBRIG.X.g19107.t1__CNIGO.Cnig_chr_X.g22824.t2	CBRIG.X.g19107.t1	1	2796	+	2796	1133	1174	1162	561	575	556
CBRIG.X.g19108.t2__CNIGO.Cnig_chr_X.g22825.t1	CBRIG.X.g19108.t2	1	276	+	276	138	118	114	117	109	99
CBRIG.X.g19226.t2__CNIGO.Cnig_chr_X.g22979.t1	CBRIG.X.g19226.t2	1	2493	+	2493	2941	3121	3007	473	496	519
CBRIG.X.g19260.t2__CNIGO.Cnig_chr_X.g23015.t1	CBRIG.X.g19260.t2	1	1341	+	1341	496	505	597	247	235	236
CBRIG.X.g19278.t2__CNIGO.Cnig_chr_X.g23031.t3	CBRIG.X.g19278.t2	1	561	+	561	500	413	524	142	114	126
CBRIG.X.g19281.t1__CNIGO.Cnig_chr_X.g23035.t1	CBRIG.X.g19281.t1	1	399	+	399	159	212	161	69	81	93
CBRIG.X.g19304.t1__CNIGO.Cnig_chr_X.g23055.t1	CBRIG.X.g19304.t1	1	2322	+	2322	3619	3577	3785	450	507	375
CBRIG.X.g19313.t1__CNIGO.Cnig_chr_X.g23065.t1	CBRIG.X.g19313.t1	1	1317	+	1317	609	596	551	285	254	272
CBRIG.X.g19314.t1__CNIGO.Cnig_chr_X.g23066.t3	CBRIG.X.g19314.t1	1	1494	+	1494	579	567	588	353	250	268
CBRIG.X.g19325.t1__CNIGO.Cnig_chr_X.g23079.t1	CBRIG.X.g19325.t1	1	1083	+	1083	427	355	437	1045	1206	1111
CBRIG.X.g19394.t1__CNIGO.Cnig_chr_X.g23153.t1	CBRIG.X.g19394.t1	1	738	+	738	343	285	258	116	148	166
CBRIG.X.g19418.t1__CNIGO.Cnig_chr_X.g23180.t1	CBRIG.X.g19418.t1	1	1632	+	1632	1354	1312	1344	289	344	413
CBRIG.X.g19424.t1__CNIGO.Cnig_chr_X.g23185.t3	CBRIG.X.g19424.t1	1	7746	+	7746	2813	3061	3019	3078	3115	3241
CBRIG.X.g19429.t1__CNIGO.Cnig_chr_X.g23191.t1	CBRIG.X.g19429.t1	1	732	+	732	3365	3033	3232	162	132	136
CBRIG.X.g19450.t1__CNIGO.Cnig_chr_X.g23209.t1	CBRIG.X.g19450.t1	1	1278	+	1278	1906	1969	2054	508	500	554
CBRIG.X.g19480.t1__CNIGO.Cnig_chr_X.g23242.t1	CBRIG.X.g19480.t1	1	1305	+	1305	505	462	517	270	210	218
CBRIG.X.g19493.t1__CNIGO.Cnig_chr_X.g23256.t2	CBRIG.X.g19493.t1	1	1161	+	1161	1425	1352	1469	227	216	220
CBRIG.X.g19496.t3__CNIGO.Cnig_chr_X.g23259.t3	CBRIG.X.g19496.t3	1	525	+	525	188	190	193	88	101	111
CBRIG.X.g19518.t1__CNIGO.Cnig_chr_X.g23282.t1	CBRIG.X.g19518.t1	1	327	+	327	310	204	230	69	50	63
CBRIG.X.g19553.t1__CNIGO.Cnig_chr_X.g23319.t1	CBRIG.X.g19553.t1	1	1206	+	1206	478	466	500	215	234	200
CBRIG.X.g19612.t1__CNIGO.Cnig_chr_X.g23406.t1	CBRIG.X.g19612.t1	1	471	+	471	387	363	360	88	72	88
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	CBRIG.X.g19623.t1	1	1059	+	1059	436	409	460	778	803	969
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	CBRIG.X.g19624.t2	1	726	+	726	607	599	575	130	98	108
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	CBRIG.X.g19659.t1	1	1824	+	1824	715	674	739	340	425	370
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	CBRIG.X.g19663.t1	1	267	+	267	111	126	101	59	71	54
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	CBRIG.X.g19711.t1	1	603	+	603	243	227	280	76	104	163
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	CBRIG.X.g19715.t1	1	513	+	513	226	241	210	196	169	164
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	CBRIG.X.g19750.t1	1	672	+	672	284	299	290	140	124	146
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	CBRIG.X.g19898.t1	1	645	+	645	530	472	517	174	124	120
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	CBRIG.X.g19901.t3	1	2673	+	2673	3135	3205	2951	504	638	516
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	CBRIG.X.g19907.t1	1	435	+	435	996	1145	1055	86	86	52
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	CBRIG.X.g19933.t2	1	729	+	729	289	309	280	144	160	141
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	CBRIG.X.g19952.t1	1	927	+	927	335	355	368	226	156	212
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	CBRIG.X.g19995.t1	1	1767	+	1767	2915	2791	2775	450	416	371
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	CBRIG.X.g20019.t1	1	2529	+	2529	4390	4207	3946	527	510	513
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	CBRIG.X.g20044.t1	1	1074	+	1074	1262	1347	1314	242	227	246
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	CBRIG.X.g20046.t1	1	2697	+	2697	974	1085	989	530	461	589
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	CBRIG.X.g20053.t2	1	306	+	306	1200	1302	1204	123	162	212
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	CBRIG.X.g20071.t2	1	588	+	588	234	224	214	121	72	101
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	CBRIG.X.g20075.t2	1	2034	+	2034	848	769	871	820	904	656
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	CBRIG.X.g20084.t1	1	1497	+	1497	1181	1160	1227	290	263	277
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	CBRIG.X.g20091.t2	1	2316	+	2316	935	986	894	955	903	949
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	CBRIG.X.g20138.t2	1	771	+	771	565	604	781	147	158	174
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	CBRIG.X.g20186.t1	1	348	+	348	152	192	149	96	152	128
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	CBRIG.X.g20188.t1	1	423	+	423	481	487	494	68	90	69
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	CBRIG.X.g20272.t3	1	675	+	675	1672	1510	1587	264	256	283
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	CBRIG.X.g20291.t1	1	1299	+	1299	523	567	478	280	305	297
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	CBRIG.X.g20308.t3	1	1596	+	1596	631	600	652	681	602	612
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	CBRIG.X.g20313.t1	1	1008	+	1008	868	836	880	196	266	218
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	CBRIG.X.g20319.t1	1	1080	+	1080	447	436	410	196	273	206
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	CBRIG.X.g20321.t3	1	1482	+	1482	500	675	603	288	302	303
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	CBRIG.X.g20350.t1	1	1653	+	1653	609	645	638	376	356	407
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	CBRIG.X.g20361.t1	1	1482	+	1482	512	645	643	346	302	297
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	CBRIG.X.g20384.t1	1	1767	+	1767	792	603	763	402	352	348
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	CBRIG.X.g20399.t3	1	1626	+	1626	2694	2715	2736	359	353	260
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	CBRIG.X.g20406.t1	1	657	+	657	239	332	285	151	126	114
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	CBRIG.X.g20418.t1	1	378	+	378	270	350	274	69	67	77
