Geneid	Cbr_1_Cbr	Cbr_2_Cbr	Cbr_3_Cbr	HF1_1_Cbr	HF1_2_Cbr	HF1_3_Cbr	Cni_1_Cni	Cni_2_Cni	Cni_3_Cni	HF1_1_Cni	HF1_2_Cni	HF1_3_Cni
CBRIG.X.g19623.t1__CNIGO.Cnig_chr_X.g23408.t1	436	409	460	778	803	969	421	401	367	163	180	192
CBRIG.X.g19624.t2__CNIGO.Cnig_chr_X.g23407.t1	607	599	575	130	98	108	673	631	587	1039	911	985
CBRIG.X.g19659.t1__CNIGO.Cnig_chr_X.g23476.t3	715	674	739	340	425	370	1555	1379	1419	759	768	800
CBRIG.X.g19663.t1__CNIGO.Cnig_chr_X.g23480.t2	111	126	101	59	71	54	176	216	224	42	50	51
CBRIG.X.g19711.t1__CNIGO.Cnig_chr_X.g23594.t1	243	227	280	76	104	163	217	213	183	406	343	357
CBRIG.X.g19715.t1__CNIGO.Cnig_chr_X.g23600.t1	226	241	210	196	169	164	391	308	327	152	155	167
CBRIG.X.g19750.t1__CNIGO.Cnig_chr_X.g23639.t1	284	299	290	140	124	146	278	302	262	190	121	176
CBRIG.X.g19898.t1__CNIGO.Cnig_chr_X.g23746.t1	530	472	517	174	124	120	276	232	324	960	926	983
CBRIG.X.g19901.t3__CNIGO.Cnig_chr_X.g23748.t1	3135	3205	2951	504	638	516	902	921	959	2316	2517	2389
CBRIG.X.g19907.t1__CNIGO.Cnig_chr_X.g23755.t1	996	1145	1055	86	86	52	108	116	122	43	51	70
CBRIG.X.g19933.t2__CNIGO.Cnig_chr_X.g23792.t1	289	309	280	144	160	141	1764	1475	1665	122	141	138
CBRIG.X.g19952.t1__CNIGO.Cnig_chr_X.g23811.t1	335	355	368	226	156	212	258	249	248	585	559	522
CBRIG.X.g19995.t1__CNIGO.Cnig_chr_X.g23855.t1	2915	2791	2775	450	416	371	670	614	693	1460	1502	1397
CBRIG.X.g20019.t1__CNIGO.Cnig_chr_X.g23877.t2	4390	4207	3946	527	510	513	476	405	520	539	557	450
CBRIG.X.g20044.t1__CNIGO.Cnig_chr_X.g23912.t1	1262	1347	1314	242	227	246	414	394	453	941	1172	1024
CBRIG.X.g20046.t1__CNIGO.Cnig_chr_X.g23914.t3	974	1085	989	530	461	589	3314	3215	3242	1112	1022	1083
CBRIG.X.g20053.t2__CNIGO.Cnig_chr_X.g23930.t2	1200	1302	1204	123	162	212	227	251	260	166	86	135
CBRIG.X.g20071.t2__CNIGO.Cnig_chr_X.g23953.t1	234	224	214	121	72	101	232	247	270	125	102	122
CBRIG.X.g20075.t2__CNIGO.Cnig_chr_X.g23958.t1	848	769	871	820	904	656	3105	3074	3035	440	415	440
CBRIG.X.g20084.t1__CNIGO.Cnig_chr_X.g23967.t1	1181	1160	1227	290	263	277	1753	1736	1807	817	888	818
CBRIG.X.g20091.t2__CNIGO.Cnig_chr_X.g23973.t1	935	986	894	955	903	949	888	878	921	519	426	455
CBRIG.X.g20138.t2__CNIGO.Cnig_chr_X.g24028.t1	565	604	781	147	158	174	311	317	306	152	158	195
CBRIG.X.g20186.t1__CNIGO.Cnig_chr_X.g24077.t1	152	192	149	96	152	128	307	269	348	61	70	104
CBRIG.X.g20188.t1__CNIGO.Cnig_chr_X.g24079.t1	481	487	494	68	90	69	191	176	184	137	169	188
CBRIG.X.g20272.t3__CNIGO.Cnig_chr_X.g24133.t2	1672	1510	1587	264	256	283	333	334	315	204	217	162
CBRIG.X.g20291.t1__CNIGO.Cnig_chr_X.g24159.t2	523	567	478	280	305	297	3080	3326	3057	248	331	301
CBRIG.X.g20308.t3__CNIGO.Cnig_chr_X.g24179.t2	631	600	652	681	602	612	750	705	771	295	396	342
CBRIG.X.g20313.t1__CNIGO.Cnig_chr_X.g24184.t2	868	836	880	196	266	218	383	332	395	204	198	210
CBRIG.X.g20319.t1__CNIGO.Cnig_chr_X.g24190.t1	447	436	410	196	273	206	852	888	891	192	186	241
CBRIG.X.g20321.t3__CNIGO.Cnig_chr_X.g24192.t2	500	675	603	288	302	303	583	625	572	901	853	813
CBRIG.X.g20350.t1__CNIGO.Cnig_chr_X.g24218.t1	609	645	638	376	356	407	1223	1399	1251	935	1100	1041
CBRIG.X.g20361.t1__CNIGO.Cnig_chr_X.g24229.t2	512	645	643	346	302	297	637	579	549	1149	1199	1173
CBRIG.X.g20384.t1__CNIGO.Cnig_chr_X.g24252.t1	792	603	763	402	352	348	715	747	664	385	376	307
CBRIG.X.g20399.t3__CNIGO.Cnig_chr_X.g24271.t3	2694	2715	2736	359	353	260	577	548	660	346	353	360
CBRIG.X.g20406.t1__CNIGO.Cnig_chr_X.g24274.t1	239	332	285	151	126	114	1016	1032	1069	196	214	270
CBRIG.X.g20418.t1__CNIGO.Cnig_chr_X.g24288.t1	270	350	274	69	67	77	159	121	152	94	82	86
CBRIG.X.g20433.t2__CNIGO.Cnig_chr_X.g24305.t3	1103	1062	1027	595	576	526	469	563	490	243	239	239
CBRIG.X.g20436.t1__CNIGO.Cnig_chr_X.g24309.t2	1961	1855	1901	200	257	216	436	490	507	1067	911	1049
CBRIG.X.g20441.t1__CNIGO.Cnig_chr_X.g24315.t1	376	381	337	196	171	195	728	703	708	565	538	571
CBRIG.X.g20466.t1__CNIGO.Cnig_chr_X.g24346.t1	335	346	315	159	144	179	814	650	633	197	160	199
CBRIG.X.g20480.t1__CNIGO.Cnig_chr_X.g24361.t1	655	584	668	260	347	267	691	660	577	552	581	651
CBRIG.X.g20489.t2__CNIGO.Cnig_chr_X.g24370.t1	409	326	456	148	212	253	403	400	355	506	598	568
CBRIG.X.g20492.t1__CNIGO.Cnig_chr_X.g24373.t1	452	388	358	292	349	434	283	204	174	103	92	50
CBRIG.X.g20510.t2__CNIGO.Cnig_chr_X.g24396.t1	959	927	956	487	471	542	988	898	1013	1124	1027	975
CBRIG.X.g20538.t1__CNIGO.Cnig_chr_X.g24330.t1	195	169	193	90	77	76	133	114	131	193	167	209
CBRIG.X.g20545.t1__CNIGO.Cnig_chr_X.g24425.t2	975	951	981	294	266	276	556	500	592	1073	1121	1132
CBRIG.X.g20547.t2__CNIGO.Cnig_chr_X.g24428.t1	3072	2955	2839	698	683	649	644	727	725	383	340	294
CBRIG.X.g20553.t1__CNIGO.Cnig_chr_X.g24433.t1	243	206	226	121	124	140	115	147	121	69	111	79
CBRIG.X.g20565.t1__CNIGO.Cnig_chr_X.g24445.t1	370	337	306	517	454	546	322	303	293	154	146	157
CBRIG.X.g20577.t1__CNIGO.Cnig_chr_X.g24457.t1	153	168	255	84	82	77	384	398	420	174	181	144
CBRIG.X.g20586.t1__CNIGO.Cnig_chr_X.g24466.t2	585	706	643	241	153	156	336	300	334	338	426	374
CBRIG.X.g20592.t1__CNIGO.Cnig_chr_X.g24474.t1	552	461	469	258	231	271	918	859	872	1113	1257	1146
CBRIG.X.g20630.t1__CNIGO.Cnig_chr_X.g24517.t2	1121	1179	997	133	162	109	289	265	322	244	289	262
CBRIG.X.g20632.t1__CNIGO.Cnig_chr_X.g24519.t1	2878	2976	2963	418	479	515	883	802	864	1374	1238	1372
CBRIG.X.g20651.t1__CNIGO.Cnig_chr_X.g26396.t1	1217	1199	1242	148	134	153	353	376	289	508	486	452
CBRIG.X.g20659.t1__CNIGO.Cnig_chr_X.g24546.t1	1629	1684	1662	407	324	409	558	468	535	276	238	246
CBRIG.X.g20661.t1__CNIGO.Cnig_chr_X.g24549.t4	1291	1314	1305	355	340	324	589	749	673	334	312	377
CBRIG.X.g20662.t1__CNIGO.Cnig_chr_X.g24550.t3	3147	3093	3229	1143	1078	1181	901	811	841	350	408	324
CBRIG.X.g20664.t1__CNIGO.Cnig_chr_X.g24552.t1	152	176	180	175	123	136	210	194	191	107	114	116
CBRIG.X.g20680.t1__CNIGO.Cnig_chr_X.g24567.t1	1046	1019	970	1750	1731	1778	404	495	453	272	186	245
CBRIG.X.g20709.t1__CNIGO.Cnig_chr_X.g24601.t2	581	655	705	317	323	320	2048	1939	1911	598	643	676
CBRIG.X.g20726.t3__CNIGO.Cnig_chr_X.g24627.t1	3445	3225	3353	550	529	602	937	1067	977	541	463	611
CBRIG.X.g20734.t1__CNIGO.Cnig_chr_X.g24632.t3	1149	1327	1338	394	427	423	897	956	983	565	517	423
CBRIG.X.g20746.t4__CNIGO.Cnig_chr_X.g24647.t1	689	629	641	579	658	682	2469	2313	2467	365	217	314
CBRIG.X.g20773.t2__CNIGO.Cnig_chr_X.g24673.t2	308	261	315	127	152	138	961	1021	1038	171	166	185
CBRIG.X.g20782.t1__CNIGO.Cnig_chr_X.g24681.t1	656	758	762	1037	1031	1026	2240	2143	2268	417	355	335
CBRIG.X.g20784.t1__CNIGO.Cnig_chr_X.g24684.t1	1456	1394	1312	184	259	238	291	346	409	120	208	177
CBRIG.X.g20814.t1__CNIGO.Cnig_chr_X.g24717.t1	661	626	593	311	225	359	1000	1101	1087	590	551	545
CBRIG.X.g20858.t1__CNIGO.Cnig_chr_X.g24778.t1	309	301	325	150	146	130	596	559	650	140	98	150
CBRIG.X.g20892.t1__CNIGO.Cnig_chr_X.g24811.t1	1109	1142	1170	860	724	667	424	347	319	196	189	215
CBRIG.X.g20898.t2__CNIGO.Cnig_chr_X.g24816.t1	1593	1466	1663	199	276	222	447	398	431	643	598	617
CBRIG.X.g20899.t2__CNIGO.Cnig_chr_X.g24817.t1	901	875	807	401	406	404	831	861	882	380	439	401
CBRIG.X.g20912.t1__CNIGO.Cnig_chr_X.g24834.t1	162	183	196	92	65	92	362	388	267	88	74	65
CBRIG.X.g20919.t1__CNIGO.Cnig_chr_X.g24844.t1	1315	1218	1305	316	353	272	606	625	578	611	538	552
CBRIG.X.g20962.t1__CNIGO.Cnig_chr_X.g24917.t2	1298	1449	1293	683	766	735	505	506	437	266	225	224
CBRIG.X.g20975.t1__CNIGO.Cnig_chr_X.g24930.t1	275	367	244	158	155	125	855	792	881	220	202	162
CBRIG.X.g20991.t1__CNIGO.Cnig_chr_X.g24944.t1	609	574	638	558	573	618	544	581	608	277	297	277
CBRIG.X.g21083.t1__CNIGO.Cnig_chr_X.g25043.t2	192	223	277	88	76	142	844	887	1005	113	89	117
CBRIG.X.g21110.t1__CNIGO.Cnig_chr_X.g25073.t2	337	327	334	162	158	135	1951	1893	1836	1424	1505	1499
CBRIG.X.g21116.t1__CNIGO.Cnig_chr_X.g25077.t1	141	181	149	45	61	23	78	99	130	179	130	108
CBRIG.X.g21130.t1__CNIGO.Cnig_chr_X.g25093.t1	125	139	129	50	54	52	340	424	321	119	151	132
CBRIG.X.g21135.t3__CNIGO.Cnig_chr_X.g25100.t1	551	453	557	252	250	209	645	794	772	730	731	721
CBRIG.X.g21140.t1__CNIGO.Cnig_chr_X.g25108.t1	99	100	115	44	30	41	101	91	76	24	68	41
CBRIG.X.g21179.t1__CNIGO.Cnig_chr_X.g25156.t3	326	393	486	376	365	465	1154	1121	1214	172	199	213
CBRIG.X.g21201.t1__CNIGO.Cnig_chr_X.g24490.t1	76	126	44	34	67	24	261	245	331	292	330	240
CBRIG.X.g21241.t1__CNIGO.Cnig_chr_X.g25230.t1	580	693	714	340	318	327	408	427	428	231	229	168
CBRIG.X.g21250.t4__CNIGO.Cnig_chr_X.g25235.t3	1360	1642	1548	772	726	764	25897	25409	25324	1105	973	1042
CBRIG.X.g21251.t1__CNIGO.Cnig_chr_X.g25236.t1	227	204	267	167	146	123	920	798	971	152	134	156
CBRIG.X.g21265.t1__CNIGO.Cnig_chr_X.g25253.t2	208	210	229	93	105	128	508	380	419	611	485	597
CBRIG.X.g21275.t1__CNIGO.Cnig_chr_X.g25266.t3	3474	3402	3367	498	583	583	1265	1101	994	587	579	578
CBRIG.X.g21278.t1__CNIGO.Cnig_chr_X.g25271.t1	275	235	262	542	506	586	459	597	438	105	141	120
CBRIG.X.g21294.t1__CNIGO.Cnig_chr_X.g25294.t1	959	806	934	120	87	69	174	168	166	114	97	68
CBRIG.X.g21307.t1__CNIGO.Cnig_chr_X.g25307.t1	1420	1361	1374	234	225	250	455	545	478	439	491	368
CBRIG.X.g21366.t1__CNIGO.Cnig_chr_X.g25382.t1	4920	4993	4996	427	498	492	968	979	1084	888	1136	974
CBRIG.X.g21368.t1__CNIGO.Cnig_chr_X.g25384.t1	999	854	991	488	481	373	2749	2768	2722	455	464	426
CBRIG.X.g21397.t2__CNIGO.Cnig_chr_X.g25431.t2	5406	5266	5424	1306	1340	1359	986	1043	937	448	504	472
CBRIG.X.g21407.t1__CNIGO.Cnig_chr_X.g25443.t1	175	183	188	51	43	74	89	85	119	101	129	95
CBRIG.X.g21434.t1__CNIGO.Cnig_chr_X.g26395.t1	233	223	204	181	184	208	157	187	192	36	42	55
CBRIG.X.g21527.t1__CNIGO.Cnig_chr_X.g25575.t1	200	232	206	69	94	95	198	182	217	363	350	307
CBRIG.X.g21529.t1__CNIGO.Cnig_chr_X.g25578.t2	562	584	653	246	307	308	577	550	593	690	558	529
CBRIG.X.g21552.t1__CNIGO.Cnig_chr_X.g25609.t1	319	282	274	652	593	564	562	595	629	143	153	185
CBRIG.X.g21553.t2__CNIGO.Cnig_chr_X.g25610.t1	707	619	721	227	161	175	286	346	355	310	364	288
CBRIG.X.g21555.t1__CNIGO.Cnig_chr_X.g25612.t2	289	236	324	643	531	523	2220	1920	2105	102	119	174
CBRIG.X.g21561.t1__CNIGO.Cnig_chr_X.g25615.t2	559	563	588	1891	1880	1925	1197	910	1003	497	524	460
CBRIG.X.g21576.t1__CNIGO.Cnig_chr_X.g25635.t1	418	436	419	211	171	242	739	744	775	643	593	533
CBRIG.X.g21583.t1__CNIGO.Cnig_chr_X.g25645.t1	590	549	578	466	501	528	2900	2977	2977	279	287	258
CBRIG.X.g21585.t1__CNIGO.Cnig_chr_X.g25648.t1	177	208	163	131	66	108	377	377	340	61	95	90
CBRIG.X.g21588.t1__CNIGO.Cnig_chr_X.g25651.t1	193	202	162	110	93	79	439	437	397	125	129	106
CBRIG.X.g21591.t3__CNIGO.Cnig_chr_X.g25655.t1	3828	3850	3881	612	645	721	691	917	842	838	829	811
CBRIG.X.g21599.t1__CNIGO.Cnig_chr_X.g25659.t2	466	490	530	1869	1650	1676	918	1090	971	443	384	392
CBRIG.X.g21695.t1__CNIGO.Cnig_chr_X.g25727.t1	235	214	240	666	611	629	989	1024	981	112	62	85
CBRIG.X.g21699.t3__CNIGO.Cnig_chr_X.g25736.t1	924	829	898	218	207	167	442	416	394	479	429	489
CBRIG.X.g21703.t1__CNIGO.Cnig_chr_X.g25740.t1	157	174	114	143	140	146	646	659	530	82	90	87
CBRIG.X.g21717.t1__CNIGO.Cnig_chr_X.g25763.t1	386	405	391	67	70	82	168	128	229	75	84	86
CBRIG.X.g21719.t1__CNIGO.Cnig_chr_X.g25766.t1	160	172	172	210	226	261	458	433	413	68	74	59
CBRIG.X.g21735.t1__CNIGO.Cnig_chr_X.g25792.t1	2807	2772	2888	247	304	254	436	455	463	520	512	511
CBRIG.X.g21739.t1__CNIGO.Cnig_chr_X.g25796.t1	1047	1053	1021	575	494	561	8208	8241	8551	1482	1521	1518
CBRIG.X.g21746.t2__CNIGO.Cnig_chr_X.g25804.t3	567	612	632	132	81	95	265	252	262	669	663	740
CBRIG.X.g21754.t1__CNIGO.Cnig_chr_X.g25813.t1	391	375	420	246	202	192	427	435	506	647	705	694
CBRIG.X.g21756.t2__CNIGO.Cnig_chr_X.g25815.t3	1813	1770	1695	456	429	392	813	905	812	367	474	389
CBRIG.X.g21773.t2__CNIGO.Cnig_chr_X.g25835.t1	249	238	290	102	109	150	245	228	225	77	93	116
CBRIG.X.g21782.t1__CNIGO.Cnig_chr_X.g25843.t1	177	200	181	91	100	98	801	778	935	478	363	384
CBRIG.X.g21799.t1__CNIGO.Cnig_chr_X.g25888.t1	777	796	797	391	415	344	1574	1425	1499	495	404	422
CBRIG.X.g21806.t1__CNIGO.Cnig_chr_X.g25881.t1	955	1025	1117	896	721	855	484	528	570	231	242	265
CBRIG.X.g21823.t1__CNIGO.Cnig_chr_X.g25861.t1	165	157	184	93	64	41	320	345	332	544	416	587
CBRIG.X.g21824.t1__CNIGO.Cnig_chr_X.g25860.t1	526	539	478	291	299	292	475	489	469	240	290	236
CBRIG.X.g21847.t1__CNIGO.Cnig_chr_X.g25910.t1	303	205	276	161	175	135	3284	3082	3249	501	543	610
CBRIG.X.g21852.t2__CNIGO.Cnig_chr_X.g25916.t1	608	557	528	801	864	889	2209	2294	2274	255	247	200
CBRIG.X.g21855.t5__CNIGO.Cnig_chr_X.g25919.t1	3091	3272	2946	1473	1495	1527	5011	5087	5013	1427	1348	1229
CBRIG.X.g21860.t1__CNIGO.Cnig_chr_X.g25927.t2	826	1060	1111	121	120	113	281	249	257	710	734	744
CBRIG.X.g21865.t1__CNIGO.Cnig_chr_X.g25932.t2	1536	1527	1425	367	420	384	707	751	762	1486	1503	1534
CBRIG.X.g21960.t1__CNIGO.Cnig_chr_X.g26105.t1	235	299	258	158	114	114	473	450	428	395	373	351
CBRIG.X.g21972.t1__CNIGO.Cnig_chr_X.g26126.t1	107	121	140	58	71	64	289	333	359	57	51	75
CBRIG.X.g22000.t1__CNIGO.Cnig_chr_X.g26163.t1	196	222	183	183	169	186	814	782	692	120	63	87
CBRIG.X.g22004.t1__CNIGO.Cnig_chr_X.g26167.t1	6588	6860	6836	709	650	649	1336	1299	1304	2088	2029	1974
CBRIG.X.g22157.t1__CNIGO.Cnig_chr_X.g26375.t1	781	845	914	1536	1521	1636	1856	1801	1769	277	323	275
CBRIG.X.g22181.t1__CNIGO.Cnig_chr_X.g26524.t1	156	183	194	24	61	50	96	103	106	169	127	150
CBRIG.X.g22186.t2__CNIGO.Cnig_chr_X.g26518.t1	195	208	235	586	585	502	333	300	287	143	155	115
CBRIG.X.g22219.t3__CNIGO.Cnig_chr_X.g26477.t3	1519	1269	1343	229	235	243	351	363	308	434	574	519
CBRIG.X.g22247.t1__CNIGO.Cnig_chr_X.g26443.t1	575	591	654	693	543	613	1044	985	1080	179	171	165
CBRIG.X.g22302.t1__CNIGO.Cnig_chr_X.g26571.t2	824	824	854	142	163	129	284	216	282	99	154	119
CBRIG.X.g22304.t2__CNIGO.Cnig_chr_X.g26575.t3	389	411	332	389	370	328	1634	1607	1586	261	309	224
CBRIG.X.g22354.t1__CNIGO.Cnig_chr_X.g26679.t2	344	415	381	364	378	395	1718	1737	1788	187	163	229
CBRIG.X.g22373.t1__CNIGO.Cnig_chr_X.g26693.t2	1722	1794	1643	437	426	395	311	266	292	136	179	146
