# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "nigoni.cds.small.gff" "-o" "counts/Cni_fc.counts.txt" "alignments/Cni_1_Cni.sorted.bam" "alignments/Cni_2_Cni.sorted.bam" "alignments/Cni_3_Cni.sorted.bam" "alignments/hf1_split/HF1_1_Cni.sorted.bam" "alignments/hf1_split/HF1_2_Cni.sorted.bam" "alignments/hf1_split/HF1_3_Cni.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cni_1_Cni.sorted.bam	alignments/Cni_2_Cni.sorted.bam	alignments/Cni_3_Cni.sorted.bam	alignments/hf1_split/HF1_1_Cni.sorted.bam	alignments/hf1_split/HF1_2_Cni.sorted.bam	alignments/hf1_split/HF1_3_Cni.sorted.bam
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	CNIGO.Cnig_chr_V.g17758.t1	1	1302	+	1302	497	433	496	272	257	237
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	CNIGO.Cnig_chr_V.g17794.t1	1	1092	+	1092	498	397	448	482	442	398
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	CNIGO.Cnig_chr_V.g17846.t1	1	1281	+	1281	3162	3222	2856	1603	1550	1531
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	CNIGO.Cnig_chr_V.g17849.t1	1	1032	+	1032	853	855	757	175	271	195
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	CNIGO.Cnig_chr_V.g17907.t1	1	642	+	642	264	261	248	141	99	178
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	CNIGO.Cnig_chr_V.g17932.t3	1	615	+	615	214	299	253	518	497	516
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	CNIGO.Cnig_chr_V.g17996.t1	1	1740	+	1740	4885	4924	4882	367	327	355
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	CNIGO.Cnig_chr_V.g17998.t3	1	1377	+	1377	463	511	496	267	230	297
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	CNIGO.Cnig_chr_V.g18026.t2	1	633	+	633	506	482	549	296	307	262
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	CNIGO.Cnig_chr_V.g18027.t1	1	1110	+	1110	449	437	391	463	476	462
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	CNIGO.Cnig_chr_V.g18118.t2	1	1173	+	1173	1345	1487	1463	245	209	211
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	CNIGO.Cnig_chr_V.g18134.t1	1	1209	+	1209	421	502	537	297	202	264
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	CNIGO.Cnig_chr_V.g18193.t1	1	825	+	825	360	362	317	184	200	161
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	CNIGO.Cnig_chr_V.g18228.t1	1	930	+	930	300	373	401	136	193	170
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	CNIGO.Cnig_chr_V.g18230.t1	1	672	+	672	230	294	302	137	173	107
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	CNIGO.Cnig_chr_V.g18247.t2	1	627	+	627	1446	1486	1545	121	146	152
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	CNIGO.Cnig_chr_V.g18312.t1	1	1080	+	1080	435	427	442	443	459	437
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	CNIGO.Cnig_chr_V.g18314.t1	1	1629	+	1629	633	572	601	983	897	1031
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	CNIGO.Cnig_chr_V.g18321.t1	1	1035	+	1035	1261	1261	1192	389	410	433
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	CNIGO.Cnig_chr_V.g18354.t1	1	1095	+	1095	1684	1738	1743	264	185	205
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	CNIGO.Cnig_chr_V.g18359.t1	1	1185	+	1185	944	949	1016	269	221	246
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	CNIGO.Cnig_chr_V.g18384.t2	1	1131	+	1131	383	477	447	201	205	199
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	CNIGO.Cnig_chr_V.g18415.t1	1	1059	+	1059	388	440	437	254	224	200
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	CNIGO.Cnig_chr_V.g18434.t1	1	486	+	486	733	887	734	90	129	118
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	CNIGO.Cnig_chr_V.g18454.t1	1	240	+	240	82	90	73	216	198	168
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	CNIGO.Cnig_chr_V.g18483.t3	1	1491	+	1491	635	614	567	337	310	274
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	CNIGO.Cnig_chr_V.g18492.t1	1	1266	+	1266	2083	2087	2019	269	254	255
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	CNIGO.Cnig_chr_V.g18508.t1	1	591	+	591	274	291	221	118	94	136
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	CNIGO.Cnig_chr_V.g18542.t1	1	1500	+	1500	3157	2904	2916	295	320	277
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	CNIGO.Cnig_chr_V.g18543.t1	1	1005	+	1005	381	479	390	478	364	383
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	CNIGO.Cnig_chr_V.g18566.t1	1	1395	+	1395	509	542	572	217	268	301
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	CNIGO.Cnig_chr_V.g18630.t1	1	468	+	468	894	901	941	72	111	107
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	CNIGO.Cnig_chr_V.g18649.t1	1	717	+	717	248	287	266	169	147	184
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	CNIGO.Cnig_chr_V.g18654.t3	1	2988	+	2988	2343	2485	2311	566	577	568
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	CNIGO.Cnig_chr_V.g18696.t2	1	876	+	876	339	403	318	326	332	290
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	CNIGO.Cnig_chr_V.g18723.t1	1	378	+	378	166	118	132	79	80	69
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	CNIGO.Cnig_chr_V.g18724.t1	1	1167	+	1167	945	1035	919	682	672	676
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	CNIGO.Cnig_chr_V.g18752.t1	1	768	+	768	282	255	318	122	146	165
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	CNIGO.Cnig_chr_V.g18763.t2	1	945	+	945	355	319	411	209	193	188
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	CNIGO.Cnig_chr_V.g18778.t1	1	351	+	351	165	132	169	78	55	80
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	CNIGO.Cnig_chr_V.g18782.t1	1	2034	+	2034	767	747	834	385	393	387
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	CNIGO.Cnig_chr_V.g18785.t1	1	201	+	201	318	352	321	51	57	23
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	CNIGO.Cnig_chr_V.g18814.t1	1	510	+	510	254	182	197	79	116	126
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	CNIGO.Cnig_chr_V.g18833.t1	1	987	+	987	1202	1116	1266	185	196	216
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	CNIGO.Cnig_chr_V.g18847.t1	1	2760	+	2760	1009	1134	1183	1102	1169	1167
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	CNIGO.Cnig_chr_V.g18879.t1	1	963	+	963	434	385	416	198	208	149
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	CNIGO.Cnig_chr_V.g18880.t1	1	957	+	957	357	364	370	179	169	154
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	CNIGO.Cnig_chr_V.g18886.t1	1	225	+	225	107	72	130	34	47	33
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	CNIGO.Cnig_chr_V.g18924.t1	1	1449	+	1449	550	630	582	295	346	353
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	CNIGO.Cnig_chr_V.g18943.t2	1	321	+	321	191	310	280	53	67	91
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	CNIGO.Cnig_chr_V.g18944.t1	1	903	+	903	1832	1773	1905	424	327	348
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	CNIGO.Cnig_chr_V.g18964.t1	1	573	+	573	468	480	467	198	194	213
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	CNIGO.Cnig_chr_V.g18965.t2	1	267	+	267	346	355	307	49	26	53
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	CNIGO.Cnig_chr_V.g19013.t1	1	618	+	618	271	313	272	109	104	160
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	CNIGO.Cnig_chr_V.g19020.t1	1	990	+	990	1179	1164	1187	220	152	204
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	CNIGO.Cnig_chr_V.g19067.t1	1	702	+	702	768	911	919	135	199	132
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	CNIGO.Cnig_chr_V.g19076.t1	1	477	+	477	406	407	360	320	264	276
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	CNIGO.Cnig_chr_V.g19082.t1	1	573	+	573	240	253	218	130	82	94
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	CNIGO.Cnig_chr_V.g19083.t1	1	1314	+	1314	3046	3164	3115	264	253	236
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	CNIGO.Cnig_chr_V.g19085.t3	1	3330	+	3330	1362	1275	1368	638	690	673
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	CNIGO.Cnig_chr_V.g19098.t2	1	1158	+	1158	864	824	935	252	218	275
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	CNIGO.Cnig_chr_V.g19108.t2	1	3588	+	3588	4394	4456	4307	673	742	750
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	CNIGO.Cnig_chr_V.g19168.t1	1	882	+	882	379	341	316	162	206	211
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	CNIGO.Cnig_chr_V.g19169.t3	1	1371	+	1371	974	1060	1048	324	245	318
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	CNIGO.Cnig_chr_V.g19254.t2	1	912	+	912	367	366	387	488	495	567
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	CNIGO.Cnig_chr_V.g19261.t1	1	1335	+	1335	490	487	518	279	302	242
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	CNIGO.Cnig_chr_V.g19273.t1	1	372	+	372	629	626	571	208	221	261
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	CNIGO.Cnig_chr_V.g19274.t5	1	1995	+	1995	790	730	753	779	666	823
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	CNIGO.Cnig_chr_V.g19304.t1	1	804	+	804	358	318	329	962	960	950
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	CNIGO.Cnig_chr_V.g19306.t3	1	1548	+	1548	2413	2507	2482	340	315	286
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	CNIGO.Cnig_chr_V.g19316.t1	1	525	+	525	475	371	412	98	121	148
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	CNIGO.Cnig_chr_V.g19346.t1	1	999	+	999	403	377	404	153	201	209
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	CNIGO.Cnig_chr_V.g19354.t4	1	5376	+	5376	2152	2100	2063	1065	1113	1005
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	CNIGO.Cnig_chr_V.g19426.t3	1	1809	+	1809	710	708	658	304	452	417
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	CNIGO.Cnig_chr_V.g19518.t1	1	240	+	240	55	121	69	45	48	56
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	CNIGO.Cnig_chr_V.g19521.t1	1	429	+	429	169	174	161	74	74	55
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	CNIGO.Cnig_chr_V.g19553.t2	1	1077	+	1077	466	510	370	1524	1472	1519
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	CNIGO.Cnig_chr_V.g19585.t1	1	1263	+	1263	456	461	535	781	681	639
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	CNIGO.Cnig_chr_V.g19599.t1	1	3486	+	3486	4134	4169	4031	691	654	693
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	CNIGO.Cnig_chr_V.g19601.t1	1	990	+	990	414	437	403	400	399	357
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	CNIGO.Cnig_chr_V.g19660.t1	1	1074	+	1074	391	453	501	234	214	243
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	CNIGO.Cnig_chr_V.g19665.t1	1	2154	+	2154	922	832	1038	2207	2143	2271
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	CNIGO.Cnig_chr_V.g19668.t1	1	399	+	399	474	533	501	94	73	76
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	CNIGO.Cnig_chr_V.g19706.t1	1	3813	+	3813	1426	1444	1524	589	686	779
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	CNIGO.Cnig_chr_V.g19709.t2	1	3198	+	3198	1136	1310	1286	618	595	694
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	CNIGO.Cnig_chr_V.g19734.t2	1	1521	+	1521	626	587	597	270	323	296
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	CNIGO.Cnig_chr_V.g19748.t2	1	2979	+	2979	1161	1145	1224	620	589	589
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	CNIGO.Cnig_chr_V.g19772.t1	1	471	+	471	188	204	212	92	76	111
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	CNIGO.Cnig_chr_V.g19778.t1	1	960	+	960	1078	1238	1227	194	210	180
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	CNIGO.Cnig_chr_V.g19791.t1	1	828	+	828	330	363	363	156	178	185
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	CNIGO.Cnig_chr_V.g19807.t1	1	672	+	672	1045	1118	1118	134	90	165
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	CNIGO.Cnig_chr_V.g19818.t1	1	210	+	210	601	649	673	26	22	31
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	CNIGO.Cnig_chr_V.g19851.t1	1	576	+	576	176	225	249	130	102	129
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	CNIGO.Cnig_chr_V.g19873.t1	1	462	+	462	559	535	675	58	72	117
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	CNIGO.Cnig_chr_V.g19892.t1	1	414	+	414	161	189	199	121	73	77
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	CNIGO.Cnig_chr_V.g19900.t1	1	870	+	870	383	356	327	505	534	556
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	CNIGO.Cnig_chr_V.g19905.t1	1	1194	+	1194	496	447	483	512	473	484
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	CNIGO.Cnig_chr_V.g19938.t2	1	648	+	648	982	1016	1123	257	283	219
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	CNIGO.Cnig_chr_V.g19950.t1	1	954	+	954	423	376	348	186	211	206
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	CNIGO.Cnig_chr_V.g19963.t1	1	1035	+	1035	367	506	419	220	170	212
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	CNIGO.Cnig_chr_V.g19979.t1	1	390	+	390	659	633	670	309	357	276
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	CNIGO.Cnig_chr_V.g19980.t1	1	1371	+	1371	552	524	537	221	290	224
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	CNIGO.Cnig_chr_V.g20057.t3	1	1707	+	1707	700	704	660	368	330	377
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	CNIGO.Cnig_chr_V.g20072.t2	1	1644	+	1644	641	585	674	713	626	686
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	CNIGO.Cnig_chr_V.g20078.t1	1	411	+	411	930	909	954	99	79	102
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	CNIGO.Cnig_chr_V.g20083.t1	1	261	+	261	1162	1050	1001	70	76	45
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	CNIGO.Cnig_chr_V.g20089.t1	1	426	+	426	477	564	497	80	69	63
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	CNIGO.Cnig_chr_V.g20118.t2	1	855	+	855	1309	1468	1312	151	153	142
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	CNIGO.Cnig_chr_V.g20145.t1	1	1302	+	1302	498	481	566	245	298	311
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	CNIGO.Cnig_chr_V.g20169.t2	1	519	+	519	266	196	224	189	206	228
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	CNIGO.Cnig_chr_V.g20218.t1	1	1470	+	1470	545	657	554	269	336	225
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	CNIGO.Cnig_chr_V.g20237.t1	1	291	+	291	252	162	247	42	63	56
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	CNIGO.Cnig_chr_V.g20245.t1	1	270	+	270	81	108	99	101	108	109
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	CNIGO.Cnig_chr_V.g20252.t1	1	615	+	615	255	243	269	424	384	286
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	CNIGO.Cnig_chr_V.g20255.t1	1	1104	+	1104	421	426	427	579	622	816
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	CNIGO.Cnig_chr_V.g20288.t1	1	906	+	906	387	352	324	209	197	183
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	CNIGO.Cnig_chr_V.g20289.t1	1	537	+	537	248	205	155	870	884	815
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	CNIGO.Cnig_chr_V.g20303.t1	1	1098	+	1098	371	449	457	651	665	648
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	CNIGO.Cnig_chr_V.g20431.t1	1	2052	+	2052	818	857	835	391	406	429
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	CNIGO.Cnig_chr_V.g20481.t2	1	4617	+	4617	5809	5358	5452	1752	1839	1884
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	CNIGO.Cnig_chr_V.g20487.t1	1	984	+	984	364	354	340	259	170	194
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	CNIGO.Cnig_chr_V.g20521.t1	1	1365	+	1365	2745	2760	2676	307	238	308
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	CNIGO.Cnig_chr_V.g20526.t1	1	756	+	756	968	925	838	183	154	166
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	CNIGO.Cnig_chr_V.g20533.t1	1	288	+	288	377	327	285	122	108	109
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	CNIGO.Cnig_chr_V.g20622.t1	1	243	+	243	123	88	86	35	38	43
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	CNIGO.Cnig_chr_V.g20626.t1	1	1032	+	1032	1240	1232	1229	202	229	244
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	CNIGO.Cnig_chr_V.g20643.t2	1	1065	+	1065	1213	1372	1303	239	215	196
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	CNIGO.Cnig_chr_V.g20674.t1	1	498	+	498	911	809	888	314	269	282
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	CNIGO.Cnig_chr_V.g20685.t1	1	1023	+	1023	4067	4057	4042	146	204	189
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	CNIGO.Cnig_chr_V.g20697.t1	1	423	+	423	160	144	191	66	87	104
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	CNIGO.Cnig_chr_V.g20740.t2	1	2916	+	2916	1151	1161	1129	528	564	657
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	CNIGO.Cnig_chr_V.g20776.t1	1	249	+	249	94	101	111	110	80	114
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	CNIGO.Cnig_chr_V.g20784.t1	1	294	+	294	127	164	99	52	57	76
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	CNIGO.Cnig_chr_V.g20795.t2	1	1095	+	1095	420	449	478	193	190	191
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	CNIGO.Cnig_chr_V.g20844.t2	1	1335	+	1335	1072	1054	1049	291	267	277
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	CNIGO.Cnig_chr_V.g20862.t1	1	1554	+	1554	2688	2593	2526	287	308	340
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	CNIGO.Cnig_chr_V.g20948.t1	1	1095	+	1095	422	442	433	221	210	281
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	CNIGO.Cnig_chr_V.g20959.t2	1	897	+	897	348	376	411	537	556	513
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	CNIGO.Cnig_chr_V.g20972.t1	1	969	+	969	2292	2198	2426	215	162	216
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	CNIGO.Cnig_chr_V.g20975.t1	1	198	+	198	165	198	138	34	76	39
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	CNIGO.Cnig_chr_V.g20998.t1	1	2076	+	2076	779	833	864	418	369	439
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	CNIGO.Cnig_chr_V.g21013.t1	1	513	+	513	598	599	628	409	381	395
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	CNIGO.Cnig_chr_V.g21016.t1	1	792	+	792	310	406	392	379	326	314
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	CNIGO.Cnig_chr_V.g21050.t2	1	963	+	963	369	321	415	166	194	223
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	CNIGO.Cnig_chr_V.g21361.t1	1	354	+	354	195	161	144	58	101	36
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	CNIGO.Cnig_chr_V.g21568.t1	1	249	+	249	276	362	354	219	183	169
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	CNIGO.Cnig_chr_V.g21660.t1	1	960	+	960	359	448	376	943	991	876
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	CNIGO.Cnig_chr_V.g21738.t2	1	2301	+	2301	944	911	922	973	976	896
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	CNIGO.Cnig_chr_V.g21764.t1	1	294	+	294	149	139	100	71	74	82
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	CNIGO.Cnig_chr_V.g21807.t1	1	816	+	816	917	995	1048	512	506	478
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	CNIGO.Cnig_chr_V.g21789.t1	1	486	+	486	366	364	429	116	123	73
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	CNIGO.Cnig_chr_V.g21915.t2	1	735	+	735	282	283	247	443	407	458
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	CNIGO.Cnig_chr_V.g21917.t2	1	1548	+	1548	536	624	678	1866	1797	1992
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	CNIGO.Cnig_chr_V.g21920.t2	1	1146	+	1146	422	447	453	685	763	627
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	CNIGO.Cnig_chr_V.g22007.t2	1	324	+	324	211	293	301	154	151	136
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	CNIGO.Cnig_chr_V.g22017.t1	1	915	+	915	678	795	693	210	161	227
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	CNIGO.Cnig_chr_V.g22081.t1	1	1167	+	1167	551	417	463	424	494	425
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	CNIGO.Cnig_chr_X.g22173.t1	1	639	+	639	544	512	438	654	572	723
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	CNIGO.Cnig_chr_X.g22204.t1	1	597	+	597	455	556	553	129	110	92
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	CNIGO.Cnig_chr_X.g22224.t1	1	1008	+	1008	842	769	815	613	645	630
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	CNIGO.Cnig_chr_X.g22228.t1	1	2016	+	2016	836	770	818	383	401	402
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	CNIGO.Cnig_chr_X.g22236.t1	1	1185	+	1185	489	496	473	201	162	252
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	CNIGO.Cnig_chr_X.g22238.t2	1	2919	+	2919	1126	1259	1261	3054	2952	3022
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	CNIGO.Cnig_chr_X.g22267.t1	1	774	+	774	367	354	318	321	286	321
