Geneid	BF1_Cbr	BF2_Cbr	BF3_Cbr	BM1_Cbr	BM2_Cbr	BM3_Cbr	9F1_Cni	9F2_Cni	9F3_Cni	9M1_Cni	9M2_Cni	9M3_Cni
V.g14999.t1__Cnig_chr_V.g17846.t1	278	162	193	259	189	202	89	79	86	134	156	133
V.g14859.t1__Cnig_chr_V.g17625.t1	610	413	387	851	747	791	589	648	468	376	384	427
V.g15361.t1__Cnig_chr_V.g18252.t1	480	507	376	633	520	650	523	634	519	513	480	537
V.g15360.t2__Cnig_chr_V.g18249.t1	309	219	201	225	183	218	113	116	129	93	126	108
V.g18231.t1__Cnig_chr_V.g21673.t1	110	118	69	103	97	86	107	147	83	61	83	71
V.g18512.t1__Cnig_chr_V.g21671.t1	271	278	414	283	379	242	104	86	114	86	84	95
V.g15359.t1__Cnig_chr_V.g18248.t1	559	417	367	418	278	412	308	299	296	323	401	292
V.g18510.t1__Cnig_chr_V.g21672.t1	243	175	165	306	282	272	127	169	147	147	120	143
V.g18020.t1__Cnig_chr_V.g21392.t1	433	315	631	291	292	258	409	333	350	254	298	267
V.g18014.t1__Cnig_chr_V.g21367.t3	349	295	320	445	294	372	103	88	96	121	127	110
V.g18035.t1__Cnig_chr_V.g21402.t1	107	59	64	93	54	72	115	108	81	56	99	71
V.g15248.t1__Cnig_chr_V.g18128.t3	33	17	13	130	87	128	133	120	129	98	118	125
V.g14887.t2__Cnig_chr_V.g17692.t2	160	133	125	224	154	195	24	38	25	40	36	32
V.g14888.t1__Cnig_chr_V.g17695.t1	495	272	243	521	249	493	527	505	678	508	434	512
V.g14892.t1__Cnig_chr_V.g17700.t2	84	78	66	163	122	124	153	152	128	199	183	204
V.g14890.t1__Cnig_chr_V.g17697.t1	187	103	126	218	175	168	231	196	232	237	198	219
V.g14730.t1__Cnig_chr_V.g17421.t1	59	38	40	79	67	72	45	41	35	35	44	33
V.g15246.t1__Cnig_chr_V.g18125.t2	774	485	705	489	303	417	367	352	280	495	782	484
V.g14713.t3__Cnig_chr_V.g17404.t2	106	62	87	145	86	113	63	67	43	74	62	53
V.g15243.t1__Cnig_chr_V.g18118.t2	156	94	72	148	80	132	170	130	139	198	154	164
V.g15247.t1__Cnig_chr_V.g18126.t1	953	683	805	900	596	706	548	567	556	362	474	396
V.g14729.t1__Cnig_chr_V.g17420.t1	151	136	106	164	138	190	284	225	225	197	188	180
V.g15006.t3__Cnig_chr_V.g17426.t1	328	199	262	227	159	253	25	15	17	37	42	31
V.g15005.t1__Cnig_chr_V.g17853.t2	0	0	0	3	0	3	26	14	21	18	29	16
V.g14716.t1__Cnig_chr_V.g17407.t1	273	236	160	348	255	339	261	197	153	253	215	228
V.g15053.t3__Cnig_chr_V.g17897.t1	0	3	1	19	7	11	0	4	2	5	2	0
V.g14891.t3__Cnig_chr_V.g17699.t1	210	185	176	272	138	219	182	197	166	142	117	133
IV.g11270.t2__Cnig_chr_IV.g13170.t1	4	0	2	4	17	6	6	6	3	84	96	135
V.g17248.t1__Cnig_chr_V.g20321.t3	22	34	35	159	162	145	63	58	53	63	66	58
V.g17242.t2__Cnig_chr_V.g20313.t2	0	1	0	5	5	5	4	1	2	8	1	7
V.g17551.t3__Cnig_chr_V.g20681.t1	0	0	0	4	3	1	1	0	0	9	7	3
V.g17241.t2__Cnig_chr_V.g20310.t1	0	0	0	1	5	2	0	0	0	2	0	4
IV.g11276.t1__Cnig_chr_IV.g13175.t1	25	14	13	55	48	26	5	1	3	26	24	31
X.g20389.t2__Cnig_chr_X.g24259.t1	16	13	18	31	18	21	5	7	1	9	14	2
V.g15077.t2__Cnig_chr_V.g17938.t1	7	7	4	7	8	7	7	9	7	6	5	6
V.g15440.t1__Cnig_chr_V.g18390.t1	0	0	0	0	0	0	0	1	1	4	4	5
V.g15083.t3__Cnig_chr_V.g17946.t1	25	10	18	50	38	35	16	14	8	19	36	18
V.g15079.t1__Cnig_chr_V.g17939.t2	26	16	24	21	25	24	11	6	3	13	7	13
V.g15428.t1__Cnig_chr_V.g18367.t1	24	5	8	31	16	37	15	24	16	43	38	31
IV.g10709.t1__Cnig_chr_IV.g12130.t1	37	43	45	56	65	47	5	3	3	8	3	7
X.g22089.t2__Cnig_chr_X.g26272.t1	3	1	1	3	7	5	5	4	1	11	5	5
IV.g10561.t1__Cnig_chr_IV.g12136.t1	34	11	28	58	72	41	60	70	44	104	96	80
V.g15427.t3__Cnig_chr_V.g18366.t2	15	14	18	19	19	31	7	6	6	29	28	27
V.g14701.t1__Cnig_chr_V.g17387.t1	1861	1917	1855	1023	846	1247	446	647	678	638	603	760
V.g15429.t2__Cnig_chr_V.g18369.t1	5	5	4	8	12	15	15	12	8	29	26	27
V.g14190.t1__Cnig_chr_V.g16714.t2	10	5	1	32	22	21	6	5	3	7	8	8
V.g15994.t2__Cnig_chr_V.g18954.t1	2	1	1	28	36	21	121	35	132	256	164	202
V.g16139.t1__Cnig_chr_V.g19127.t1	3	0	0	5	0	2	3	1	2	4	8	5
V.g15298.t2__Cnig_chr_V.g18183.t2	50	162	105	468	625	398	0	0	0	0	0	0
V.g14567.t1__Cnig_chr_V.g17200.t2	4	3	5	4	4	3	15	20	15	15	8	6
V.g15051.t1__Cnig_chr_V.g17895.t1	0	0	2	0	0	2	0	0	0	0	0	1
V.g15017.t2__Cnig_chr_V.g17867.t3	0	0	1	1	1	0	4	4	0	25	18	13
V.g14577.t1__Cnig_chr_V.g17217.t1	5	4	3	1	1	1	2	1	0	2	1	1
V.g15995.t2__Cnig_chr_V.g18955.t1	2	0	3	4	4	4	6	4	1	9	15	19
V.g15431.t1__Cnig_chr_V.g18373.t1	11	4	8	9	7	15	7	15	4	9	8	13
V.g15052.t1__Cnig_chr_V.g17896.t1	2	3	2	2	2	2	14	12	10	7	5	8
V.g14755.t1__Cnig_chr_V.g17544.t1	14	22	10	190	141	66	35	23	40	224	121	227
V.g15267.t1__Cnig_chr_V.g18147.t2	0	1	2	3	3	1	1	3	2	8	3	12
V.g15279.t1__Cnig_chr_V.g18152.t1	1672	1932	1524	996	801	1114	449	551	511	460	480	584
V.g15266.t1__Cnig_chr_V.g18145.t1	0	0	0	0	3	2	0	0	0	0	0	0
V.g14759.t1__Cnig_chr_V.g17548.t1	26	213	39	704	628	323	1895	1615	1943	1634	1494	1923
V.g14753.t2__Cnig_chr_V.g17542.t1	5	12	1	30	39	14	198	162	171	471	211	332
V.g17409.t1__Cnig_chr_V.g20499.t2	6	0	8	11	16	14	5	2	1	0	1	2
V.g14570.t3__Cnig_chr_V.g17202.t1	1	1	2	2	4	2	1	1	0	0	0	2
II.g6620.t1__Cnig_chr_II.g7116.t2	2259	1886	1901	1097	886	1249	352	540	547	186	249	207
V.g15066.t1__Cnig_chr_V.g17918.t1	4	0	0	3	4	3	0	0	0	0	0	0
II.g7146.t1__Cnig_chr_II.g8045.t1	4	3	1	14	5	3	792	658	762	446	464	468
V.g14757.t1__Cnig_chr_V.g17546.t1	4	11	5	12	18	14	33	22	25	28	21	23
V.g14758.t1__Cnig_chr_V.g17547.t1	2	13	2	31	12	29	28	19	24	20	14	19
V.g14756.t1__Cnig_chr_V.g17545.t1	7	82	3	336	328	128	1203	1092	1284	941	791	1002
V.g14754.t1__Cnig_chr_V.g17543.t2	1	8	1	17	18	4	39	26	26	188	57	117
V.g14685.t1__Cnig_chr_V.g17374.t1	0	0	0	1	0	1	51	41	41	20	18	3
V.g18040.t2__Cnig_chr_V.g21406.t1	42	34	41	109	47	71	79	68	65	135	117	96
V.g14749.t1__Cnig_chr_V.g17539.t1	11	39	19	190	156	89	289	219	290	558	414	507
V.g18047.t1__Cnig_chr_V.g21419.t1	2	4	2	4	11	12	1	1	0	0	1	1
V.g18038.t1__Cnig_chr_V.g21412.t1	3	5	3	3	5	2	167	161	147	320	250	230
V.g14849.t1__Cnig_chr_V.g17616.t1	850	1487	990	1277	1158	1309	560	675	614	411	376	381
V.g14848.t1__Cnig_chr_V.g17615.t1	53	108	48	82	101	115	78	77	97	53	45	55
V.g14746.t1__Cnig_chr_V.g17534.t1	0	0	0	0	0	0	0	0	1	0	0	1
V.g14850.t1__Cnig_chr_V.g17617.t1	612	1187	823	1739	2039	1974	396	490	394	336	486	350
V.g18326.t1__Cnig_chr_V.g21794.t1	105	149	136	113	147	117	143	93	78	140	177	99
I.g1834.t1__Cnig_chr_I.g1452.t1	6	1	13	11	8	10	1	1	0	0	6	4
I.g3449.t1__Cnig_chr_I.g3234.t1	13	7	7	42	33	60	34	28	38	34	55	51
V.g14747.t2__Cnig_chr_V.g17535.t1	0	0	1	1	2	0	0	0	0	0	1	2
V.g14788.t1__Cnig_chr_V.g17533.t1	1	1	0	0	0	1	0	0	0	0	2	0
I.g3450.t1__Cnig_chr_I.g3233.t1	170	156	272	431	566	383	323	250	248	413	469	383
X.g21555.t1__Cnig_chr_X.g25612.t2	3	7	2	20	31	17	152	76	113	164	168	135
I.g1495.t1__Cnig_chr_I.g1110.t1	1073	789	899	373	328	368	264	248	278	326	347	316
II.g5847.t1__Cnig_chr_II.g6228.t1	14	15	17	27	30	37	26	32	21	32	52	48
II.g6846.t1__Cnig_chr_II.g7435.t1	1	0	2	3	5	1	2	0	0	3	3	1
II.g5965.t1__Cnig_chr_II.g6352.t2	75	60	77	109	147	138	199	152	141	176	258	223
II.g5844.t1__Cnig_chr_II.g6225.t1	18	6	14	87	109	67	59	116	91	60	84	101
II.g7240.t1__Cnig_chr_II.g8162.t1	3	2	3	5	2	3	305	202	315	204	389	181
II.g6843.t1__Cnig_chr_II.g7423.t1	0	0	11	17	25	10	9	1	4	58	97	54
I.g3448.t1__Cnig_chr_I.g3235.t1	26	17	31	136	167	80	1	0	0	6	3	1
I.g3453.t1__Cnig_chr_I.g3231.t1	108	100	165	290	378	283	299	246	251	818	761	733
II.g7244.t1__Cnig_chr_II.g8165.t1	9	5	9	23	13	15	38	33	17	43	41	22
II.g5845.t1__Cnig_chr_II.g6226.t1	163	124	177	241	224	218	69	55	75	112	116	119
X.g21988.t1__Cnig_chr_X.g26147.t1	1	0	4	9	6	5	1	4	1	37	45	22
I.g3455.t1__Cnig_chr_I.g3230.t1	196	185	244	378	535	399	31	43	41	72	90	60
III.g9319.t1__Cnig_chr_III.g10661.t1	14	7	13	53	64	27	6	7	8	25	26	13
II.g5848.t1__Cnig_chr_II.g6229.t1	0	2	0	0	0	1	0	0	0	0	0	0
II.g7247.t1__Cnig_chr_II.g8167.t1	70	71	113	51	59	39	569	364	331	583	622	424
II.g7241.t1__Cnig_chr_II.g8163.t1	63	40	46	63	98	55	94	48	51	75	70	98
II.g5846.t1__Cnig_chr_II.g6227.t1	7	3	9	5	6	5	222	117	145	772	643	391
V.g17012.t1__Cnig_chr_V.g20054.t2	7	0	5	5	5	5	1	1	0	3	3	3
II.g6641.t2__Cnig_chr_II.g7153.t3	1	1	3	5	1	4	1	1	0	3	2	0
V.g16454.t2__Cnig_chr_V.g19478.t2	14	12	10	31	34	24	6	6	5	20	10	19
II.g6580.t3__Cnig_chr_II.g7021.t3	0	1	2	4	1	0	4	2	0	2	2	2
II.g6662.t1__Cnig_chr_II.g7181.t3	3	1	1	3	8	3	3	1	1	1	3	2
III.g9424.t3__Cnig_chr_III.g10777.t1	3388	3811	3084	1158	741	1684	1967	2355	2362	864	770	798
X.g20989.t1__Cnig_chr_X.g24942.t1	1497	1327	1384	2926	2760	2044	2283	2014	2285	3251	2738	3003
V.g18057.t1__Cnig_chr_V.g21667.t1	9054	4109	4264	4428	4285	4560	23	20	14	8	22	16
V.g17191.t1__Cnig_chr_V.g20259.t1	1786	3227	1334	5334	3334	2251	2969	10200	6253	2051	5139	5344
IV.g13411.t1__Cnig_chr_IV.g15673.t1	3106	2844	3194	363	222	780	127	208	185	20	20	16
III.g9870.t1__Cnig_chr_III.g11282.t2	5	5	3	9	12	16	4	3	8	8	3	8
V.g14965.t1__Cnig_chr_V.g17811.t2	0	1	0	4	5	8	11	21	14	8	14	12
V.g14187.t1__Cnig_chr_V.g16710.t1	2	5	1	7	7	4	121	53	142	83	57	53
I.g3587.t1__Cnig_chr_I.g3530.t1	657	2328	897	9533	6030	2719	12650	13822	14450	12313	13638	14548
V.g16900.t1__Cnig_chr_V.g19935.t1	55289	40699	47467	40113	33751	34265	316	4230	829	121	89	6712
V.g17791.t3__Cnig_chr_V.g21021.t1	5	1	0	54	24	19	33	16	61	38	41	66
V.g16898.t1__Cnig_chr_V.g19933.t1	13741	12616	12316	21436	14147	13537	5121	21134	9803	5262	10346	12023
V.g14193.t1__Cnig_chr_V.g16718.t1	3	2	2	27	16	25	221	95	213	111	67	79
III.g7764.t1__Cnig_chr_III.g8771.t2	4075	5344	4880	3061	2407	2900	5358	4989	5597	4267	4158	3969
V.g18058.t2__Cnig_chr_V.g21668.t1	2346	841	1440	672	1795	1702	7	4	2	19	17	16
V.g17193.t1__Cnig_chr_V.g20261.t1	604	2973	761	7177	4745	2552	4102	17718	10301	1749	2767	8765
V.g16897.t1__Cnig_chr_V.g19932.t1	1142	1089	1381	534	519	534	601	667	654	537	947	266
IV.g13239.t1__Cnig_chr_IV.g15266.t1	20	147	20	29	20	18	11	7	22	8	4	10
I.g2772.t1__Cnig_chr_I.g2384.t1	42	50	41	22	20	29	788	3833	2023	322	382	797
IV.g11013.t1__Cnig_chr_IV.g12748.t3	348	265	248	459	343	425	8	2	2	6	2	7
IV.g13829.t1__Cnig_chr_IV.g16209.t1	1350	4980	1633	16571	12171	5594	83601	48963	83604	68721	53848	53293
II.g5227.t1__Cnig_chr_II.g5564.t1	11	4	4	15	17	18	43	33	35	139	121	131
V.g16173.t1__Cnig_chr_V.g19168.t1	365	1017	483	5269	2857	1267	5656	8138	6624	3086	1887	3069
IV.g13160.t1__Cnig_chr_IV.g15217.t1	81296	60936	64858	66059	55538	56889	5759	9601	5888	9010	18318	13772
II.g5388.t1__Cnig_chr_II.g5733.t1	5523	10738	5490	24303	15457	11858	14585	55646	30891	6084	6835	24356
I.g2179.t1__Cnig_chr_I.g1806.t1	14275	18251	11347	42370	23423	16579	10541	49785	24743	4689	7266	24547
IV.g12268.t1__Cnig_chr_IV.g14238.t1	1701	5326	1861	26824	16698	7502	38299	33052	34789	37504	28065	34088
V.g14031.t1__Cnig_chr_V.g16518.t1	19	12	24	21	23	13	4	7	3	8	9	7
II.g5389.t1__Cnig_chr_II.g5735.t1	135637	100878	108305	132315	84907	82233	12675	72084	29235	3254	2435	49176
III.g7456.t1__Cnig_chr_III.g8392.t1	1000	4044	2006	13381	7768	3798	27408	42379	32780	16711	18262	27794
II.g4651.t1__Cnig_chr_II.g5038.t2	276	162	138	301	233	245	332	237	310	439	469	356
X.g21065.t2__Cnig_chr_X.g25024.t1	0	0	0	0	0	0	3	0	0	0	0	0
V.g14030.t2__Cnig_chr_V.g16517.t2	1	1	0	1	2	0	1	0	1	0	0	1
V.g15142.t1__Cnig_chr_V.g18009.t2	18	20	26	28	47	27	4	1	0	4	3	6
X.g21066.t3__Cnig_chr_X.g25025.t1	0	2	0	0	0	0	1	0	1	1	0	1
X.g21064.t1__Cnig_chr_X.g25023.t1	1	0	2	2	2	4	1	2	2	1	0	0
V.g15009.t1__Cnig_chr_V.g17861.t1	2	0	4	9	2	6	0	0	0	0	0	0
V.g14028.t1__Cnig_chr_V.g16515.t1	6	1	1	0	0	1	2	0	2	4	7	3
II.g7165.t3__Cnig_chr_II.g7938.t1	1370	1734	1598	324	287	573	0	1	0	2	2	1
V.g15065.t2__Cnig_chr_V.g17917.t1	0	1	0	5	0	2	7	9	5	21	16	24
V.g14094.t1__Cnig_chr_V.g16603.t1	1	1	5	2	8	1	0	0	0	0	2	1
V.g14023.t2__Cnig_chr_V.g16510.t3	6	0	2	8	3	4	2	0	0	0	1	0
II.g4789.t1__Cnig_chr_II.g5122.t1	129	97	40	100	17	164	1343	1625	1470	1533	1181	1627
V.g14024.t2__Cnig_chr_V.g16511.t3	1	1	0	1	0	1	0	1	0	1	1	1
II.g6794.t2__Cnig_chr_II.g7357.t2	8	4	3	12	7	9	363	650	479	1228	905	855
V.g14670.t1__Cnig_chr_V.g17344.t1	2685	2894	1909	328	121	856	421	831	679	15	19	24
V.g14909.t1__Cnig_chr_V.g17731.t2	5047	4749	2942	407	96	1293	245	492	360	20	20	20
II.g6793.t2__Cnig_chr_II.g7356.t1	8	7	2	6	2	5	71	133	115	228	157	154
II.g4238.t3__Cnig_chr_II.g4353.t1	66	48	39	335	177	320	15	9	6	287	235	301
V.g14366.t1__Cnig_chr_V.g16971.t2	146	59	115	203	131	189	48	44	66	95	92	90
V.g14025.t1__Cnig_chr_V.g16512.t1	16	15	11	14	14	12	6	1	1	10	9	6
II.g4786.t1__Cnig_chr_II.g5123.t1	2482	1568	1736	1519	1147	1703	1116	1258	1214	1272	934	1314
V.g15716.t3__Cnig_chr_V.g18666.t2	555	419	276	902	402	855	1647	1506	1544	2393	1646	1805
V.g14377.t1__Cnig_chr_V.g16986.t1	1854	2146	1542	263	118	590	278	379	425	100	93	105
I.g1121.t1__Cnig_chr_I.g24.t1	42	6	13	2130	2023	2053	13	15	8	736	709	1717
I.g1603.t1__Cnig_chr_I.g1213.t1	708	646	1790	2498	4005	2257	7	22	1	678	795	1730
X.g22193.t1__Cnig_chr_X.g26504.t1	18	0	5	470	544	574	1	4	0	73	112	189
V.g14665.t2__Cnig_chr_V.g17339.t1	3160	2988	2388	281	89	711	714	1266	1059	5	4	10
II.g4242.t1__Cnig_chr_II.g4372.t1	757	775	561	501	313	595	569	664	616	374	384	407
I.g1109.t1__Cnig_chr_I.g38.t3	22	1	5	737	620	801	11	15	5	1030	582	2228
I.g1123.t1__Cnig_chr_I.g22.t2	35	10	19	1122	1121	1418	10	9	5	603	632	1326
X.g22258.t1__Cnig_chr_X.g26432.t1	71	12	22	2990	2552	3166	12	17	4	127	121	635
X.g18796.t1__Cnig_chr_X.g22452.t1	0	0	2	35	45	34	0	0	0	51	54	121
I.g3264.t1__Cnig_chr_I.g3035.t1	6769	4960	4954	43033	37116	37416	25	43	12	1091	826	2355
I.g1075.t1__Cnig_chr_I.g72.t1	47	16	16	819	171	789	0	2	0	62	47	112
I.g3191.t1__Cnig_chr_I.g2943.t1	63	9	11	1803	1659	2641	10	24	2	1050	863	2732
V.g17813.t1__Cnig_chr_V.g21051.t1	109	58	53	53	30	76	1007	892	805	832	807	701
V.g17812.t2__Cnig_chr_V.g21050.t2	1183	1134	962	1178	794	1054	1436	1173	1213	1269	1067	1019
II.g7123.t1__Cnig_chr_II.g7903.t1	114	95	102	52	58	60	201	194	216	192	187	209
X.g21209.t1__Cnig_chr_X.g25190.t3	124	136	83	357	275	278	22	29	22	33	39	39
III.g8314.t1__Cnig_chr_III.g9585.t1	3244	2421	1430	4711	2694	3714	7171	4063	8038	4546	4630	3390
II.g7107.t3__Cnig_chr_II.g7913.t1	679	466	545	376	283	397	436	424	400	322	413	390
V.g16411.t1__Cnig_chr_V.g19430.t1	528	243	256	158	151	182	483	367	351	296	343	331
IV.g11885.t1__Cnig_chr_IV.g13760.t1	1079	417	780	499	590	532	177	204	148	174	151	180
V.g17787.t1__Cnig_chr_V.g21016.t1	18	18	14	53	51	49	2	1	1	10	4	15
V.g15306.t1__Cnig_chr_V.g18190.t1	12	10	14	9	14	12	39	40	33	13	32	20
V.g15149.t2__Cnig_chr_V.g18017.t1	1109	641	1029	695	820	768	95	75	74	163	187	145
V.g16368.t1__Cnig_chr_V.g19382.t1	404	231	217	509	443	453	663	872	535	393	334	478
IV.g11886.t1__Cnig_chr_IV.g13759.t1	3	1	5	2	4	4	9	13	5	296	218	338
V.g16353.t2__Cnig_chr_V.g19368.t1	452	358	402	470	479	337	1518	1470	1261	1005	974	944
V.g15148.t1__Cnig_chr_V.g18016.t1	244	196	171	278	278	368	136	133	113	93	152	119
V.g15304.t1__Cnig_chr_V.g18188.t1	560	301	270	482	384	541	247	262	224	296	332	287
I.g2655.t1__Cnig_chr_I.g2248.t1	115	58	94	38	51	57	483	534	511	199	190	223
X.g18846.t1__Cnig_chr_X.g22508.t1	333	218	222	81	48	115	16	36	14	60	73	56
IV.g11884.t1__Cnig_chr_IV.g13761.t1	169	116	141	208	179	157	20	19	18	40	40	52
V.g15303.t1__Cnig_chr_V.g18187.t1	844	522	658	759	838	744	2194	2539	1849	1380	1856	1651
V.g15152.t1__Cnig_chr_V.g18023.t2	1172	719	925	518	540	510	1002	900	924	649	727	584
V.g15146.t2__Cnig_chr_V.g18014.t1	4	1	4	6	14	3	1	1	2	3	4	11
V.g17788.t1__Cnig_chr_V.g21017.t2	770	500	447	3045	2723	2666	2	3	1	25	45	28
IV.g11063.t2__Cnig_chr_IV.g12912.t1	397	343	289	140	114	215	238	285	301	90	77	87
II.g5101.t1__Cnig_chr_II.g5440.t1	4181	2572	3719	1153	877	1503	1073	1255	1218	736	867	761
III.g7727.t1__Cnig_chr_III.g8584.t1	53	177	29	1	0	12	3	3	0	1	0	0
X.g22338.t1__Cnig_chr_X.g26622.t2	11	7	11	22	18	19	5	3	5	21	16	19
V.g15151.t1__Cnig_chr_V.g17747.t1	1	2	1	6	2	5	1	0	1	0	0	0
IV.g12423.t2__Cnig_chr_IV.g14461.t1	9	5	4	368	496	445	3	4	0	673	694	1049
V.g15153.t1__Cnig_chr_V.g18025.t1	147	115	121	431	335	381	791	586	707	857	887	650
V.g15007.t1__Cnig_chr_V.g17855.t1	2	6	0	7	7	0	0	0	0	0	0	0
II.g5984.t1__Cnig_chr_II.g6368.t1	1763	1651	1722	771	636	768	960	1158	1236	948	928	904
III.g8126.t1__Cnig_chr_III.g9367.t1	114	93	142	202	231	185	194	172	207	295	349	282
X.g21533.t1__Cnig_chr_X.g25582.t1	62	48	105	112	120	103	77	79	80	101	107	137
V.g14370.t1__Cnig_chr_V.g16978.t1	60	46	40	74	51	84	37	68	31	145	110	120
IV.g13317.t1__Cnig_chr_IV.g15418.t3	0	0	1	0	0	0	0	0	0	1	3	2
X.g20797.t1__Cnig_chr_X.g24699.t1	355	188	218	413	422	397	327	287	325	858	900	861
V.g15073.t1__Cnig_chr_V.g17931.t1	0	0	0	0	1	0	5	2	4	3	5	4
V.g15024.t1__Cnig_chr_V.g17877.t1	3	2	4	4	3	3	4	2	6	9	15	4
V.g15069.t1__Cnig_chr_V.g17923.t1	4	7	10	11	13	7	0	0	0	0	0	0
V.g13900.t1__Cnig_chr_V.g16334.t1	138	150	180	387	343	188	3	7	1	1261	956	1880
V.g15074.t1__Cnig_chr_V.g17932.t3	0	0	2	4	0	1	2	1	1	2	1	0
IV.g12472.t1__Cnig_chr_IV.g14471.t1	435	223	370	301	404	403	106	117	105	17	78	62
IV.g12461.t1__Cnig_chr_IV.g14465.t1	1625	1759	1093	2510	1765	2009	2502	1680	2008	2725	2209	1985
IV.g12422.t1__Cnig_chr_IV.g14462.t1	3	9	3	7	6	1	3	7	7	19	19	11
IV.g10935.t1__Cnig_chr_IV.g12715.t1	1	0	0	55	47	26	17	22	15	73	56	715
IV.g12462.t1__Cnig_chr_IV.g14466.t1	119	70	92	226	173	179	146	135	153	198	234	333
IV.g12473.t1__Cnig_chr_IV.g14472.t1	259	19	182	15013	15976	13908	8	52	6	548	436	2769
V.g15437.t1__Cnig_chr_V.g18384.t2	8	9	13	18	10	31	18	14	9	16	22	19
IV.g12471.t1__Cnig_chr_IV.g14470.t1	20	0	7	822	1140	1085	0	1	1	2	0	0
IV.g12463.t1__Cnig_chr_IV.g14468.t1	458	560	501	1035	1088	1588	666	506	452	1225	1272	1322
X.g19623.t1__Cnig_chr_X.g23408.t1	13	14	3	5	5	3	6	6	3	6	12	9
X.g21326.t1__Cnig_chr_X.g25332.t2	4	1	1	6	12	7	1	1	5	2	4	4
X.g22272.t1__Cnig_chr_X.g26410.t1	1	0	1	5	3	1	1	1	1	4	1	2
V.g14265.t2__Cnig_chr_V.g16871.t1	32	13	18	78	95	40	268	67	822	591	587	1320
V.g17746.t1__Cnig_chr_V.g20932.t1	0	0	1	3	5	1	3	1	1	3	0	4
V.g15031.t1__Cnig_chr_V.g17887.t1	8	4	6	71	90	38	37	32	82	171	142	248
V.g15036.t2__Cnig_chr_V.g17891.t2	1	0	1	0	2	0	2	3	0	3	10	2
V.g15038.t2__Cnig_chr_V.g17892.t1	0	0	0	0	0	0	2	3	2	11	9	6
V.g14621.t1__Cnig_chr_V.g17315.t1	9	8	4	25	28	24	2	1	0	9	13	10
V.g15438.t1__Cnig_chr_V.g18385.t1	4	1	2	22	16	20	8	7	7	123	126	97
X.g18797.t3__Cnig_chr_X.g22453.t1	0	1	0	2	0	0	0	0	0	0	3	3
III.g8686.t2__Cnig_chr_III.g9941.t1	20	14	12	12	8	16	18	6	8	21	17	19
III.g9018.t1__Cnig_chr_III.g10288.t1	6	1	12	10	6	3	4	6	3	10	4	6
X.g21080.t1__Cnig_chr_X.g25040.t1	2	2	5	7	4	2	6	12	10	20	14	10
I.g1961.t1__Cnig_chr_I.g1564.t2	4	4	5	14	15	14	6	2	9	9	13	15
V.g15030.t1__Cnig_chr_V.g17886.t1	3	2	5	17	13	20	2	0	0	4	5	12
I.g3494.t3__Cnig_chr_I.g3340.t3	44	29	48	105	70	63	7	5	6	20	24	41
III.g9020.t1__Cnig_chr_III.g10290.t1	2	0	0	5	4	3	7	12	3	8	7	6
III.g9019.t2__Cnig_chr_III.g10289.t1	0	0	0	0	0	0	41	23	16	41	35	22
III.g8687.t1__Cnig_chr_III.g9942.t1	21	17	15	20	11	20	8	14	9	17	15	19
IV.g11088.t3__Cnig_chr_IV.g12959.t2	33	27	26	39	35	33	0	2	1	6	4	9
IV.g11365.t2__Cnig_chr_IV.g13189.t2	0	0	0	6	2	12	0	1	0	5	6	13
I.g2945.t1__Cnig_chr_I.g2572.t1	11	8	2	23	4	9	39	44	51	102	113	88
IV.g11279.t2__Cnig_chr_IV.g13179.t1	6	5	3	136	90	102	1	0	0	13	17	18
IV.g12128.t1__Cnig_chr_IV.g14076.t1	3	7	0	18	10	16	0	1	1	4	1	2
X.g22319.t1__Cnig_chr_X.g25246.t2	8	7	9	2	4	5	121	113	107	103	90	71
I.g2944.t1__Cnig_chr_I.g2571.t1	52	49	16	58	35	64	116	109	142	222	220	242
IV.g11100.t3__Cnig_chr_IV.g12971.t1	41	42	28	54	38	61	80	90	68	77	104	65
I.g3204.t1__Cnig_chr_I.g2954.t1	27	23	24	3	2	9	0	0	0	0	0	0
I.g3207.t1__Cnig_chr_I.g2958.t2	69	61	34	62	59	86	221	176	203	222	316	195
I.g3206.t1__Cnig_chr_I.g2956.t1	26	26	15	23	27	23	274	178	264	418	573	348
I.g3895.t2__Cnig_chr_I.g3943.t1	66	49	46	111	84	107	39	32	41	62	82	54
IV.g11975.t3__Cnig_chr_IV.g13672.t1	2	1	0	13	35	14	4	5	3	5	4	3
II.g6587.t1__Cnig_chr_II.g7026.t1	213	112	99	898	791	879	1	1	0	151	152	165
IV.g13135.t1__Cnig_chr_IV.g15186.t3	10	13	10	53	34	39	24	41	21	55	49	71
V.g14538.t3__Cnig_chr_V.g17151.t3	6	2	3	0	3	3	6	4	3	5	16	12
IV.g12246.t2__Cnig_chr_IV.g14208.t1	1860	1180	1198	1746	1328	1683	385	441	464	890	749	868
I.g3208.t1__Cnig_chr_I.g2959.t1	24	11	15	46	49	44	91	149	106	152	155	173
V.g14771.t1__Cnig_chr_V.g17447.t1	13	4	6	16	6	19	103	59	53	197	167	288
V.g15308.t3__Cnig_chr_V.g18192.t1	2	7	1	7	9	6	0	1	0	3	1	1
V.g14944.t1__Cnig_chr_V.g17775.t2	6	2	2	1	3	1	4	5	8	7	3	7
