# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "../references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_Thomas_fc.counts.txt" "BAM/SRR580389.bam" "BAM/SRR580390.bam" "BAM/SRR580391.bam" "BAM/SRR580392.bam" "BAM/SRR580393.bam" "BAM/SRR580394.bam" 
Geneid	Chr	Start	End	Strand	Length	BAM/SRR580389.bam	BAM/SRR580390.bam	BAM/SRR580391.bam	BAM/SRR580392.bam	BAM/SRR580393.bam	BAM/SRR580394.bam
II.g7241.t1	II	15977435	15977893	+	459	12	19	9	71	46	74
II.g5846.t1	II	9713271	9713634	-	364	0	0	3	4	3	3
V.g17012.t1	V	12948698	12949234	+	537	0	1	0	4	4	3
II.g6641.t2	II	13059065	13060224	-	1160	0	2	1	0	3	3
V.g16454.t2	V	10654188	10655742	-	1555	3	9	4	23	21	17
II.g6580.t3	II	12836142	12837911	+	1770	4	5	2	5	3	4
II.g6662.t1	II	13150808	13151482	-	675	0	0	0	2	0	0
III.g9424.t3	III	9414469	9415719	-	1251	3845	4155	3834	985	1473	1752
X.g20989.t1	X	13736667	13737198	-	532	1001	1030	714	2402	2019	2245
V.g18057.t1	V	17028324	17032150	+	3827	683	1112	712	603	499	492
V.g17191.t1	V	13657110	13658031	+	922	1134	60	136	733	186	290
IV.g13411.t1	IV	14942353	14942845	+	493	1750	2064	1871	232	346	545
III.g9870.t1	III	11428772	11429182	-	411	6	4	1	17	7	28
V.g14965.t1	V	4480345	4481851	-	1507	6	1	0	26	57	33
V.g14187.t1	V	1241125	1241535	-	411	1	0	0	3	1	2
I.g3587.t1	I	13609631	13611434	+	1804	1135	257	288	3528	354	1398
V.g16900.t1	V	12493764	12494784	+	1021	14825	14108	15731	15667	1982	7811
V.g17791.t3	V	15947241	15948893	+	1653	0	0	2	5	1	4
V.g16898.t1	V	12489563	12490592	+	1030	4649	1370	2327	2755	325	1082
V.g14193.t1	V	1249376	1249786	+	411	3	2	0	5	2	11
III.g7764.t1	III	1984818	1986165	+	1348	5566	6636	6054	3393	2606	4080
V.g18058.t2	V	17034036	17040081	-	6046	245	309	342	782	232	693
V.g17193.t1	V	13661057	13662004	-	948	1002	51	123	899	80	291
V.g16897.t1	V	12488109	12489079	+	971	507	60	301	151	28	28
IV.g13239.t1	IV	13545169	13546290	-	1122	22	14	18	39	10	30
I.g2772.t1	I	9458440	9459340	-	901	11	39	4	7	18	1
IV.g11013.t1	IV	3375356	3377390	+	2035	114	75	112	220	57	140
IV.g13829.t1	IV	17395160	17396158	+	999	2215	345	530	7172	833	2610
II.g5227.t1	II	7106754	7107332	-	579	9	5	6	6	96	7
V.g16173.t1	V	9586930	9587928	+	999	557	96	111	816	23	332
IV.g13160.t1	IV	13141427	13142585	-	1159	29571	19733	29527	27244	2838	13787
II.g5388.t1	II	7696237	7697252	+	1016	4207	357	1253	3362	460	1083
I.g2179.t1	I	7164909	7165902	-	994	11794	685	2999	6685	846	2069
IV.g12268.t1	IV	9395991	9396939	-	949	3731	766	1360	11479	952	3760
V.g14031.t1	V	553979	555441	-	1463	2	2	5	15	6	9
II.g5389.t1	II	7699102	7700104	+	1003	64098	25980	55022	35069	2316	12029
III.g7456.t1	III	288031	288933	-	903	1788	357	386	4342	124	1436
II.g4651.t1	II	4357417	4360066	-	2650	153	190	137	213	314	256
X.g21065.t2	X	14200870	14202262	-	1393	0	0	0	1	0	0
V.g14030.t2	V	551842	553270	-	1429	0	0	0	0	0	0
V.g15142.t1	V	5268309	5269709	-	1401	0	0	1	20	12	10
X.g21066.t3	X	14203325	14204612	-	1288	0	0	0	2	0	0
X.g21064.t1	X	14198140	14199198	-	1059	1	1	1	5	3	3
V.g15009.t1	V	4602694	4604019	-	1326	2	1	2	6	3	3
V.g14028.t1	V	541657	543076	-	1420	1	1	1	2	3	1
II.g7165.t3	II	15698229	15701070	+	2842	1619	1749	1453	382	468	650
V.g15065.t2	V	4833077	4834332	-	1256	1	0	1	4	2	3
V.g14094.t1	V	821316	822246	-	931	1	0	0	1	1	1
V.g14023.t2	V	525407	526460	-	1054	1	0	0	2	1	0
II.g4789.t1	II	5093288	5095115	+	1828	151	225	203	114	68	84
V.g14024.t2	V	527820	529112	-	1293	0	0	1	0	1	0
II.g6794.t2	II	13686173	13688576	-	2404	8	5	5	5	4	4
V.g14670.t1	V	3250171	3253770	-	3600	2481	3547	2536	417	860	1109
V.g14909.t1	V	4290595	4293739	-	3145	5051	6664	5182	297	530	1036
II.g6793.t2	II	13675465	13677507	+	2043	11	6	9	8	1	7
II.g4238.t3	II	2147815	2154135	+	6321	31	40	40	224	94	169
V.g14366.t1	V	1867219	1869102	-	1884	91	83	82	105	170	95
V.g14025.t1	V	529902	531514	-	1613	3	2	2	16	11	27
II.g4786.t1	II	5079030	5084805	-	5776	1294	1588	1506	998	1346	1247
V.g15716.t3	V	7828743	7835222	-	6480	379	395	370	522	689	687
V.g14377.t1	V	1907697	1910084	+	2388	1775	2171	1700	310	701	722
I.g1121.t1	I	2782475	2784238	+	1764	1	1	0	2629	2337	2365
I.g1603.t1	I	4708670	4709124	+	455	1	0	1	2857	1808	2358
X.g22193.t1	X	20394615	20395113	+	499	0	0	0	636	1038	909
V.g14665.t2	V	3231140	3233238	+	2099	2721	3177	2746	275	558	859
II.g4242.t1	II	2170583	2178807	+	8225	2168	2006	2162	874	762	930
I.g1109.t1	I	2676551	2679791	+	3241	6	3	4	1193	1696	1504
I.g1123.t1	I	2786606	2788638	-	2033	0	0	1	1207	1918	1279
X.g22258.t1	X	20723667	20727375	+	3709	4	1	1	2327	1992	1905
X.g18796.t1	X	1370025	1370562	+	538	0	0	0	46	41	43
I.g3264.t1	I	11671736	11673566	-	1831	18	13	11	31277	34035	28050
I.g1075.t1	I	2544661	2544897	-	237	22	17	27	1076	772	1020
I.g3191.t1	I	11378538	11380460	+	1923	0	0	1	3557	8992	6028
V.g17813.t1	V	16010580	16012353	+	1774	2	10	3	24	8	19
V.g17812.t2	V	16008053	16009584	-	1532	260	295	266	773	344	707
II.g7123.t1	II	15409093	15409932	+	840	32	33	45	20	38	13
X.g21209.t1	X	14993734	14995003	+	1270	71	162	62	247	166	280
III.g8314.t1	III	4971911	4972748	-	838	1963	1742	1130	1090	1754	1380
II.g7107.t3	II	15306724	15307648	+	925	316	238	297	293	326	287
V.g16411.t1	V	10493671	10494899	+	1229	48	67	39	75	65	81
IV.g11885.t1	IV	7911223	7912206	-	984	161	100	177	171	197	143
V.g17787.t1	V	15930971	15932219	-	1249	6	9	2	22	14	20
V.g15306.t1	V	6040874	6042166	+	1293	8	5	4	9	15	5
V.g15149.t2	V	5308835	5310305	+	1471	42	57	74	107	82	116
V.g16368.t1	V	10293070	10294057	-	988	84	124	78	453	272	303
IV.g11886.t1	IV	7915460	7916514	+	1055	5	0	0	4	2	3
V.g16353.t2	V	10262989	10264562	-	1574	83	104	129	236	185	208
V.g15148.t1	V	5306477	5307754	-	1278	69	89	63	61	230	88
V.g15304.t1	V	6037199	6038444	+	1246	105	167	86	245	477	291
I.g2655.t1	I	9035428	9036115	+	688	81	93	96	35	54	61
X.g18846.t1	X	1593408	1595279	-	1872	168	184	194	55	36	44
IV.g11884.t1	IV	7909454	7910435	+	982	62	19	49	63	82	86
V.g15303.t1	V	6035833	6036973	+	1141	73	129	40	113	169	130
V.g15152.t1	V	5316018	5317389	-	1372	236	184	203	104	117	116
V.g15146.t2	V	5301587	5305402	-	3816	1	0	1	7	5	8
V.g17788.t1	V	15933088	15934371	+	1284	658	476	746	1840	1549	1689
IV.g11063.t2	IV	3736444	3741520	-	5077	438	560	484	120	211	217
II.g5101.t1	II	6527555	6529234	+	1680	2540	2768	2320	1220	1923	1762
III.g7727.t1	III	1765203	1765793	+	591	722	574	927	57	136	341
X.g22338.t1	X	21062154	21063912	+	1759	1	4	3	15	12	17
V.g15151.t1	V	5312660	5313805	-	1146	0	1	0	1	2	1
IV.g12423.t2	IV	10061129	10062661	-	1533	0	3	0	668	1380	904
V.g15153.t1	V	5317619	5318870	-	1252	52	65	15	159	456	212
V.g15007.t1	V	4598053	4598826	-	774	1	0	0	30	34	7
II.g5984.t1	II	10225337	10225918	+	582	1734	1876	1790	585	969	857
III.g8126.t1	III	4163085	4163645	-	561	83	95	84	158	189	190
X.g21533.t1	X	16753723	16754130	+	408	14	11	11	108	78	69
V.g14370.t1	V	1886802	1888021	-	1220	28	22	40	96	65	80
IV.g13317.t1	IV	14207064	14207722	-	659	0	1	1	2	0	0
X.g20797.t1	X	12643053	12643802	+	750	95	90	81	231	319	218
V.g15073.t1	V	4868570	4869325	-	756	0	0	0	1	1	2
V.g15024.t1	V	4665584	4666600	+	1017	0	0	0	0	4	1
V.g15069.t1	V	4845101	4845831	+	731	0	0	0	31	104	32
V.g13900.t1	V	148635	149417	-	783	0	0	0	388	183	283
V.g15074.t1	V	4869702	4870459	+	758	0	0	0	44	502	68
IV.g12472.t1	IV	10316928	10317705	+	778	30	9	75	65	15	51
IV.g12461.t1	IV	10269368	10270270	+	903	579	892	408	735	1527	1048
IV.g12422.t1	IV	10059449	10060935	-	1487	1	0	3	2	10	6
IV.g10935.t1	IV	2815584	2816710	-	1127	1	0	0	43	38	22
IV.g12462.t1	IV	10271417	10273343	+	1927	39	39	45	1004	214	946
IV.g12473.t1	IV	10318389	10319109	+	721	0	1	0	21588	54608	31716
V.g15437.t1	V	6676631	6679867	+	3237	2	6	2	16	8	16
IV.g12471.t1	IV	10314908	10315481	+	574	0	0	0	701	762	712
IV.g12463.t1	IV	10277565	10278499	+	935	370	657	354	1607	1572	2283
X.g19623.t1	X	6219079	6220474	-	1396	7	11	4	4	3	4
X.g21326.t1	X	15635221	15636407	+	1187	1	2	2	3	10	3
X.g22272.t1	X	20780279	20781791	+	1513	1	1	0	0	2	0
V.g14265.t2	V	1514919	1517304	+	2386	23	84	26	34	229	170
V.g17746.t1	V	15775453	15776392	+	940	2	7	2	11	2	10
V.g15031.t1	V	4704536	4708030	-	3495	2	9	5	20	81	24
V.g15036.t2	V	4716694	4718032	-	1339	0	0	0	0	0	0
V.g15038.t2	V	4722678	4723379	-	702	0	0	0	1	0	0
V.g14621.t1	V	3071191	3073175	-	1985	1	2	2	46	29	46
V.g15438.t1	V	6687413	6688651	+	1239	1	2	1	11	14	8
X.g18797.t3	X	1371665	1372948	+	1284	0	0	0	3	1	4
III.g8686.t2	III	6443361	6445533	+	2173	8	3	3	16	9	7
III.g9018.t1	III	7847768	7848850	+	1083	0	1	0	0	3	4
X.g21080.t1	X	14290180	14291296	+	1117	1	0	1	0	1	3
I.g1961.t1	I	6180699	6181872	+	1174	1	1	3	5	14	10
V.g15030.t1	V	4699264	4703030	-	3767	0	1	0	34	18	34
I.g3494.t3	I	13030567	13033179	-	2613	17	17	14	46	91	56
III.g9020.t1	III	7850784	7852162	+	1379	1	1	1	1	2	1
III.g9019.t2	III	7849686	7850207	+	522	0	0	0	0	0	0
III.g8687.t1	III	6449213	6449990	-	778	2	6	2	16	35	12
IV.g11088.t3	IV	3965789	3969287	-	3499	6	8	2	9	11	14
IV.g11365.t2	IV	5558988	5559608	+	621	0	0	0	2	1	4
I.g2945.t1	I	10193520	10195372	-	1853	2	8	1	21	10	12
IV.g11279.t2	IV	5100689	5102490	-	1802	0	0	0	89	307	88
IV.g12128.t1	IV	8816957	8817629	+	673	0	1	0	15	7	11
X.g22319.t1	X	21007033	21008961	+	1929	12	16	12	7	4	11
I.g2944.t1	I	10190792	10192654	-	1863	20	13	8	64	94	88
IV.g11100.t3	IV	4033788	4037253	-	3466	8	10	4	66	19	39
I.g3204.t1	I	11404803	11405465	+	663	47	44	78	8	11	44
I.g3207.t1	I	11412535	11413571	-	1037	17	17	13	33	42	35
I.g3206.t1	I	11407854	11409225	+	1372	8	22	3	26	30	34
I.g3895.t2	I	15336768	15338078	+	1311	26	18	29	105	97	116
IV.g11975.t3	IV	8229239	8232136	-	2898	0	1	0	12	4	7
II.g6587.t1	II	12870684	12873210	+	2527	2	0	1	509	423	500
IV.g13135.t1	IV	12987628	12990724	-	3097	12	7	10	44	11	29
V.g14538.t3	V	2653943	2655107	-	1165	1	2	2	1	2	0
IV.g12246.t2	IV	9270805	9274807	-	4003	733	444	556	1037	878	982
I.g3208.t1	I	11416337	11417291	+	955	11	24	5	93	13	73
V.g14771.t1	V	3640876	3643494	+	2619	8	16	4	10	7	11
V.g15308.t3	V	6048035	6051131	-	3097	0	2	0	5	2	1
V.g14944.t1	V	4404727	4406458	-	1732	0	0	1	2	2	1
IV.g12248.t2	IV	9283445	9286601	-	3157	68	70	94	822	722	776
V.g14943.t3	V	4401638	4404367	-	2730	0	2	0	17	11	8
IV.g11449.t1	IV	6115789	6117035	-	1247	6	0	2	7	16	21
V.g14945.t2	V	4407943	4410023	-	2081	1	0	0	1	1	0
IV.g11451.t1	IV	6122674	6123812	-	1139	0	0	0	1	0	0
V.g16615.t1	V	11322116	11323183	+	1068	1	0	1	0	2	0
V.g15310.t1	V	6057345	6057875	-	531	0	0	0	0	0	0
V.g17021.t1	V	12966733	12968285	+	1553	1	2	2	44	15	34
V.g13877.t3	V	57538	59127	-	1590	0	2	0	37	7	43
IV.g12567.t1	IV	10588596	10590131	+	1536	0	0	0	0	0	2
II.g5606.t1	II	8629703	8630496	+	794	0	0	0	2	2	3
IV.g11471.t1	IV	6188692	6189553	-	862	0	0	2	9	28	11
IV.g11463.t1	IV	6159614	6161015	-	1402	1	0	2	1	2	1
V.g14962.t1	V	4472274	4475434	+	3161	15	18	16	32	64	41
V.g15609.t1	V	7420251	7421356	+	1106	1	1	1	37	25	32
V.g14959.t1	V	4461014	4462694	+	1681	12	11	2	17	14	14
V.g14963.t1	V	4475739	4477532	+	1794	208	360	107	234	733	289
V.g14866.t1	V	4090894	4093016	+	2123	98	32	141	20	10	41
V.g13937.t1	V	292449	294169	-	1721	3	5	3	9	15	12
V.g18056.t1	V	17018493	17022058	-	3566	134	132	150	294	224	389
II.g6441.t2	II	12252747	12253554	-	808	1	2	1	5	12	5
III.g8836.t1	III	7094842	7095537	+	696	2	1	0	6	1	3
III.g8833.t1	III	7080331	7081914	+	1584	0	0	0	6	3	5
IV.g10981.t2	IV	3174973	3184683	-	9711	5	4	8	2	5	5
IV.g10982.t2	IV	3189421	3192377	-	2957	1	1	1	4	3	1
III.g7993.t2	III	3563347	3564743	-	1397	0	0	0	0	3	0
III.g7989.t1	III	3540063	3542942	-	2880	3	3	7	3	11	8
III.g7992.t1	III	3558743	3561573	-	2831	11	6	5	9	24	18
IV.g10984.t1	IV	3207591	3211975	-	4385	3	1	0	20	13	16
V.g17789.t3	V	15936477	15939672	+	3196	50	46	65	37	42	67
IV.g11020.t1	IV	3428994	3429773	+	780	3	0	0	1	0	2
IV.g11019.t1	IV	3415333	3422746	+	7414	7	6	2	5	2	6
IV.g13299.t2	IV	14117459	14122474	-	5016	28	34	43	9	11	22
V.g14737.t3	V	3516263	3517727	+	1465	4	2	0	81	51	49
II.g4721.t2	II	4709622	4714027	+	4406	130	182	137	12	5	22
V.g14736.t4	V	3513543	3515978	+	2436	0	0	2	121	70	86
IV.g10992.t1	IV	3256052	3257560	+	1509	1	0	0	2	1	3
IV.g10986.t1	IV	3222851	3225211	-	2361	4	3	1	3	2	3
IV.g10644.t3	IV	1231798	1234957	-	3160	2	6	3	12	28	19
II.g7175.t1	II	15736832	15741439	+	4608	731	824	830	83	178	192
V.g14246.t2	V	1467876	1469456	-	1581	137	195	149	46	54	83
II.g4724.t2	II	4754860	4757182	+	2323	44	49	40	30	29	22
V.g14225.t1	V	1368081	1369114	+	1034	60	70	57	47	162	90
V.g14632.t1	V	3117194	3117895	+	702	458	451	314	216	194	403
II.g4605.t1	II	4117137	4117838	-	702	16	12	11	1	4	8
V.g14247.t1	V	1474664	1475519	-	856	27	13	26	505	345	459
V.g14255.t1	V	1484714	1485520	-	807	10	21	6	42	28	40
V.g14231.t1	V	1431898	1432642	+	745	5	3	14	6	25	19
V.g14232.t1	V	1432779	1433768	-	990	257	382	520	962	204	1318
V.g14238.t1	V	1440888	1441425	+	538	29	22	48	48	9	22
V.g14224.t1	V	1366542	1367335	+	794	75	60	62	254	225	220
V.g14242.t1	V	1456337	1457094	+	758	1228	1927	1111	1463	1477	1986
V.g14248.t1	V	1476566	1477191	-	626	7	13	3	40	25	18
II.g6720.t1	II	13378321	13379331	+	1011	0	0	0	0	0	0
V.g14239.t1	V	1443896	1444321	+	426	12	15	19	89	60	102
V.g14222.t1	V	1359725	1360385	+	661	217	251	181	387	442	394
V.g15855.t2	V	8293143	8294295	+	1153	0	0	0	8	5	9
V.g14241.t1	V	1447577	1448470	+	894	168	159	151	153	110	196
V.g14240.t2	V	1446390	1447342	+	953	11	9	10	96	113	81
V.g15693.t1	V	7765768	7766921	+	1154	1	0	0	12	9	14
IV.g11945.t1	IV	8110435	8111948	-	1514	6	3	2	21	11	15
V.g15258.t1	V	5826441	5827001	-	561	25	8	4	66	6	24
V.g17755.t1	V	15799113	15800026	-	914	0	0	0	92	103	83
V.g14951.t1	V	4426159	4427312	-	1154	2	1	0	6	0	3
II.g6444.t1	II	12257835	12259742	-	1908	398	720	466	1407	878	1805
V.g17083.t1	V	13137180	13138893	+	1714	0	0	0	0	0	0
II.g5321.t1	II	7466649	7468503	-	1855	113	147	150	160	78	152
V.g14954.t1	V	4445192	4446339	+	1148	3	0	3	24	9	12
II.g5323.t1	II	7469089	7470528	-	1440	578	266	669	1315	383	580
II.g4758.t2	II	4971592	4973908	-	2317	20782	25484	19135	42403	18846	32285
IV.g13348.t1	IV	14486718	14488003	-	1286	32	10	35	52	30	43
II.g4848.t1	II	5340726	5341265	-	540	114	151	118	138	63	194
V.g14650.t1	V	3182199	3184072	-	1874	9	5	8	20	23	11
II.g4843.t2	II	5325940	5328270	-	2331	523	810	566	1042	687	1097
V.g14953.t1	V	4441662	4443106	+	1445	2	2	2	10	11	7
I.g2022.t1	I	6479396	6480832	-	1437	54	25	25	170	25	48
V.g14649.t1	V	3177956	3179545	-	1590	12	22	11	45	34	83
V.g14711.t1	V	3403435	3406115	+	2681	263	245	220	1262	1612	1616
I.g2023.t1	I	6481642	6483105	-	1464	30	17	19	140	36	55
V.g17526.t1	V	14874782	14875969	+	1188	55	67	45	160	211	153
V.g15916.t2	V	8563132	8563794	-	663	803	907	604	2596	3136	2631
V.g14639.t1	V	3141452	3141917	-	466	0	0	0	0	1	0
V.g17525.t1	V	14872686	14873523	+	838	19	38	42	3	9	21
V.g14655.t1	V	3192079	3193575	-	1497	11	13	12	33	33	36
V.g14733.t2	V	3497785	3499417	-	1633	1	1	0	41	45	39
V.g17524.t1	V	14869398	14870973	-	1576	9	3	11	5	15	5
V.g17533.t1	V	14901460	14902456	+	997	7	2	8	211	143	172
V.g14652.t1	V	3188178	3188581	-	404	1	1	1	0	3	2
II.g6555.t1	II	12718019	12719986	-	1968	360	443	285	228	406	433
II.g3988.t1	II	210757	217528	-	6772	3144	3401	3416	1205	1154	1477
V.g14654.t1	V	3189970	3191319	-	1350	1	0	1	6	7	7
II.g6703.t1	II	13326998	13328098	+	1101	0	0	0	1367	1220	1323
V.g17674.t3	V	15529961	15538126	+	8166	1	3	4	4075	3305	3567
III.g9003.t2	III	7745157	7749344	-	4188	0	1	0	258	201	246
III.g10273.t1	III	13921665	13922246	-	582	0	3	4	6	3	1
III.g9004.t2	III	7750711	7756013	-	5303	0	6	2	2040	2243	2199
V.g14320.t1	V	1693321	1693877	-	557	0	0	1	2	2	2
III.g9992.t2	III	12148784	12157617	+	8834	1	4	2	56	18	37
III.g9978.t1	III	12048281	12051038	+	2758	0	0	0	217	188	162
V.g14324.t1	V	1705746	1707927	-	2182	0	1	0	4	3	3
V.g16072.t1	V	9160528	9161808	+	1281	0	0	0	5	8	7
III.g9022.t1	III	7859170	7863313	+	4144	0	0	0	1159	1309	1268
V.g16074.t1	V	9165504	9166665	+	1162	0	0	0	0	4	1
V.g16067.t1	V	9130835	9132712	+	1878	4	9	2	15	18	19
V.g17718.t1	V	15666607	15667293	+	687	5	0	1	8	12	5
V.g16145.t1	V	9481394	9482637	+	1244	2	1	1	3	4	3
V.g16068.t1	V	9133449	9135755	+	2307	9	11	13	21	25	25
II.g5698.t1	II	9046240	9047628	-	1389	121	93	106	39	78	56
II.g5699.t1	II	9048042	9049835	-	1794	2	5	4	15	21	14
V.g17792.t1	V	15949610	15951287	-	1678	34	19	24	51	28	37
II.g5702.t1	II	9057104	9058248	-	1145	12	4	18	32	26	21
III.g8633.t1	III	6255150	6255543	-	394	22	29	20	21	34	32
II.g5703.t1	II	9060106	9061810	+	1705	14	5	9	31	47	19
V.g17700.t1	V	15613351	15614693	+	1343	33	29	45	27	64	41
II.g5700.t1	II	9050624	9051274	-	651	1	0	0	0	1	0
V.g17670.t1	V	15491331	15495978	+	4648	31	31	18	36	149	120
II.g6150.t2	II	10882878	10884546	-	1669	1206	1365	1260	137	250	412
III.g8316.t1	III	4976571	4977557	+	987	23	21	18	14	27	19
II.g4377.t2	II	3001421	3004136	+	2716	12	7	7	2	13	7
V.g15020.t1	V	4642892	4645842	+	2951	9	1	4	211	115	129
II.g4401.t2	II	3095513	3098825	-	3313	24	30	48	21	44	38
V.g17538.t1	V	14908175	14908567	-	393	10	13	7	16	17	14
V.g15773.t3	V	8020462	8023062	-	2601	6	8	6	832	430	670
II.g6198.t1	II	11063668	11064339	+	672	94	115	130	1547	1169	1267
IV.g12380.t1	IV	9872428	9873196	-	769	12	9	3	8	22	5
V.g15019.t2	V	4639916	4642327	+	2412	0	0	0	2	1	1
IV.g12491.t1	IV	10370863	10371897	-	1035	0	0	0	230	212	222
II.g4071.t1	II	685941	687585	-	1645	450	506	580	189	222	124
IV.g12381.t1	IV	9873698	9874422	+	725	29	35	24	35	88	51
IV.g12339.t1	IV	9719619	9720382	+	764	29	15	29	68	117	82
IV.g12379.t1	IV	9871509	9872259	-	751	93	38	35	48	260	63
V.g15358.t1	V	6239938	6240653	+	716	106	99	102	182	237	185
II.g6196.t1	II	11061192	11061716	+	525	34	46	31	62	260	61
II.g6195.t1	II	11059346	11060450	+	1105	462	223	185	322	596	404
V.g15001.t3	V	4578631	4579846	+	1216	2	7	2	174	79	132
II.g6197.t1	II	11062137	11062833	+	697	147	234	102	436	493	670
I.g2555.t1	I	8633237	8633708	-	472	1	4	1	753	536	628
V.g17169.t1	V	13546252	13546769	-	518	2287	1934	1967	3836	4263	3745
V.g15002.t1	V	4581319	4582854	+	1536	38	40	22	377	125	269
II.g6177.t1	II	10956963	10959809	-	2847	87	95	87	231	249	317
V.g15956.t1	V	8698058	8698441	+	384	5	3	6	5	3	2
V.g15256.t1	V	5822468	5823791	-	1324	35	53	42	61	71	75
V.g15000.t1	V	4576177	4577881	+	1705	22	7	18	49	37	37
V.g15003.t1	V	4583516	4584643	+	1128	4	2	4	16	16	9
V.g15249.t1	V	5805887	5808779	+	2893	84	148	86	325	231	282
II.g6547.t1	II	12685833	12686147	+	315	0	0	0	1	0	0
V.g14710.t1	V	3400597	3402067	-	1471	62	58	55	98	68	57
V.g16244.t1	V	9889822	9892974	+	3153	1	0	0	8	5	8
V.g15245.t1	V	5783237	5785287	-	2051	491	204	225	251	959	308
IV.g10705.t1	IV	1522386	1525736	+	3351	462	498	432	29	62	66
IV.g10674.t1	IV	1410121	1410624	-	504	0	0	0	0	1	0
V.g16245.t1	V	9894216	9895413	+	1198	1	0	0	1	1	2
V.g16248.t2	V	9901892	9903397	+	1506	3	2	3	0	1	5
V.g15250.t1	V	5809160	5811056	-	1897	110	57	104	128	80	113
V.g16398.t1	V	10446487	10447639	+	1153	1	1	0	14	6	10
I.g1601.t1	I	4703113	4704982	-	1870	59	103	64	40	81	42
II.g7143.t1	II	15537247	15540318	-	3072	4	5	9	3	3	1
X.g22408.t1	X	21415408	21415719	+	312	79	67	50	7	42	14
V.g15253.t1	V	5816118	5817737	-	1620	1	3	1	30	3	20
X.g20206.t2	X	9551193	9551810	-	618	27	37	31	2	10	6
X.g21181.t2	X	14866589	14867516	-	928	0	0	0	1	5	5
I.g1610.t1	I	4735176	4737284	+	2109	1359	1737	662	362	142	421
I.g1614.t1	I	4751813	4753995	+	2183	118	134	61	157	61	136
V.g14718.t2	V	3452022	3455238	-	3217	27	29	25	91	42	72
X.g19182.t1	X	3635643	3636584	+	942	45	22	16	966	157	85
V.g16485.t2	V	10779420	10780353	-	934	3	2	2	108	19	58
III.g8856.t1	III	7157839	7158773	+	935	100	16	25	1126	250	406
I.g2044.t1	I	6557237	6557608	+	372	385	494	352	398	394	507
I.g2152.t1	I	7001173	7002721	+	1549	17	6	5	102	13	56
V.g17089.t1	V	13162253	13163186	-	934	842	243	315	1647	276	617
V.g17170.t1	V	13547066	13547492	+	427	1091	1120	865	2985	2358	3016
V.g16473.t1	V	10735029	10736003	+	975	1650	417	688	2294	145	884
V.g16472.t1	V	10733065	10734044	+	980	531	549	422	1199	442	782
V.g16931.t1	V	12646633	12647026	+	394	586	552	412	4864	3797	5214
V.g17087.t1	V	13157069	13158002	-	934	571	85	104	1365	228	469
V.g17088.t1	V	13159747	13160678	-	932	1116	180	244	1816	119	497
I.g1785.t1	I	5548252	5548623	-	372	734	909	639	728	645	959
V.g18036.t1	V	16943523	16944298	+	776	3	0	0	8	6	4
V.g15309.t1	V	6054298	6054696	-	399	0	0	0	0	0	0
V.g16933.t1	V	12650866	12651249	-	384	391	517	269	2961	4695	3904
V.g17645.t1	V	15362899	15363490	-	592	1	0	1	5	4	3
V.g15483.t1	V	6903381	6903737	+	357	11	20	9	38	115	49
V.g16929.t2	V	12643223	12643599	+	377	71	73	41	443	454	416
V.g15901.t2	V	8485836	8486746	-	911	0	2	2	2	3	2
V.g15016.t1	V	4622589	4623684	-	1096	0	0	0	3	0	1
II.g6558.t1	II	12723784	12724321	+	538	1	2	1	1	1	2
II.g6579.t1	II	12831612	12831995	-	384	0	2	0	2	3	6
V.g15549.t3	V	7183418	7185140	-	1723	2	1	2	1	17	4
V.g15550.t1	V	7186137	7187677	-	1541	2	12	0	23	5	11
V.g18480.t1	V	19298755	19300076	-	1322	10	2	1	7	11	0
V.g14088.t1	V	809215	810551	+	1337	1	0	0	1	1	0
V.g15757.t2	V	7967532	7970908	-	3377	2	2	4	13	10	7
V.g15307.t1	V	6042350	6045616	-	3267	5	4	4	17	10	9
V.g14842.t1	V	3986492	3988297	-	1806	0	0	0	1	0	0
I.g3408.t1	I	12501864	12503362	+	1499	11	8	5	27	155	26
II.g5932.t1	II	10071934	10072913	+	980	389	82	61	2913	507	688
X.g20614.t1	X	11786086	11786988	+	903	818	178	147	1855	257	552
II.g4496.t1	II	3573275	3574583	+	1309	3957	618	797	12463	929	3900
II.g5430.t1	II	7905867	7906905	-	1039	1899	238	407	6496	998	2093
X.g20892.t1	X	13107950	13109185	+	1236	17	2	2	274	93	101
X.g20958.t1	X	13542069	13542597	-	529	10	2	5	10	21	11
X.g22298.t2	X	20916306	20916743	+	438	34	30	58	1	7	0
X.g22165.t1	X	20301851	20303160	-	1310	32	38	27	52	57	35
I.g3415.t1	I	12597873	12601658	-	3786	57	47	66	19	17	52
IV.g10945.t1	IV	2902237	2902656	-	420	25	35	17	118	71	97
X.g20616.t1	X	11792226	11793128	+	903	37	23	21	269	40	88
V.g14602.t1	V	2988854	2989341	+	488	7	1	4	6	5	7
V.g14783.t1	V	3698301	3698642	+	342	6	11	3	78	119	78
V.g13904.t1	V	163694	170274	-	6581	408	530	321	337	592	364
V.g14603.t1	V	2989390	2990828	+	1439	13	12	21	10	5	20
V.g13930.t1	V	270544	271590	+	1047	1	1	0	0	0	0
