# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_fc.counts.txt" "STAR/BAM/BF1_Cbr.bam" "STAR/BAM/BF2_Cbr.bam" "STAR/BAM/BF3_Cbr.bam" "STAR/BAM/BM1_Cbr.bam" "STAR/BAM/BM2_Cbr.bam" "STAR/BAM/BM3_Cbr.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/BF1_Cbr.bam	STAR/BAM/BF2_Cbr.bam	STAR/BAM/BF3_Cbr.bam	STAR/BAM/BM1_Cbr.bam	STAR/BAM/BM2_Cbr.bam	STAR/BAM/BM3_Cbr.bam
X.g21988.t1	X	19232744	19233036	+	293	1	0	4	9	6	5
I.g3455.t1	I	12845201	12845847	-	647	196	185	244	378	535	399
III.g9319.t1	III	9033389	9033672	-	284	14	7	13	53	64	27
II.g5848.t1	II	9719593	9720076	-	484	0	2	0	0	0	1
II.g7247.t1	II	16007423	16007900	-	478	70	71	113	51	59	39
II.g7241.t1	II	15977435	15977893	+	459	63	40	46	63	98	55
II.g5846.t1	II	9713271	9713634	-	364	7	3	9	5	6	5
V.g17012.t1	V	12948698	12949234	+	537	7	0	5	5	5	5
II.g6641.t2	II	13059065	13060224	-	1160	1	1	3	5	1	4
V.g16454.t2	V	10654188	10655742	-	1555	14	12	10	31	34	24
II.g6580.t3	II	12836142	12837911	+	1770	0	1	2	4	1	0
II.g6662.t1	II	13150808	13151482	-	675	3	1	1	3	8	3
III.g9424.t3	III	9414469	9415719	-	1251	3388	3811	3084	1158	741	1684
X.g20989.t1	X	13736667	13737198	-	532	1497	1327	1384	2926	2760	2044
V.g18057.t1	V	17028324	17032150	+	3827	9054	4109	4264	4428	4285	4560
V.g17191.t1	V	13657110	13658031	+	922	1786	3227	1334	5334	3334	2251
IV.g13411.t1	IV	14942353	14942845	+	493	3106	2844	3194	363	222	780
III.g9870.t1	III	11428772	11429182	-	411	5	5	3	9	12	16
V.g14965.t1	V	4480345	4481851	-	1507	0	1	0	4	5	8
V.g14187.t1	V	1241125	1241535	-	411	2	5	1	7	7	4
I.g3587.t1	I	13609631	13611434	+	1804	657	2328	897	9533	6030	2719
V.g16900.t1	V	12493764	12494784	+	1021	55289	40699	47467	40113	33751	34265
V.g17791.t3	V	15947241	15948893	+	1653	5	1	0	54	24	19
V.g16898.t1	V	12489563	12490592	+	1030	13741	12616	12316	21436	14147	13537
V.g14193.t1	V	1249376	1249786	+	411	3	2	2	27	16	25
III.g7764.t1	III	1984818	1986165	+	1348	4075	5344	4880	3061	2407	2900
V.g18058.t2	V	17034036	17040081	-	6046	2346	841	1440	672	1795	1702
V.g17193.t1	V	13661057	13662004	-	948	604	2973	761	7177	4745	2552
V.g16897.t1	V	12488109	12489079	+	971	1142	1089	1381	534	519	534
IV.g13239.t1	IV	13545169	13546290	-	1122	20	147	20	29	20	18
I.g2772.t1	I	9458440	9459340	-	901	42	50	41	22	20	29
IV.g11013.t1	IV	3375356	3377390	+	2035	348	265	248	459	343	425
IV.g13829.t1	IV	17395160	17396158	+	999	1350	4980	1633	16571	12171	5594
II.g5227.t1	II	7106754	7107332	-	579	11	4	4	15	17	18
V.g16173.t1	V	9586930	9587928	+	999	365	1017	483	5269	2857	1267
IV.g13160.t1	IV	13141427	13142585	-	1159	81296	60936	64858	66059	55538	56889
II.g5388.t1	II	7696237	7697252	+	1016	5523	10738	5490	24303	15457	11858
I.g2179.t1	I	7164909	7165902	-	994	14275	18251	11347	42370	23423	16579
IV.g12268.t1	IV	9395991	9396939	-	949	1701	5326	1861	26824	16698	7502
V.g14031.t1	V	553979	555441	-	1463	19	12	24	21	23	13
II.g5389.t1	II	7699102	7700104	+	1003	135637	100878	108305	132315	84907	82233
III.g7456.t1	III	288031	288933	-	903	1000	4044	2006	13381	7768	3798
II.g4651.t1	II	4357417	4360066	-	2650	276	162	138	301	233	245
X.g21065.t2	X	14200870	14202262	-	1393	0	0	0	0	0	0
V.g14030.t2	V	551842	553270	-	1429	1	1	0	1	2	0
V.g15142.t1	V	5268309	5269709	-	1401	18	20	26	28	47	27
X.g21066.t3	X	14203325	14204612	-	1288	0	2	0	0	0	0
X.g21064.t1	X	14198140	14199198	-	1059	1	0	2	2	2	4
V.g15009.t1	V	4602694	4604019	-	1326	2	0	4	9	2	6
V.g14028.t1	V	541657	543076	-	1420	6	1	1	0	0	1
II.g7165.t3	II	15698229	15701070	+	2842	1370	1734	1598	324	287	573
V.g15065.t2	V	4833077	4834332	-	1256	0	1	0	5	0	2
V.g14094.t1	V	821316	822246	-	931	1	1	5	2	8	1
V.g14023.t2	V	525407	526460	-	1054	6	0	2	8	3	4
II.g4789.t1	II	5093288	5095115	+	1828	129	97	40	100	17	164
V.g14024.t2	V	527820	529112	-	1293	1	1	0	1	0	1
II.g6794.t2	II	13686173	13688576	-	2404	8	4	3	12	7	9
V.g14670.t1	V	3250171	3253770	-	3600	2685	2894	1909	328	121	856
V.g14909.t1	V	4290595	4293739	-	3145	5047	4749	2942	407	96	1293
II.g6793.t2	II	13675465	13677507	+	2043	8	7	2	6	2	5
II.g4238.t3	II	2147815	2154135	+	6321	66	48	39	335	177	320
V.g14366.t1	V	1867219	1869102	-	1884	146	59	115	203	131	189
V.g14025.t1	V	529902	531514	-	1613	16	15	11	14	14	12
II.g4786.t1	II	5079030	5084805	-	5776	2482	1568	1736	1519	1147	1703
V.g15716.t3	V	7828743	7835222	-	6480	555	419	276	902	402	855
V.g14377.t1	V	1907697	1910084	+	2388	1854	2146	1542	263	118	590
I.g1121.t1	I	2782475	2784238	+	1764	42	6	13	2130	2023	2053
I.g1603.t1	I	4708670	4709124	+	455	708	646	1790	2498	4005	2257
X.g22193.t1	X	20394615	20395113	+	499	18	0	5	470	544	574
V.g14665.t2	V	3231140	3233238	+	2099	3160	2988	2388	281	89	711
II.g4242.t1	II	2170583	2178807	+	8225	757	775	561	501	313	595
I.g1109.t1	I	2676551	2679791	+	3241	22	1	5	737	620	801
I.g1123.t1	I	2786606	2788638	-	2033	35	10	19	1122	1121	1418
X.g22258.t1	X	20723667	20727375	+	3709	71	12	22	2990	2552	3166
X.g18796.t1	X	1370025	1370562	+	538	0	0	2	35	45	34
I.g3264.t1	I	11671736	11673566	-	1831	6769	4960	4954	43033	37116	37416
I.g1075.t1	I	2544661	2544897	-	237	47	16	16	819	171	789
I.g3191.t1	I	11378538	11380460	+	1923	63	9	11	1803	1659	2641
V.g17813.t1	V	16010580	16012353	+	1774	109	58	53	53	30	76
V.g17812.t2	V	16008053	16009584	-	1532	1183	1134	962	1178	794	1054
II.g7123.t1	II	15409093	15409932	+	840	114	95	102	52	58	60
X.g21209.t1	X	14993734	14995003	+	1270	124	136	83	357	275	278
III.g8314.t1	III	4971911	4972748	-	838	3244	2421	1430	4711	2694	3714
II.g7107.t3	II	15306724	15307648	+	925	679	466	545	376	283	397
V.g16411.t1	V	10493671	10494899	+	1229	528	243	256	158	151	182
IV.g11885.t1	IV	7911223	7912206	-	984	1079	417	780	499	590	532
V.g17787.t1	V	15930971	15932219	-	1249	18	18	14	53	51	49
V.g15306.t1	V	6040874	6042166	+	1293	12	10	14	9	14	12
V.g15149.t2	V	5308835	5310305	+	1471	1109	641	1029	695	820	768
V.g16368.t1	V	10293070	10294057	-	988	404	231	217	509	443	453
IV.g11886.t1	IV	7915460	7916514	+	1055	3	1	5	2	4	4
V.g16353.t2	V	10262989	10264562	-	1574	452	358	402	470	479	337
V.g15148.t1	V	5306477	5307754	-	1278	244	196	171	278	278	368
V.g15304.t1	V	6037199	6038444	+	1246	560	301	270	482	384	541
I.g2655.t1	I	9035428	9036115	+	688	115	58	94	38	51	57
X.g18846.t1	X	1593408	1595279	-	1872	333	218	222	81	48	115
IV.g11884.t1	IV	7909454	7910435	+	982	169	116	141	208	179	157
V.g15303.t1	V	6035833	6036973	+	1141	844	522	658	759	838	744
V.g15152.t1	V	5316018	5317389	-	1372	1172	719	925	518	540	510
V.g15146.t2	V	5301587	5305402	-	3816	4	1	4	6	14	3
V.g17788.t1	V	15933088	15934371	+	1284	770	500	447	3045	2723	2666
IV.g11063.t2	IV	3736444	3741520	-	5077	397	343	289	140	114	215
II.g5101.t1	II	6527555	6529234	+	1680	4181	2572	3719	1153	877	1503
III.g7727.t1	III	1765203	1765793	+	591	53	177	29	1	0	12
X.g22338.t1	X	21062154	21063912	+	1759	11	7	11	22	18	19
V.g15151.t1	V	5312660	5313805	-	1146	1	2	1	6	2	5
IV.g12423.t2	IV	10061129	10062661	-	1533	9	5	4	368	496	445
V.g15153.t1	V	5317619	5318870	-	1252	147	115	121	431	335	381
V.g15007.t1	V	4598053	4598826	-	774	2	6	0	7	7	0
II.g5984.t1	II	10225337	10225918	+	582	1763	1651	1722	771	636	768
III.g8126.t1	III	4163085	4163645	-	561	114	93	142	202	231	185
X.g21533.t1	X	16753723	16754130	+	408	62	48	105	112	120	103
V.g14370.t1	V	1886802	1888021	-	1220	60	46	40	74	51	84
IV.g13317.t1	IV	14207064	14207722	-	659	0	0	1	0	0	0
X.g20797.t1	X	12643053	12643802	+	750	355	188	218	413	422	397
V.g15073.t1	V	4868570	4869325	-	756	0	0	0	0	1	0
V.g15024.t1	V	4665584	4666600	+	1017	3	2	4	4	3	3
V.g15069.t1	V	4845101	4845831	+	731	4	7	10	11	13	7
V.g13900.t1	V	148635	149417	-	783	138	150	180	387	343	188
V.g15074.t1	V	4869702	4870459	+	758	0	0	2	4	0	1
IV.g12472.t1	IV	10316928	10317705	+	778	435	223	370	301	404	403
IV.g12461.t1	IV	10269368	10270270	+	903	1625	1759	1093	2510	1765	2009
IV.g12422.t1	IV	10059449	10060935	-	1487	3	9	3	7	6	1
IV.g10935.t1	IV	2815584	2816710	-	1127	1	0	0	55	47	26
IV.g12462.t1	IV	10271417	10273343	+	1927	119	70	92	226	173	179
IV.g12473.t1	IV	10318389	10319109	+	721	259	19	182	15013	15976	13908
V.g15437.t1	V	6676631	6679867	+	3237	8	9	13	18	10	31
IV.g12471.t1	IV	10314908	10315481	+	574	20	0	7	822	1140	1085
IV.g12463.t1	IV	10277565	10278499	+	935	458	560	501	1035	1088	1588
X.g19623.t1	X	6219079	6220474	-	1396	13	14	3	5	5	3
X.g21326.t1	X	15635221	15636407	+	1187	4	1	1	6	12	7
X.g22272.t1	X	20780279	20781791	+	1513	1	0	1	5	3	1
V.g14265.t2	V	1514919	1517304	+	2386	32	13	18	78	95	40
V.g17746.t1	V	15775453	15776392	+	940	0	0	1	3	5	1
V.g15031.t1	V	4704536	4708030	-	3495	8	4	6	71	90	38
V.g15036.t2	V	4716694	4718032	-	1339	1	0	1	0	2	0
V.g15038.t2	V	4722678	4723379	-	702	0	0	0	0	0	0
V.g14621.t1	V	3071191	3073175	-	1985	9	8	4	25	28	24
V.g15438.t1	V	6687413	6688651	+	1239	4	1	2	22	16	20
X.g18797.t3	X	1371665	1372948	+	1284	0	1	0	2	0	0
III.g8686.t2	III	6443361	6445533	+	2173	20	14	12	12	8	16
III.g9018.t1	III	7847768	7848850	+	1083	6	1	12	10	6	3
X.g21080.t1	X	14290180	14291296	+	1117	2	2	5	7	4	2
I.g1961.t1	I	6180699	6181872	+	1174	4	4	5	14	15	14
V.g15030.t1	V	4699264	4703030	-	3767	3	2	5	17	13	20
I.g3494.t3	I	13030567	13033179	-	2613	44	29	48	105	70	63
III.g9020.t1	III	7850784	7852162	+	1379	2	0	0	5	4	3
III.g9019.t2	III	7849686	7850207	+	522	0	0	0	0	0	0
III.g8687.t1	III	6449213	6449990	-	778	21	17	15	20	11	20
IV.g11088.t3	IV	3965789	3969287	-	3499	33	27	26	39	35	33
IV.g11365.t2	IV	5558988	5559608	+	621	0	0	0	6	2	12
I.g2945.t1	I	10193520	10195372	-	1853	11	8	2	23	4	9
IV.g11279.t2	IV	5100689	5102490	-	1802	6	5	3	136	90	102
IV.g12128.t1	IV	8816957	8817629	+	673	3	7	0	18	10	16
X.g22319.t1	X	21007033	21008961	+	1929	8	7	9	2	4	5
I.g2944.t1	I	10190792	10192654	-	1863	52	49	16	58	35	64
IV.g11100.t3	IV	4033788	4037253	-	3466	41	42	28	54	38	61
I.g3204.t1	I	11404803	11405465	+	663	27	23	24	3	2	9
I.g3207.t1	I	11412535	11413571	-	1037	69	61	34	62	59	86
I.g3206.t1	I	11407854	11409225	+	1372	26	26	15	23	27	23
I.g3895.t2	I	15336768	15338078	+	1311	66	49	46	111	84	107
IV.g11975.t3	IV	8229239	8232136	-	2898	2	1	0	13	35	14
II.g6587.t1	II	12870684	12873210	+	2527	213	112	99	898	791	879
IV.g13135.t1	IV	12987628	12990724	-	3097	10	13	10	53	34	39
V.g14538.t3	V	2653943	2655107	-	1165	6	2	3	0	3	3
IV.g12246.t2	IV	9270805	9274807	-	4003	1860	1180	1198	1746	1328	1683
I.g3208.t1	I	11416337	11417291	+	955	24	11	15	46	49	44
V.g14771.t1	V	3640876	3643494	+	2619	13	4	6	16	6	19
V.g15308.t3	V	6048035	6051131	-	3097	2	7	1	7	9	6
V.g14944.t1	V	4404727	4406458	-	1732	6	2	2	1	3	1
IV.g12248.t2	IV	9283445	9286601	-	3157	491	266	364	1921	1332	1649
V.g14943.t3	V	4401638	4404367	-	2730	5	11	13	27	28	27
IV.g11449.t1	IV	6115789	6117035	-	1247	4	10	5	9	14	7
V.g14945.t2	V	4407943	4410023	-	2081	1	1	1	1	1	2
IV.g11451.t1	IV	6122674	6123812	-	1139	0	0	0	0	0	1
V.g16615.t1	V	11322116	11323183	+	1068	0	0	1	0	5	5
V.g15310.t1	V	6057345	6057875	-	531	0	0	0	0	0	0
V.g17021.t1	V	12966733	12968285	+	1553	18	6	22	49	54	36
V.g13877.t3	V	57538	59127	-	1590	0	1	2	18	19	22
IV.g12567.t1	IV	10588596	10590131	+	1536	1	4	4	9	5	7
II.g5606.t1	II	8629703	8630496	+	794	1	0	0	2	3	1
IV.g11471.t1	IV	6188692	6189553	-	862	1	0	1	80	52	48
IV.g11463.t1	IV	6159614	6161015	-	1402	0	2	2	3	6	5
V.g14962.t1	V	4472274	4475434	+	3161	138	64	116	50	47	106
V.g15609.t1	V	7420251	7421356	+	1106	14	12	8	52	61	43
V.g14959.t1	V	4461014	4462694	+	1681	17	10	8	35	39	57
V.g14963.t1	V	4475739	4477532	+	1794	266	254	231	271	229	512
V.g14866.t1	V	4090894	4093016	+	2123	823	553	678	132	281	256
V.g13937.t1	V	292449	294169	-	1721	11	8	6	48	19	26
V.g18056.t1	V	17018493	17022058	-	3566	2154	1020	815	552	396	969
II.g6441.t2	II	12252747	12253554	-	808	1	3	3	6	5	10
III.g8836.t1	III	7094842	7095537	+	696	4	0	6	11	11	9
III.g8833.t1	III	7080331	7081914	+	1584	4	2	2	16	10	15
IV.g10981.t2	IV	3174973	3184683	-	9711	6	8	9	5	1	8
IV.g10982.t2	IV	3189421	3192377	-	2957	1	0	1	0	1	3
III.g7993.t2	III	3563347	3564743	-	1397	3	0	2	1	2	7
III.g7989.t1	III	3540063	3542942	-	2880	2	5	6	7	11	6
III.g7992.t1	III	3558743	3561573	-	2831	18	8	10	27	12	20
IV.g10984.t1	IV	3207591	3211975	-	4385	17	9	10	38	64	45
V.g17789.t3	V	15936477	15939672	+	3196	48	71	74	66	65	45
IV.g11020.t1	IV	3428994	3429773	+	780	1	1	0	1	0	1
IV.g11019.t1	IV	3415333	3422746	+	7414	4	11	10	7	9	9
IV.g13299.t2	IV	14117459	14122474	-	5016	21	21	29	22	10	27
V.g14737.t3	V	3516263	3517727	+	1465	28	16	16	156	176	147
II.g4721.t2	II	4709622	4714027	+	4406	83	84	61	11	8	21
V.g14736.t4	V	3513543	3515978	+	2436	29	25	22	198	122	182
IV.g10992.t1	IV	3256052	3257560	+	1509	6	1	4	5	6	3
IV.g10986.t1	IV	3222851	3225211	-	2361	5	3	2	5	1	4
IV.g10644.t3	IV	1231798	1234957	-	3160	7	2	4	14	10	15
II.g7175.t1	II	15736832	15741439	+	4608	895	597	576	83	43	197
V.g14246.t2	V	1467876	1469456	-	1581	98	110	123	22	12	41
II.g4724.t2	II	4754860	4757182	+	2323	28	28	25	23	24	30
V.g14225.t1	V	1368081	1369114	+	1034	143	66	65	82	74	76
V.g14632.t1	V	3117194	3117895	+	702	1986	1356	2082	587	598	556
II.g4605.t1	II	4117137	4117838	-	702	20	11	13	3	0	2
V.g14247.t1	V	1474664	1475519	-	856	42	33	19	480	220	465
V.g14255.t1	V	1484714	1485520	-	807	18	17	20	30	45	22
V.g14231.t1	V	1431898	1432642	+	745	5	6	3	1	2	1
V.g14232.t1	V	1432779	1433768	-	990	676	431	299	120	81	169
V.g14238.t1	V	1440888	1441425	+	538	114	155	218	126	114	115
V.g14224.t1	V	1366542	1367335	+	794	168	106	144	217	204	216
V.g14242.t1	V	1456337	1457094	+	758	4687	2947	3982	2357	2180	2628
V.g14248.t1	V	1476566	1477191	-	626	2	9	7	23	21	31
II.g6720.t1	II	13378321	13379331	+	1011	0	0	0	0	0	0
V.g14239.t1	V	1443896	1444321	+	426	33	45	58	142	174	151
V.g14222.t1	V	1359725	1360385	+	661	612	402	410	424	352	530
V.g15855.t2	V	8293143	8294295	+	1153	6	2	1	9	6	4
V.g14241.t1	V	1447577	1448470	+	894	683	468	699	339	299	289
V.g14240.t2	V	1446390	1447342	+	953	65	39	46	193	166	118
V.g15693.t1	V	7765768	7766921	+	1154	4	2	7	23	16	17
IV.g11945.t1	IV	8110435	8111948	-	1514	6	9	4	5	11	5
V.g15258.t1	V	5826441	5827001	-	561	49	83	56	441	286	157
V.g17755.t1	V	15799113	15800026	-	914	36	22	36	173	233	143
V.g14951.t1	V	4426159	4427312	-	1154	0	1	7	3	4	3
II.g6444.t1	II	12257835	12259742	-	1908	593	824	764	788	1086	1322
V.g17083.t1	V	13137180	13138893	+	1714	0	0	0	0	0	0
II.g5321.t1	II	7466649	7468503	-	1855	551	377	339	161	155	199
V.g14954.t1	V	4445192	4446339	+	1148	18	19	8	22	8	24
II.g5323.t1	II	7469089	7470528	-	1440	265	202	197	104	117	68
II.g4758.t2	II	4971592	4973908	-	2317	40641	37153	34455	51319	42585	45132
IV.g13348.t1	IV	14486718	14488003	-	1286	33	44	44	32	32	46
II.g4848.t1	II	5340726	5341265	-	540	213	251	265	349	339	316
V.g14650.t1	V	3182199	3184072	-	1874	13	9	11	22	31	19
II.g4843.t2	II	5325940	5328270	-	2331	671	799	690	890	924	1078
V.g14953.t1	V	4441662	4443106	+	1445	5	2	5	4	7	8
I.g2022.t1	I	6479396	6480832	-	1437	44	118	57	246	261	123
V.g14649.t1	V	3177956	3179545	-	1590	30	15	29	28	24	25
V.g14711.t1	V	3403435	3406115	+	2681	337	479	340	546	653	560
I.g2023.t1	I	6481642	6483105	-	1464	15	83	27	458	412	165
V.g17526.t1	V	14874782	14875969	+	1188	154	139	139	186	154	211
V.g15916.t2	V	8563132	8563794	-	663	1198	1513	1172	2580	2834	2510
V.g14639.t1	V	3141452	3141917	-	466	0	0	0	1	2	2
V.g17525.t1	V	14872686	14873523	+	838	5	7	2	0	0	3
V.g14655.t1	V	3192079	3193575	-	1497	46	24	27	61	39	56
V.g14733.t2	V	3497785	3499417	-	1633	15	2	6	137	113	100
V.g17524.t1	V	14869398	14870973	-	1576	23	11	17	9	13	11
V.g17533.t1	V	14901460	14902456	+	997	11	7	8	208	144	135
V.g14652.t1	V	3188178	3188581	-	404	5	3	7	5	7	6
II.g6555.t1	II	12718019	12719986	-	1968	1031	768	944	533	393	589
II.g3988.t1	II	210757	217528	-	6772	1307	1472	926	1132	512	1246
V.g14654.t1	V	3189970	3191319	-	1350	8	8	11	18	7	15
II.g6703.t1	II	13326998	13328098	+	1101	146	82	23	1272	96	1440
V.g17674.t3	V	15529961	15538126	+	8166	622	428	271	4859	2655	4728
III.g9003.t2	III	7745157	7749344	-	4188	96	69	44	854	484	684
III.g10273.t1	III	13921665	13922246	-	582	7	0	7	1	4	6
III.g9004.t2	III	7750711	7756013	-	5303	503	277	236	3541	2003	3114
V.g14320.t1	V	1693321	1693877	-	557	1	1	3	0	8	6
III.g9992.t2	III	12148784	12157617	+	8834	8	5	2	213	70	216
III.g9978.t1	III	12048281	12051038	+	2758	60	38	25	369	338	299
V.g14324.t1	V	1705746	1707927	-	2182	5	2	1	10	4	10
V.g16072.t1	V	9160528	9161808	+	1281	0	0	0	6	5	7
III.g9022.t1	III	7859170	7863313	+	4144	362	241	157	2273	1153	1961
V.g16074.t1	V	9165504	9166665	+	1162	3	1	0	2	1	2
V.g16067.t1	V	9130835	9132712	+	1878	18	9	10	16	15	21
V.g17718.t1	V	15666607	15667293	+	687	0	0	0	12	10	23
V.g16145.t1	V	9481394	9482637	+	1244	2	0	1	5	3	9
V.g16068.t1	V	9133449	9135755	+	2307	40	26	44	50	55	36
II.g5698.t1	II	9046240	9047628	-	1389	212	116	134	146	92	140
II.g5699.t1	II	9048042	9049835	-	1794	5	4	1	13	10	17
V.g17792.t1	V	15949610	15951287	-	1678	112	60	79	105	73	57
II.g5702.t1	II	9057104	9058248	-	1145	12	6	6	19	3	11
III.g8633.t1	III	6255150	6255543	-	394	154	77	58	103	65	148
II.g5703.t1	II	9060106	9061810	+	1705	18	23	12	20	22	20
V.g17700.t1	V	15613351	15614693	+	1343	79	26	31	66	37	89
II.g5700.t1	II	9050624	9051274	-	651	1	1	0	1	1	3
V.g17670.t1	V	15491331	15495978	+	4648	84	18	24	104	81	162
II.g6150.t2	II	10882878	10884546	-	1669	824	838	523	107	24	340
III.g8316.t1	III	4976571	4977557	+	987	59	33	26	39	15	23
II.g4377.t2	II	3001421	3004136	+	2716	33	14	17	4	16	17
V.g15020.t1	V	4642892	4645842	+	2951	15	12	16	58	136	29
II.g4401.t2	II	3095513	3098825	-	3313	42	30	26	59	64	77
V.g17538.t1	V	14908175	14908567	-	393	19	18	42	16	5	8
V.g15773.t3	V	8020462	8023062	-	2601	156	123	146	1179	754	926
II.g6198.t1	II	11063668	11064339	+	672	554	303	341	2002	2235	2409
IV.g12380.t1	IV	9872428	9873196	-	769	20	15	30	16	17	24
V.g15019.t2	V	4639916	4642327	+	2412	2	1	0	7	6	7
IV.g12491.t1	IV	10370863	10371897	-	1035	54	37	21	435	373	279
II.g4071.t1	II	685941	687585	-	1645	3496	2742	4652	2483	2697	1851
IV.g12381.t1	IV	9873698	9874422	+	725	102	96	74	110	116	131
IV.g12339.t1	IV	9719619	9720382	+	764	63	22	44	78	91	73
IV.g12379.t1	IV	9871509	9872259	-	751	464	314	392	390	390	319
V.g15358.t1	V	6239938	6240653	+	716	2008	1231	1427	542	609	599
II.g6196.t1	II	11061192	11061716	+	525	225	97	124	146	148	270
II.g6195.t1	II	11059346	11060450	+	1105	2955	1401	2550	1210	1320	1662
V.g15001.t3	V	4578631	4579846	+	1216	31	34	34	583	318	397
II.g6197.t1	II	11062137	11062833	+	697	551	487	579	469	532	569
I.g2555.t1	I	8633237	8633708	-	472	504	254	385	1363	1473	1191
V.g17169.t1	V	13546252	13546769	-	518	4267	2855	3926	3600	3770	3295
V.g15002.t1	V	4581319	4582854	+	1536	230	265	157	781	290	540
II.g6177.t1	II	10956963	10959809	-	2847	298	194	326	265	346	305
V.g15956.t1	V	8698058	8698441	+	384	11	6	10	18	13	17
V.g15256.t1	V	5822468	5823791	-	1324	253	134	183	167	161	169
V.g15000.t1	V	4576177	4577881	+	1705	38	37	30	69	55	56
V.g15003.t1	V	4583516	4584643	+	1128	25	20	25	14	11	12
V.g15249.t1	V	5805887	5808779	+	2893	404	238	344	510	462	537
II.g6547.t1	II	12685833	12686147	+	315	0	0	0	0	0	0
V.g14710.t1	V	3400597	3402067	-	1471	370	153	142	174	123	147
V.g16244.t1	V	9889822	9892974	+	3153	11	3	10	23	28	10
V.g15245.t1	V	5783237	5785287	-	2051	893	530	410	1089	672	697
IV.g10705.t1	IV	1522386	1525736	+	3351	828	471	831	45	17	139
IV.g10674.t1	IV	1410121	1410624	-	504	1	0	0	0	0	0
V.g16245.t1	V	9894216	9895413	+	1198	1	0	4	3	1	2
V.g16248.t2	V	9901892	9903397	+	1506	3	2	2	2	5	4
V.g15250.t1	V	5809160	5811056	-	1897	339	148	212	283	234	293
V.g16398.t1	V	10446487	10447639	+	1153	4	2	1	6	8	4
I.g1601.t1	I	4703113	4704982	-	1870	391	250	320	195	117	239
II.g7143.t1	II	15537247	15540318	-	3072	0	2	6	2	2	2
X.g22408.t1	X	21415408	21415719	+	312	11	9	26	4	4	1
V.g15253.t1	V	5816118	5817737	-	1620	1	0	0	14	4	5
X.g20206.t2	X	9551193	9551810	-	618	304	278	347	74	96	90
X.g21181.t2	X	14866589	14867516	-	928	1	3	2	4	1	3
I.g1610.t1	I	4735176	4737284	+	2109	5663	2583	2440	3130	2699	3804
I.g1614.t1	I	4751813	4753995	+	2183	667	469	609	454	454	507
V.g14718.t2	V	3452022	3455238	-	3217	117	107	92	155	107	159
X.g19182.t1	X	3635643	3636584	+	942	104	79	96	397	797	220
V.g16485.t2	V	10779420	10780353	-	934	12	3	0	305	186	65
III.g8856.t1	III	7157839	7158773	+	935	128	286	147	2053	2916	655
I.g2044.t1	I	6557237	6557608	+	372	130	163	154	189	213	272
I.g2152.t1	I	7001173	7002721	+	1549	20	68	15	284	165	109
V.g17089.t1	V	13162253	13163186	-	934	1215	2226	1180	8705	5580	3331
V.g17170.t1	V	13547066	13547492	+	427	2114	1592	2301	2695	3099	2239
V.g16473.t1	V	10735029	10736003	+	975	914	1557	1072	3659	2372	1863
V.g16472.t1	V	10733065	10734044	+	980	1551	1019	913	2707	1722	2047
V.g16931.t1	V	12646633	12647026	+	394	1007	787	1032	3269	3937	3811
V.g17087.t1	V	13157069	13158002	-	934	647	1373	639	7945	4970	2758
V.g17088.t1	V	13159747	13160678	-	932	581	1993	696	11093	6859	2911
I.g1785.t1	I	5548252	5548623	-	372	312	403	392	539	502	507
V.g18036.t1	V	16943523	16944298	+	776	10	2	5	6	8	7
V.g15309.t1	V	6054298	6054696	-	399	0	0	0	0	0	0
V.g16933.t1	V	12650866	12651249	-	384	1098	704	1037	3813	3653	3136
V.g17645.t1	V	15362899	15363490	-	592	4	6	3	2	2	2
V.g15483.t1	V	6903381	6903737	+	357	98	52	64	111	139	82
V.g16929.t2	V	12643223	12643599	+	377	144	117	143	383	420	341
V.g15901.t2	V	8485836	8486746	-	911	1	4	3	1	1	0
V.g15016.t1	V	4622589	4623684	-	1096	1	0	1	0	2	0
II.g6558.t1	II	12723784	12724321	+	538	0	0	1	5	3	5
II.g6579.t1	II	12831612	12831995	-	384	1	0	1	4	4	8
V.g15549.t3	V	7183418	7185140	-	1723	0	1	2	0	4	6
V.g15550.t1	V	7186137	7187677	-	1541	4	6	2	1	3	2
V.g18480.t1	V	19298755	19300076	-	1322	4	9	3	15	10	14
V.g14088.t1	V	809215	810551	+	1337	1	2	0	1	0	0
V.g15757.t2	V	7967532	7970908	-	3377	8	4	7	23	8	16
V.g15307.t1	V	6042350	6045616	-	3267	10	10	9	12	10	14
V.g14842.t1	V	3986492	3988297	-	1806	0	0	0	0	0	0
I.g3408.t1	I	12501864	12503362	+	1499	21	20	19	45	34	34
II.g5932.t1	II	10071934	10072913	+	980	341	565	148	3490	3442	669
X.g20614.t1	X	11786086	11786988	+	903	797	2122	1031	11259	8414	3980
II.g4496.t1	II	3573275	3574583	+	1309	2726	9961	3257	48285	30538	13395
II.g5430.t1	II	7905867	7906905	-	1039	1272	3627	1251	16892	14448	5003
X.g20892.t1	X	13107950	13109185	+	1236	15	56	11	469	452	140
X.g20958.t1	X	13542069	13542597	-	529	10	4	5	24	23	16
