gene_id	HF1_Cbr	HF1_Cni	HF2_Cbr	HF2_Cni	HF3_Cbr	HF3_Cni	HM1_Cbr	HM1_Cni	HM2_Cbr	HM2_Cni	HM3_Cbr	HM3_Cni
I.g1394.t1__Cnig_chr_I.g961.t1	859	909	749	797	458	477	289	265	180	166	226	206
I.g1395.t1__Cnig_chr_I.g960.t2	735	769	713	742	371	383	156	152	96	97	120	121
I.g1397.t1__Cnig_chr_I.g991.t1	2	3	2	3	1	3	209	208	39	39	164	163
I.g1398.t1__Cnig_chr_I.g992.t1	998	349	891	330	551	196	162	64	120	42	115	44
I.g1399.t2__Cnig_chr_I.g994.t1	2	1	2	1	2	1	12	11	5	4	11	10
I.g1400.t1__Cnig_chr_I.g995.t1	3	4	1	2	1	1	23	25	9	11	18	20
I.g1401.t2__Cnig_chr_I.g996.t1	492	492	367	368	260	260	4625	4626	2502	2505	3647	3651
I.g1402.t1__Cnig_chr_I.g997.t1	5	3	3	3	2	2	40	29	9	11	31	22
I.g1403.t1__Cnig_chr_I.g998.t1	603	594	575	567	308	304	261	256	109	110	199	193
I.g1404.t1__Cnig_chr_I.g1000.t1	894	692	905	688	483	368	99	79	72	59	67	55
I.g1405.t1__Cnig_chr_I.g1001.t1	7639	7636	6577	6576	3981	3978	6277	6280	3354	3354	5089	5091
I.g1406.t1__Cnig_chr_I.g1002.t1	2155	2156	1933	1935	1165	1164	1618	1624	1263	1263	1287	1293
I.g1407.t1__Cnig_chr_I.g1004.t1	244	102	239	108	131	58	45	24	31	11	38	21
I.g1408.t1__Cnig_chr_I.g1005.t1	305	294	302	296	147	140	135	129	44	42	107	106
I.g1409.t2__Cnig_chr_I.g1006.t1	943	927	900	890	508	498	453	447	252	249	333	331
I.g1410.t1__Cnig_chr_I.g1007.t1	919	2510	861	2112	489	1346	1037	2202	493	1368	770	1666
I.g1412.t2__Cnig_chr_I.g1009.t1	6217	1713	5309	1510	3285	908	1307	570	942	353	991	431
I.g1413.t1__Cnig_chr_I.g1010.t1	348	309	303	269	176	157	64	58	48	44	47	44
I.g1414.t1__Cnig_chr_I.g1011.t1	2207	2244	1896	1926	1089	1109	1510	1529	945	951	1168	1182
I.g1415.t1__Cnig_chr_I.g1012.t1	496	504	504	509	260	266	129	132	74	74	102	104
I.g1416.t1__Cnig_chr_I.g1013.t2	1229	1213	1039	1030	640	637	512	506	317	319	393	390
I.g1417.t1__Cnig_chr_I.g1015.t1	1001	1065	811	862	489	518	320	322	197	207	249	252
I.g1418.t1__Cnig_chr_I.g1016.t1	1	2	0	2	0	2	110	127	61	81	88	106
I.g1419.t1__Cnig_chr_I.g1019.t1	92	89	74	71	47	46	251	245	139	136	192	186
I.g1422.t1__Cnig_chr_I.g1020.t1	6	6	6	6	3	3	104	110	77	85	78	82
I.g1423.t1__Cnig_chr_I.g1021.t1	0	1	0	1	0	0	8	7	4	4	7	6
I.g1424.t1__Cnig_chr_I.g1022.t1	8	8	5	5	3	2	29	31	12	13	22	23
I.g1425.t1__Cnig_chr_I.g1023.t2	40	39	40	40	19	20	98	98	57	55	68	67
I.g1426.t2__Cnig_chr_I.g1025.t2	1112	1094	921	915	570	565	348	353	247	245	274	276
I.g1427.t3__Cnig_chr_I.g1026.t1	2871	2153	2475	1800	1586	1191	983	693	682	519	766	539
I.g1428.t1__Cnig_chr_I.g1028.t1	565	560	487	485	278	275	197	192	154	151	150	149
I.g1429.t1__Cnig_chr_I.g1029.t1	311	307	289	285	162	158	56	54	47	46	43	42
I.g1430.t2__Cnig_chr_I.g1030.t2	10	11	8	8	4	4	25	23	15	15	18	18
I.g1431.t1__Cnig_chr_I.g1031.t1	1000	470	959	422	489	228	187	80	106	53	152	69
I.g1432.t1__Cnig_chr_I.g1032.t1	651	650	563	562	320	318	209	208	89	89	162	161
I.g1434.t1__Cnig_chr_I.g1034.t1	635	560	589	509	337	291	362	311	140	127	273	230
I.g1435.t1__Cnig_chr_I.g1035.t1	675	672	622	624	348	347	339	346	158	175	264	268
I.g1436.t1__Cnig_chr_I.g1036.t1	527	532	437	437	283	288	143	140	100	102	102	102
I.g1437.t2__Cnig_chr_I.g1037.t1	75	79	69	69	39	44	74	71	34	36	55	55
I.g1438.t3__Cnig_chr_I.g1038.t3	890	885	816	808	506	501	267	260	196	197	201	198
I.g1439.t1__Cnig_chr_I.g1039.t1	492	496	552	554	239	241	432	432	172	175	342	344
I.g1440.t1__Cnig_chr_I.g1040.t1	392	393	338	338	207	206	309	305	177	177	248	246
I.g1441.t3__Cnig_chr_I.g1041.t3	744	585	628	479	407	321	147	105	125	102	113	79
I.g1443.t1__Cnig_chr_I.g1042.t2	135	137	125	124	70	70	84	80	38	38	59	56
I.g1444.t1__Cnig_chr_I.g1043.t1	202	232	208	234	105	117	35	38	14	15	26	28
I.g1445.t1__Cnig_chr_I.g1044.t1	1	4	1	3	1	1	18	25	8	12	14	20
I.g1446.t1__Cnig_chr_I.g1045.t1	8	11	7	9	5	6	43	43	35	35	39	40
I.g1447.t1__Cnig_chr_I.g1046.t1	4	9	4	8	3	4	40	74	15	27	26	48
I.g1449.t1__Cnig_chr_I.g1047.t1	1	3	1	2	1	1	57	67	19	27	47	56
I.g1450.t1__Cnig_chr_I.g1048.t1	6	1	4	1	3	0	269	292	144	155	202	216
I.g1451.t1__Cnig_chr_I.g1050.t1	56	59	59	66	29	30	85	86	38	32	62	63
I.g1452.t1__Cnig_chr_I.g1051.t1	894	821	696	651	448	415	195	185	163	141	156	144
I.g1453.t1__Cnig_chr_I.g1052.t1	1035	1021	955	953	528	520	128	124	82	75	98	92
I.g1454.t3__Cnig_chr_I.g1053.t2	5596	5578	4466	4458	2929	2920	2881	2873	1783	1771	2290	2281
I.g1455.t1__Cnig_chr_I.g1054.t1	3659	3647	3561	3556	1926	1919	3356	3353	1926	1923	2618	2613
I.g1456.t3__Cnig_chr_I.g1056.t1	1135	861	1107	813	608	462	308	160	204	124	228	113
I.g1457.t1__Cnig_chr_I.g1057.t1	515	501	521	507	265	259	84	82	55	53	62	61
I.g1459.t1__Cnig_chr_I.g1058.t2	326	699	289	644	162	353	128	308	80	174	98	234
I.g1460.t1__Cnig_chr_I.g1059.t2	1047	1055	944	945	535	538	465	468	324	328	346	350
I.g1461.t1__Cnig_chr_I.g1060.t1	1432	1445	1238	1253	762	770	411	410	271	273	308	310
I.g1462.t3__Cnig_chr_I.g1062.t1	82	3	61	3	36	1	293	13	101	2	215	9
I.g1463.t1__Cnig_chr_I.g1063.t1	0	5	1	3	0	1	298	303	140	141	232	235
I.g1464.t1__Cnig_chr_I.g1064.t1	32	26	28	20	15	11	124	111	49	47	82	72
I.g1465.t1__Cnig_chr_I.g1065.t1	1967	1965	1749	1730	1046	1038	2969	2957	1657	1667	2233	2221
I.g1466.t3__Cnig_chr_I.g1066.t3	23	22	16	16	13	13	233	233	134	134	179	177
I.g1467.t3__Cnig_chr_I.g1067.t1	1	0	1	0	1	0	101	6	46	2	82	3
I.g1468.t1__Cnig_chr_I.g1069.t1	1	1	1	1	1	0	328	328	161	161	267	266
I.g1469.t1__Cnig_chr_I.g1070.t1	1	0	0	0	2	0	309	307	134	133	245	243
I.g1470.t3__Cnig_chr_I.g1071.t3	10	10	6	6	5	5	89	89	43	43	61	61
I.g1473.t1__Cnig_chr_I.g1073.t1	5	1	3	0	5	0	27	6	16	3	21	6
I.g1475.t1__Cnig_chr_I.g1078.t2	1	1	1	2	0	0	13	19	4	3	8	9
I.g1476.t1__Cnig_chr_I.g1079.t1	2	7	2	8	1	3	1	10	0	6	1	5
I.g1479.t1__Cnig_chr_I.g1080.t1	2	3	1	3	0	1	1229	1211	655	649	913	895
I.g1482.t1__Cnig_chr_I.g1085.t2	994	497	834	426	458	225	1211	749	625	331	940	584
I.g1483.t1__Cnig_chr_I.g1291.t3	327	393	229	280	173	204	54	66	51	64	42	53
I.g1487.t2__Cnig_chr_I.g1099.t1	1	2	0	1	0	0	2	4	1	3	1	3
I.g1488.t2__Cnig_chr_I.g1101.t2	262	107	264	108	148	62	163	66	78	33	126	52
I.g1489.t1__Cnig_chr_I.g1102.t1	60	58	57	57	35	35	63	62	48	48	52	51
I.g1490.t3__Cnig_chr_I.g1103.t1	608	604	567	565	335	334	292	286	235	233	226	223
I.g1491.t2__Cnig_chr_I.g1105.t1	1324	1377	1230	1291	706	738	796	808	404	406	598	608
I.g1492.t2__Cnig_chr_I.g1106.t1	1737	1751	1560	1570	916	924	282	282	182	182	217	219
I.g1493.t1__Cnig_chr_I.g1107.t1	1305	1315	1162	1170	724	727	141	140	128	128	103	103
I.g1494.t1__Cnig_chr_I.g1108.t1	1559	1546	1333	1322	838	831	1274	1270	1054	1048	958	952
I.g1495.t1__Cnig_chr_I.g1110.t1	26	39	28	41	14	22	53	79	22	38	43	62
I.g1498.t1__Cnig_chr_I.g1111.t1	110	167	106	165	52	82	30	49	14	20	24	39
I.g1499.t1__Cnig_chr_I.g1112.t1	520	1709	476	1409	279	907	246	603	165	453	202	477
I.g1501.t1__Cnig_chr_I.g1113.t1	627	775	517	620	321	399	294	303	207	225	229	237
I.g1502.t1__Cnig_chr_I.g1114.t1	7185	7189	7189	7198	3858	3863	4298	4299	2349	2348	3448	3450
I.g1503.t1__Cnig_chr_I.g1115.t1	38	39	51	54	20	21	34	35	9	9	24	25
I.g1504.t1__Cnig_chr_I.g1116.t2	1426	1476	1255	1294	776	803	136	138	110	114	95	102
I.g1505.t2__Cnig_chr_I.g1117.t1	845	56	746	48	452	32	169	12	131	3	132	8
I.g1506.t3__Cnig_chr_I.g1118.t1	151	152	147	147	88	88	627	628	527	532	451	456
I.g1507.t1__Cnig_chr_I.g1119.t1	4	2	4	2	3	1	20	19	9	8	14	14
I.g1509.t4__Cnig_chr_I.g1122.t4	1000	1111	844	936	520	580	266	278	154	170	203	221
I.g1510.t1__Cnig_chr_I.g1123.t1	1158	1143	990	977	603	593	130	125	112	111	98	95
I.g1512.t1__Cnig_chr_I.g1124.t1	9	2	10	2	4	1	54	13	22	5	39	10
I.g1513.t1__Cnig_chr_I.g1125.t2	3232	3216	3072	3055	1682	1677	315	314	390	389	237	236
I.g1514.t1__Cnig_chr_I.g1126.t1	2785	2805	2302	2318	1463	1472	278	279	263	262	210	209
I.g1515.t2__Cnig_chr_I.g1127.t2	1769	1735	1548	1515	930	912	218	212	203	200	163	160
I.g1516.t1__Cnig_chr_I.g1128.t1	242	242	213	212	132	132	621	623	326	334	503	502
I.g1518.t1__Cnig_chr_I.g1129.t1	1259	1270	1042	1049	656	659	224	227	152	152	158	159
I.g1519.t2__Cnig_chr_I.g1130.t1	3	3	3	2	2	1	10	9	6	5	7	6
I.g1520.t1__Cnig_chr_I.g1131.t1	64	54	44	36	34	29	178	165	110	104	142	131
I.g1521.t1__Cnig_chr_I.g1132.t2	322	315	344	333	179	173	42	40	47	41	37	33
I.g1522.t1__Cnig_chr_I.g1133.t2	2045	2048	1923	1925	1080	1081	1912	1918	1053	1054	1473	1478
I.g1523.t1__Cnig_chr_I.g1134.t1	2266	1341	1895	1081	1175	701	856	422	605	364	665	325
I.g1525.t1__Cnig_chr_I.g1138.t1	118	108	134	128	65	60	51	48	19	17	37	34
I.g1526.t2__Cnig_chr_I.g1139.t2	207	206	208	209	112	112	136	133	67	66	106	105
I.g1528.t1__Cnig_chr_I.g1140.t1	1170	1143	1030	1003	627	609	257	249	175	172	188	182
I.g1529.t1__Cnig_chr_I.g1141.t1	1171	1189	951	971	593	603	410	418	277	279	306	312
I.g1530.t1__Cnig_chr_I.g1142.t1	1698	1706	1475	1479	905	908	281	282	241	242	207	208
I.g1531.t1__Cnig_chr_I.g1143.t2	76	76	79	77	35	34	42	40	13	13	34	33
I.g1533.t1__Cnig_chr_I.g1144.t3	534	1127	419	1003	249	555	236	809	152	398	195	649
I.g1534.t1__Cnig_chr_I.g1145.t1	101	101	76	75	50	50	41	40	49	45	31	29
I.g1535.t1__Cnig_chr_I.g1146.t2	549	534	525	512	288	281	112	110	74	73	82	79
I.g1536.t1__Cnig_chr_I.g1147.t2	451	459	414	420	255	258	246	250	150	153	181	183
I.g1537.t2__Cnig_chr_I.g1148.t2	73	75	61	59	38	39	45	41	39	40	35	33
I.g1538.t2__Cnig_chr_I.g1149.t1	339	341	299	298	175	176	139	138	125	128	119	120
I.g1539.t2__Cnig_chr_I.g1150.t1	1642	1653	1320	1330	890	893	1610	1614	1084	1097	1247	1247
I.g1540.t1__Cnig_chr_I.g1151.t2	353	340	333	325	173	169	125	120	66	60	99	94
I.g1541.t3__Cnig_chr_I.g1152.t3	3	2	4	2	2	1	7	6	4	3	5	4
I.g1542.t1__Cnig_chr_I.g1154.t1	1	0	2	0	2	0	186	185	111	110	157	156
I.g1543.t1__Cnig_chr_I.g1155.t1	1	0	2	0	3	0	12	11	1	1	9	8
I.g1544.t1__Cnig_chr_I.g1156.t1	2	0	2	0	3	0	104	104	29	28	86	86
I.g1545.t1__Cnig_chr_I.g1157.t2	5	0	6	0	4	0	6	3	2	1	6	3
I.g1546.t1__Cnig_chr_I.g1158.t1	2	3	0	1	0	1	505	561	203	214	389	431
I.g1547.t1__Cnig_chr_I.g1159.t1	1	2	2	2	1	1	15	14	8	7	15	14
I.g1548.t1__Cnig_chr_I.g1160.t1	986	967	871	850	532	521	286	279	180	175	235	227
I.g1549.t1__Cnig_chr_I.g1161.t1	228	232	220	222	113	114	54	55	30	30	47	47
I.g1550.t2__Cnig_chr_I.g1162.t1	7	13	6	13	3	5	62	58	46	39	37	33
I.g1551.t1__Cnig_chr_I.g1163.t1	1105	1104	958	956	574	573	541	542	357	357	397	397
I.g1552.t1__Cnig_chr_I.g1164.t1	1484	1504	1440	1458	843	854	767	776	470	477	582	587
I.g1553.t2__Cnig_chr_I.g1165.t2	563	562	462	459	291	290	1618	1612	850	846	1229	1224
I.g1554.t1__Cnig_chr_I.g1166.t1	1	2	1	2	1	0	1001	1004	491	490	793	793
I.g1555.t1__Cnig_chr_I.g1167.t2	0	1	0	1	0	0	6	8	2	2	9	8
I.g1556.t1__Cnig_chr_I.g1168.t1	0	4	0	5	0	2	12	16	4	4	8	10
I.g1557.t1__Cnig_chr_I.g1169.t1	3	7	2	7	1	3	15	20	4	4	13	16
I.g1558.t1__Cnig_chr_I.g1170.t1	887	916	889	913	477	490	391	398	259	258	307	313
I.g1560.t2__Cnig_chr_I.g1171.t3	397	618	381	582	214	328	121	191	77	109	94	148
I.g1562.t1__Cnig_chr_I.g1172.t2	394	604	375	577	212	325	89	147	78	101	69	110
I.g1563.t1__Cnig_chr_I.g1173.t2	1190	1186	1081	1078	607	605	517	519	300	301	410	410
I.g1564.t1__Cnig_chr_I.g1175.t1	922	835	759	706	449	412	193	179	111	109	144	133
I.g1565.t1__Cnig_chr_I.g1176.t2	25	21	22	19	10	9	114	113	80	79	70	70
I.g1566.t1__Cnig_chr_I.g1177.t1	352	347	245	242	159	156	1142	1118	674	674	843	823
I.g1567.t1__Cnig_chr_I.g1178.t1	5	5	6	6	4	4	162	163	102	99	131	132
I.g1568.t1__Cnig_chr_I.g1179.t1	1	1	1	0	0	0	374	373	203	203	289	289
I.g1569.t1__Cnig_chr_I.g1180.t1	29	8	30	8	18	6	30	9	15	5	20	6
I.g1571.t3__Cnig_chr_I.g1182.t2	9	5	11	5	6	2	34	16	14	6	21	10
I.g1572.t1__Cnig_chr_I.g1183.t1	412	694	363	549	221	354	692	939	484	686	496	678
I.g1575.t2__Cnig_chr_I.g1184.t1	1445	1278	1312	1152	750	663	606	533	401	367	458	398
I.g1576.t1__Cnig_chr_I.g1185.t3	1034	1030	876	867	530	526	441	435	279	270	343	335
I.g1577.t1__Cnig_chr_I.g1187.t1	489	488	462	466	254	254	492	491	247	247	387	385
I.g1578.t1__Cnig_chr_I.g1188.t1	446	444	408	407	222	221	76	78	50	50	62	63
I.g1579.t1__Cnig_chr_I.g1189.t1	363	365	366	372	188	190	64	63	50	50	52	51
I.g1581.t2__Cnig_chr_I.g1191.t1	1	3	1	3	1	2	10	10	4	4	7	7
I.g1582.t1__Cnig_chr_I.g1192.t1	0	2	0	3	0	1	169	166	115	114	119	116
I.g1584.t1__Cnig_chr_I.g1193.t1	11	13	6	8	5	6	162	164	95	96	117	117
I.g1585.t1__Cnig_chr_I.g1194.t1	836	840	766	766	441	442	163	163	106	106	128	128
I.g1586.t1__Cnig_chr_I.g1195.t1	776	775	668	668	434	434	193	194	143	142	151	150
I.g1587.t1__Cnig_chr_I.g1196.t1	1176	1181	1071	1071	613	623	604	610	404	409	476	483
I.g1588.t3__Cnig_chr_I.g1197.t1	1100	703	1001	599	558	352	827	501	493	302	615	351
I.g1589.t1__Cnig_chr_I.g1198.t1	20	23	17	16	10	11	86	87	33	33	53	52
I.g1591.t1__Cnig_chr_I.g1201.t1	1469	1450	1322	1308	762	744	579	573	294	291	463	459
I.g1592.t1__Cnig_chr_I.g1202.t1	958	986	871	908	467	487	97	99	86	84	75	77
I.g1593.t1__Cnig_chr_I.g1203.t1	25	7	25	8	12	3	97	97	52	50	80	81
I.g1594.t1__Cnig_chr_I.g1204.t1	542	541	664	664	298	298	705	704	299	299	572	571
I.g1595.t1__Cnig_chr_I.g1205.t1	1522	1525	1435	1439	756	758	1447	1450	681	680	1124	1127
I.g1596.t2__Cnig_chr_I.g1206.t1	8	5	9	7	4	3	14	7	7	2	12	5
I.g1597.t1__Cnig_chr_I.g1207.t1	1420	1419	1415	1415	722	721	528	524	296	294	425	421
I.g1598.t2__Cnig_chr_I.g1208.t3	1281	1281	1124	1121	702	704	422	419	331	331	312	310
I.g1599.t1__Cnig_chr_I.g1209.t1	760	755	616	614	376	376	100	98	88	89	72	72
I.g1601.t1__Cnig_chr_I.g1211.t1	9	15	9	13	5	9	14	19	5	11	10	16
I.g1603.t1__Cnig_chr_I.g1213.t1	0	18	0	6	0	10	173	161	78	84	136	127
I.g1604.t1__Cnig_chr_I.g1214.t1	0	18	0	11	0	10	3	10	1	9	3	9
I.g1605.t1__Cnig_chr_I.g1215.t2	0	21	1	7	0	12	380	394	273	282	285	293
I.g1610.t1__Cnig_chr_I.g1216.t2	1253	1241	845	838	619	614	1538	1534	765	771	1096	1095
I.g1611.t1__Cnig_chr_I.g1217.t1	606	631	490	511	324	335	256	257	175	177	183	188
I.g1614.t1__Cnig_chr_I.g1220.t1	60	69	24	26	22	25	116	124	65	74	79	86
I.g1615.t1__Cnig_chr_I.g1221.t1	919	938	882	899	487	497	126	128	80	80	99	100
I.g1616.t1__Cnig_chr_I.g1222.t2	2808	2816	2220	2219	1502	1499	876	878	723	723	688	688
I.g1617.t1__Cnig_chr_I.g1224.t1	1509	1497	1235	1225	802	794	412	407	324	321	326	321
I.g1618.t1__Cnig_chr_I.g1225.t2	31028	27744	32057	28557	16605	14842	1035	890	1681	1459	669	580
I.g1619.t1__Cnig_chr_I.g1226.t1	2164	2148	2148	2129	1101	1093	244	244	140	141	191	191
I.g1620.t2__Cnig_chr_I.g1227.t1	903	493	853	476	471	253	784	593	393	279	626	474
I.g1621.t1__Cnig_chr_I.g1228.t1	378	771	307	648	206	418	119	301	112	225	92	239
I.g1623.t1__Cnig_chr_I.g1229.t1	94	93	133	131	55	55	430	427	262	260	335	333
I.g1624.t1__Cnig_chr_I.g1230.t1	2	2	2	1	1	1	18	16	8	8	14	12
I.g1625.t2__Cnig_chr_I.g1231.t1	988	1018	926	956	530	547	417	428	245	255	321	330
I.g1626.t2__Cnig_chr_I.g1232.t1	3	8	4	10	3	5	18	21	6	7	12	16
I.g1627.t1__Cnig_chr_I.g1233.t1	584	588	511	517	289	291	150	154	95	94	127	129
I.g1628.t1__Cnig_chr_I.g1234.t2	124	98	105	82	65	52	24	18	35	28	17	12
I.g1629.t1__Cnig_chr_I.g1235.t1	276	277	253	254	145	145	85	86	46	45	61	62
I.g1630.t1__Cnig_chr_I.g1236.t1	514	515	512	515	269	270	406	406	200	200	322	323
I.g1631.t1__Cnig_chr_I.g1237.t2	11	6	6	4	5	3	95	89	58	53	74	68
I.g1633.t1__Cnig_chr_I.g1239.t1	47	45	59	57	35	33	154	148	115	111	120	114
I.g1635.t2__Cnig_chr_I.g1242.t3	53	52	39	38	29	29	160	159	95	97	118	119
I.g1636.t1__Cnig_chr_I.g1243.t2	82	81	52	52	47	48	402	404	283	283	313	315
I.g1639.t1__Cnig_chr_I.g1245.t3	72	72	46	47	18	18	205	204	136	134	141	140
I.g1640.t1__Cnig_chr_I.g1246.t1	343	344	296	296	183	183	252	251	150	150	202	201
I.g1641.t2__Cnig_chr_I.g1247.t1	647	38	688	40	352	24	67	24	61	9	53	17
I.g1642.t1__Cnig_chr_I.g1250.t1	444	356	469	376	241	196	168	158	66	64	120	111
I.g1643.t3__Cnig_chr_I.g1251.t2	328	595	266	537	159	305	68	115	52	77	51	86
I.g1644.t3__Cnig_chr_I.g1252.t2	504	524	414	431	244	256	176	176	97	102	126	128
I.g1645.t1__Cnig_chr_I.g1253.t2	25	24	21	19	7	8	129	128	57	58	97	97
I.g1646.t1__Cnig_chr_I.g1254.t1	2	2	2	1	0	1	33	33	18	19	23	23
I.g1647.t1__Cnig_chr_I.g1255.t1	2	2	2	1	0	1	72	77	33	38	57	65
I.g1649.t1__Cnig_chr_I.g1256.t1	289	289	282	281	144	144	853	829	502	485	678	659
I.g1651.t1__Cnig_chr_I.g1258.t2	710	707	598	596	404	402	679	680	536	539	519	520
I.g1652.t1__Cnig_chr_I.g1259.t1	333	328	345	338	166	164	46	46	23	23	30	30
I.g1653.t2__Cnig_chr_I.g1260.t1	1363	1374	1120	1125	726	730	246	247	188	191	186	187
I.g1654.t2__Cnig_chr_I.g1261.t1	746	1609	638	1458	389	849	147	337	140	274	121	269
I.g1656.t1__Cnig_chr_I.g1262.t1	6	5	4	4	4	3	62	35	24	18	46	24
I.g1657.t1__Cnig_chr_I.g1265.t1	636	627	585	579	319	318	151	148	83	80	112	111
I.g1658.t1__Cnig_chr_I.g1266.t1	241	245	236	239	124	124	975	981	372	419	736	756
I.g1659.t2__Cnig_chr_I.g1267.t1	209	211	147	148	93	93	342	340	271	273	241	240
I.g1661.t3__Cnig_chr_I.g1269.t1	1362	239	1190	238	708	123	342	64	241	47	261	52
I.g1662.t1__Cnig_chr_I.g1272.t1	578	554	533	510	308	293	306	276	219	200	234	214
I.g1664.t2__Cnig_chr_I.g1273.t2	130	129	131	128	63	62	44	42	25	25	35	34
I.g1665.t1__Cnig_chr_I.g1274.t3	297	296	280	272	141	138	36	29	23	20	21	21
I.g1666.t1__Cnig_chr_I.g1276.t1	6	2	8	1	3	0	10	3	4	2	7	4
I.g1667.t3__Cnig_chr_I.g1277.t1	13	9	19	11	6	3	205	196	94	92	164	160
I.g1669.t1__Cnig_chr_I.g1279.t1	10456	10419	10390	10342	5527	5509	9173	9138	3796	3795	7072	7043
I.g1670.t1__Cnig_chr_I.g1280.t1	2342	2356	2005	2023	1190	1202	1623	1640	1038	1040	1290	1302
I.g1671.t3__Cnig_chr_I.g1281.t1	1300	1294	1093	1083	699	694	375	354	279	260	272	255
I.g1672.t1__Cnig_chr_I.g1282.t2	4	4	4	4	2	3	482	411	343	267	375	318
I.g1673.t1__Cnig_chr_I.g1283.t3	9	78	7	55	4	33	70	210	35	77	58	169
I.g1674.t2__Cnig_chr_I.g1284.t1	71	70	40	40	28	28	202	201	167	168	146	145
I.g1676.t1__Cnig_chr_I.g1285.t2	0	0	0	0	0	0	1	1	0	0	1	0
I.g1677.t1__Cnig_chr_I.g1286.t2	0	0	1	0	0	0	13	13	6	7	9	10
I.g1678.t1__Cnig_chr_I.g1287.t1	1703	1566	1711	1597	883	821	96	84	112	99	64	58
I.g1679.t2__Cnig_chr_I.g1288.t2	1	0	1	0	0	1	147	147	75	75	118	117
I.g1680.t1__Cnig_chr_I.g1289.t1	6	4	4	3	3	3	6	5	3	2	4	3
I.g1681.t2__Cnig_chr_I.g1290.t1	1111	1071	986	951	575	557	481	468	362	357	347	338
I.g1682.t3__Cnig_chr_I.g1293.t2	133	131	81	80	64	63	506	503	329	332	367	368
I.g1685.t1__Cnig_chr_I.g1295.t1	82	79	83	76	40	39	51	56	11	13	41	45
I.g1688.t1__Cnig_chr_I.g1298.t1	14	16	13	14	7	8	20	24	10	10	14	15
I.g1689.t1__Cnig_chr_I.g1299.t1	58	62	42	45	22	23	217	229	113	115	165	172
I.g1690.t1__Cnig_chr_I.g1300.t1	2052	2043	1970	1961	1072	1066	799	796	557	556	617	615
I.g1691.t1__Cnig_chr_I.g1301.t1	438	471	409	438	218	234	87	90	50	58	65	69
I.g1692.t4__Cnig_chr_I.g1303.t1	1038	398	996	370	518	212	420	83	144	54	333	58
I.g1693.t1__Cnig_chr_I.g1304.t1	733	718	692	677	383	375	190	185	94	93	146	143
I.g1694.t1__Cnig_chr_I.g1305.t1	1659	2106	1423	1752	896	1136	411	478	266	350	318	378
I.g1695.t1__Cnig_chr_I.g1306.t1	1717	1754	1802	1843	943	964	406	419	305	310	308	317
I.g1696.t1__Cnig_chr_I.g1307.t2	109	104	122	117	53	51	66	63	34	31	50	48
I.g1697.t1__Cnig_chr_I.g1308.t1	297	97	228	75	172	54	800	289	546	159	600	216
I.g1698.t1__Cnig_chr_I.g1309.t1	464	468	447	453	241	241	125	124	64	63	94	94
I.g1699.t1__Cnig_chr_I.g1310.t1	3	3	3	3	1	1	2	1	3	2	1	1
I.g1700.t1__Cnig_chr_I.g1312.t1	1	0	1	1	1	0	199	206	112	114	157	163
I.g1702.t1__Cnig_chr_I.g1313.t1	3	4	2	4	1	1	42	56	33	40	36	48
I.g1703.t2__Cnig_chr_I.g1314.t1	753	746	652	645	436	432	660	653	499	504	499	494
I.g1704.t1__Cnig_chr_I.g1315.t1	1566	1410	1303	1206	818	756	465	384	325	287	339	279
I.g1705.t1__Cnig_chr_I.g1316.t1	13	6	9	4	6	3	94	40	67	34	79	34
I.g1706.t1__Cnig_chr_I.g1318.t1	12	11	11	11	6	6	138	135	53	52	106	103
I.g1707.t4__Cnig_chr_I.g1319.t1	3	3	2	2	1	1	439	455	265	279	339	351
I.g1708.t1__Cnig_chr_I.g1320.t1	0	0	0	0	0	0	72	103	31	41	58	77
I.g1709.t1__Cnig_chr_I.g1321.t1	7	6	5	5	3	3	779	769	221	218	604	593
I.g1710.t1__Cnig_chr_I.g1322.t1	0	0	0	0	0	0	79	78	11	11	69	68
I.g1711.t1__Cnig_chr_I.g1323.t1	0	0	0	0	0	0	9	8	6	6	6	5
I.g1712.t3__Cnig_chr_I.g1324.t2	21	21	16	18	10	10	123	126	70	71	90	93
I.g1713.t1__Cnig_chr_I.g1325.t1	1	25	1	30	0	13	372	386	200	201	298	304
I.g1714.t2__Cnig_chr_I.g1326.t1	0	0	0	1	0	0	238	234	129	125	182	181
I.g1715.t2__Cnig_chr_I.g1327.t2	155	157	136	137	85	86	28	28	27	27	17	17
I.g1716.t1__Cnig_chr_I.g1328.t3	860	860	749	746	448	446	98	98	65	65	69	68
I.g1717.t3__Cnig_chr_I.g1329.t1	707	646	659	606	370	340	226	214	152	143	181	168
I.g1718.t1__Cnig_chr_I.g1330.t2	4	6	3	4	2	3	16	21	9	10	15	20
I.g1719.t2__Cnig_chr_I.g1332.t2	5	6	3	4	2	3	20	22	10	10	14	15
I.g1721.t2__Cnig_chr_I.g1334.t3	181	181	140	140	97	97	248	249	188	189	192	192
I.g1723.t1__Cnig_chr_I.g1335.t4	2	2	1	1	1	1	18	16	10	10	16	15
I.g1724.t1__Cnig_chr_I.g1336.t1	672	670	637	635	403	401	712	711	493	492	525	523
I.g1725.t1__Cnig_chr_I.g1337.t1	736	743	646	651	382	385	212	213	137	136	156	156
