# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/nigoni.chr.transcript.ortho.gff" "-o" "counts/Cni_fc.counts.txt" "STAR/BAM/9F1_Cni.bam" "STAR/BAM/9F2_Cni.bam" "STAR/BAM/9F3_Cni.bam" "STAR/BAM/9M1_Cni.bam" "STAR/BAM/9M2_Cni.bam" "STAR/BAM/9M3_Cni.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/9F1_Cni.bam	STAR/BAM/9F2_Cni.bam	STAR/BAM/9F3_Cni.bam	STAR/BAM/9M1_Cni.bam	STAR/BAM/9M2_Cni.bam	STAR/BAM/9M3_Cni.bam
Cnig_chr_V.g21423.t1	Cnig_chr_V	18783747	18784317	-	571	2	1	2	12	5	2
Cnig_chr_V.g17838.t1	Cnig_chr_V	5717502	5718991	+	1490	70	76	70	102	80	99
Cnig_chr_V.g17839.t1	Cnig_chr_V	5719235	5721595	+	2361	0	0	0	1	0	1
Cnig_chr_V.g21427.t2	Cnig_chr_V	18805936	18806495	-	560	0	0	0	0	0	0
Cnig_chr_V.g17833.t2	Cnig_chr_V	5679508	5681535	-	2028	261	206	231	241	249	238
Cnig_chr_V.g17822.t1	Cnig_chr_V	5652986	5654770	-	1785	247	179	202	200	174	142
Cnig_chr_V.g17826.t1	Cnig_chr_V	5663578	5664258	-	681	23	15	9	18	8	13
Cnig_chr_V.g17820.t3	Cnig_chr_V	5647657	5650069	-	2413	25	24	25	29	13	14
Cnig_chr_V.g17844.t1	Cnig_chr_V	5735321	5737006	-	1686	427	340	416	472	487	471
Cnig_chr_V.g17823.t1	Cnig_chr_V	5654989	5656608	-	1620	57	61	58	50	103	53
Cnig_chr_V.g17843.t1	Cnig_chr_V	5732482	5734564	-	2083	380	244	376	402	367	411
Cnig_chr_V.g17837.t1	Cnig_chr_V	5714667	5716563	+	1897	312	284	318	432	444	444
Cnig_chr_V.g17831.t2	Cnig_chr_V	5672793	5675276	-	2484	100	91	126	168	160	162
Cnig_chr_V.g17828.t3	Cnig_chr_V	5668491	5670864	-	2374	65	66	53	77	67	74
Cnig_chr_V.g17846.t1	Cnig_chr_V	5739796	5741850	-	2055	89	79	86	134	156	133
Cnig_chr_V.g17625.t1	Cnig_chr_V	5029053	5030994	+	1942	589	648	468	376	384	427
Cnig_chr_V.g18252.t1	Cnig_chr_V	7413703	7416570	+	2868	523	634	519	513	480	537
Cnig_chr_V.g18249.t1	Cnig_chr_V	7407644	7409276	+	1633	113	116	129	93	126	108
Cnig_chr_V.g21673.t1	Cnig_chr_V	19791274	19795706	+	4433	107	147	83	61	83	71
Cnig_chr_V.g21671.t1	Cnig_chr_V	19777559	19781489	-	3931	104	86	114	86	84	95
Cnig_chr_V.g18248.t1	Cnig_chr_V	7404456	7406210	-	1755	308	299	296	323	401	292
Cnig_chr_V.g21672.t1	Cnig_chr_V	19783837	19786432	+	2596	127	169	147	147	120	143
Cnig_chr_V.g21392.t1	Cnig_chr_V	18680149	18681801	-	1653	409	333	350	254	298	267
Cnig_chr_V.g21367.t3	Cnig_chr_V	18607512	18611543	-	4032	103	88	96	121	127	110
Cnig_chr_V.g21402.t1	Cnig_chr_V	18703294	18706090	-	2797	115	108	81	56	99	71
Cnig_chr_V.g18128.t3	Cnig_chr_V	6982775	6985504	+	2730	133	120	129	98	118	125
Cnig_chr_V.g17692.t2	Cnig_chr_V	5240807	5243442	+	2636	24	38	25	40	36	32
Cnig_chr_V.g17695.t1	Cnig_chr_V	5247888	5249772	+	1885	527	505	678	508	434	512
Cnig_chr_V.g17700.t2	Cnig_chr_V	5263405	5266090	-	2686	153	152	128	199	183	204
Cnig_chr_V.g17697.t1	Cnig_chr_V	5254761	5256604	+	1844	231	196	232	237	198	219
Cnig_chr_V.g17421.t1	Cnig_chr_V	4214325	4215970	-	1646	45	41	35	35	44	33
Cnig_chr_V.g18125.t2	Cnig_chr_V	6971993	6974308	-	2316	367	352	280	495	782	484
Cnig_chr_V.g17404.t2	Cnig_chr_V	4152976	4156060	-	3085	63	67	43	74	62	53
Cnig_chr_V.g18118.t2	Cnig_chr_V	6947883	6949381	+	1499	170	130	139	198	154	164
Cnig_chr_V.g18126.t1	Cnig_chr_V	6975403	6977059	+	1657	548	567	556	362	474	396
Cnig_chr_V.g17420.t1	Cnig_chr_V	4212011	4214095	-	2085	284	225	225	197	188	180
Cnig_chr_V.g17426.t1	Cnig_chr_V	4232220	4233543	-	1324	25	15	17	37	42	31
Cnig_chr_V.g17853.t2	Cnig_chr_V	5759209	5760600	+	1392	26	14	21	18	29	16
Cnig_chr_V.g17407.t1	Cnig_chr_V	4168562	4172009	-	3448	261	197	153	253	215	228
Cnig_chr_V.g17897.t1	Cnig_chr_V	5929995	5935668	+	5674	0	4	2	5	2	0
Cnig_chr_V.g17699.t1	Cnig_chr_V	5259404	5261458	+	2055	182	197	166	142	117	133
Cnig_chr_IV.g13170.t1	Cnig_chr_IV	6137751	6140882	+	3132	6	6	3	84	96	135
Cnig_chr_V.g20321.t3	Cnig_chr_V	15158256	15163119	+	4864	63	58	53	63	66	58
Cnig_chr_V.g20313.t2	Cnig_chr_V	15133298	15134868	+	1571	4	1	2	8	1	7
Cnig_chr_V.g20681.t1	Cnig_chr_V	16323991	16327896	+	3906	1	0	0	9	7	3
Cnig_chr_V.g20310.t1	Cnig_chr_V	15122263	15123570	+	1308	0	0	0	2	0	4
Cnig_chr_IV.g13175.t1	Cnig_chr_IV	6157640	6160478	+	2839	5	1	3	26	24	31
Cnig_chr_X.g24259.t1	Cnig_chr_X	11209315	11210602	+	1288	5	7	1	9	14	2
Cnig_chr_V.g17938.t1	Cnig_chr_V	6073759	6074817	-	1059	7	9	7	6	5	6
Cnig_chr_V.g18390.t1	Cnig_chr_V	7993423	7993935	-	513	0	1	1	4	4	5
Cnig_chr_V.g17946.t1	Cnig_chr_V	6127417	6129421	-	2005	16	14	8	19	36	18
Cnig_chr_V.g17939.t2	Cnig_chr_V	6081772	6082544	+	773	11	6	3	13	7	13
Cnig_chr_V.g18367.t1	Cnig_chr_V	7903973	7906114	-	2142	15	24	16	43	38	31
Cnig_chr_IV.g12130.t1	Cnig_chr_IV	662279	665095	-	2817	5	3	3	8	3	7
Cnig_chr_X.g26272.t1	Cnig_chr_X	21648510	21651149	+	2640	5	4	1	11	5	5
Cnig_chr_IV.g12136.t1	Cnig_chr_IV	701057	702808	-	1752	60	70	44	104	96	80
Cnig_chr_V.g18366.t2	Cnig_chr_V	7901322	7903068	-	1747	7	6	6	29	28	27
Cnig_chr_V.g17387.t1	Cnig_chr_V	4101169	4102279	+	1111	446	647	678	638	603	760
Cnig_chr_V.g18369.t1	Cnig_chr_V	7909724	7911351	-	1628	15	12	8	29	26	27
Cnig_chr_V.g16714.t2	Cnig_chr_V	1457840	1459185	-	1346	6	5	3	7	8	8
Cnig_chr_V.g18954.t1	Cnig_chr_V	10077091	10078455	-	1365	121	35	132	256	164	202
Cnig_chr_V.g19127.t1	Cnig_chr_V	10765859	10766896	+	1038	3	1	2	4	8	5
Cnig_chr_V.g18183.t2	Cnig_chr_V	7162092	7163505	+	1414	0	0	0	0	0	0
Cnig_chr_V.g17200.t2	Cnig_chr_V	3388569	3390236	+	1668	15	20	15	15	8	6
Cnig_chr_V.g17895.t1	Cnig_chr_V	5921962	5923087	-	1126	0	0	0	0	0	1
Cnig_chr_V.g17867.t3	Cnig_chr_V	5808756	5813526	-	4771	4	4	0	25	18	13
Cnig_chr_V.g17217.t1	Cnig_chr_V	3450646	3452838	+	2193	2	1	0	2	1	1
Cnig_chr_V.g18955.t1	Cnig_chr_V	10081704	10082859	-	1156	6	4	1	9	15	19
Cnig_chr_V.g18373.t1	Cnig_chr_V	7921837	7925874	-	4038	7	15	4	9	8	13
Cnig_chr_V.g17896.t1	Cnig_chr_V	5924596	5929072	-	4477	14	12	10	7	5	8
Cnig_chr_V.g17544.t1	Cnig_chr_V	4714570	4715418	-	849	35	23	40	224	121	227
Cnig_chr_V.g18147.t2	Cnig_chr_V	7041239	7043128	+	1890	1	3	2	8	3	12
Cnig_chr_V.g18152.t1	Cnig_chr_V	7066808	7068140	-	1333	449	551	511	460	480	584
Cnig_chr_V.g18145.t1	Cnig_chr_V	7032701	7033538	-	838	0	0	0	0	0	0
Cnig_chr_V.g17548.t1	Cnig_chr_V	4721873	4722729	+	857	1895	1615	1943	1634	1494	1923
Cnig_chr_V.g17542.t1	Cnig_chr_V	4710314	4711159	-	846	198	162	171	471	211	332
Cnig_chr_V.g20499.t2	Cnig_chr_V	15754559	15756005	-	1447	5	2	1	0	1	2
Cnig_chr_V.g17202.t1	Cnig_chr_V	3394341	3396752	-	2412	1	1	0	0	0	2
Cnig_chr_II.g7116.t2	Cnig_chr_II	14189040	14190118	+	1079	352	540	547	186	249	207
Cnig_chr_V.g17918.t1	Cnig_chr_V	6003039	6004390	+	1352	0	0	0	0	0	0
Cnig_chr_II.g8045.t1	Cnig_chr_II	17990167	17991596	-	1430	792	658	762	446	464	468
Cnig_chr_V.g17546.t1	Cnig_chr_V	4718715	4719724	-	1010	33	22	25	28	21	23
Cnig_chr_V.g17547.t1	Cnig_chr_V	4720071	4721478	+	1408	28	19	24	20	14	19
Cnig_chr_V.g17545.t1	Cnig_chr_V	4716562	4717412	-	851	1203	1092	1284	941	791	1002
Cnig_chr_V.g17543.t2	Cnig_chr_V	4712436	4713564	-	1129	39	26	26	188	57	117
Cnig_chr_V.g17374.t1	Cnig_chr_V	4056254	4057282	-	1029	51	41	41	20	18	3
Cnig_chr_V.g21406.t1	Cnig_chr_V	18728484	18730037	+	1554	79	68	65	135	117	96
Cnig_chr_V.g17539.t1	Cnig_chr_V	4700435	4701265	-	831	289	219	290	558	414	507
Cnig_chr_V.g21419.t1	Cnig_chr_V	18754829	18756580	-	1752	1	1	0	0	1	1
Cnig_chr_V.g21412.t1	Cnig_chr_V	18738784	18740060	-	1277	167	161	147	320	250	230
Cnig_chr_V.g17616.t1	Cnig_chr_V	4992959	4993854	-	896	560	675	614	411	376	381
Cnig_chr_V.g17615.t1	Cnig_chr_V	4991056	4992137	+	1082	78	77	97	53	45	55
Cnig_chr_V.g17534.t1	Cnig_chr_V	4684717	4685665	+	949	0	0	1	0	0	1
Cnig_chr_V.g17617.t1	Cnig_chr_V	4994975	4995873	-	899	396	490	394	336	486	350
Cnig_chr_V.g21794.t1	Cnig_chr_V	20420528	20421233	-	706	143	93	78	140	177	99
Cnig_chr_I.g1452.t1	Cnig_chr_I	6450140	6450981	+	842	1	1	0	0	6	4
Cnig_chr_I.g3234.t1	Cnig_chr_I	13288763	13289850	+	1088	34	28	38	34	55	51
Cnig_chr_V.g17535.t1	Cnig_chr_V	4687761	4688459	-	699	0	0	0	0	1	2
Cnig_chr_V.g17533.t1	Cnig_chr_V	4683014	4683889	+	876	0	0	0	0	2	0
Cnig_chr_I.g3233.t1	Cnig_chr_I	13283999	13284663	-	665	323	250	248	413	469	383
Cnig_chr_X.g25612.t2	Cnig_chr_X	18075901	18079090	+	3190	152	76	113	164	168	135
Cnig_chr_I.g1110.t1	Cnig_chr_I	5151919	5152941	-	1023	264	248	278	326	347	316
Cnig_chr_II.g6228.t1	Cnig_chr_II	10656678	10657069	+	392	26	32	21	32	52	48
Cnig_chr_II.g7435.t1	Cnig_chr_II	15475786	15476121	+	336	2	0	0	3	3	1
Cnig_chr_II.g6352.t2	Cnig_chr_II	11107400	11107844	-	445	199	152	141	176	258	223
Cnig_chr_II.g6225.t1	Cnig_chr_II	10643530	10643860	-	331	59	116	91	60	84	101
Cnig_chr_II.g8162.t1	Cnig_chr_II	18449613	18449867	-	255	305	202	315	204	389	181
Cnig_chr_II.g7423.t1	Cnig_chr_II	15437347	15437908	-	562	9	1	4	58	97	54
Cnig_chr_I.g3235.t1	Cnig_chr_I	13291762	13292661	+	900	1	0	0	6	3	1
Cnig_chr_I.g3231.t1	Cnig_chr_I	13274015	13274485	+	471	299	246	251	818	761	733
Cnig_chr_II.g8165.t1	Cnig_chr_II	18471160	18471606	+	447	38	33	17	43	41	22
Cnig_chr_II.g6226.t1	Cnig_chr_II	10650545	10650924	-	380	69	55	75	112	116	119
Cnig_chr_X.g26147.t1	Cnig_chr_X	20933966	20934259	+	294	1	4	1	37	45	22
Cnig_chr_I.g3230.t1	Cnig_chr_I	13270758	13271415	+	658	31	43	41	72	90	60
Cnig_chr_III.g10661.t1	Cnig_chr_III	9778699	9778978	-	280	6	7	8	25	26	13
Cnig_chr_II.g6229.t1	Cnig_chr_II	10658395	10658854	-	460	0	0	0	0	0	0
Cnig_chr_II.g8167.t1	Cnig_chr_II	18479528	18480058	-	531	569	364	331	583	622	424
Cnig_chr_II.g8163.t1	Cnig_chr_II	18454515	18454946	+	432	94	48	51	75	70	98
Cnig_chr_II.g6227.t1	Cnig_chr_II	10652168	10652534	-	367	222	117	145	772	643	391
Cnig_chr_V.g20054.t2	Cnig_chr_V	14197051	14197592	+	542	1	1	0	3	3	3
Cnig_chr_II.g7153.t3	Cnig_chr_II	14338573	14341577	-	3005	1	1	0	3	2	0
Cnig_chr_V.g19478.t2	Cnig_chr_V	11957738	11959304	-	1567	6	6	5	20	10	19
Cnig_chr_II.g7021.t3	Cnig_chr_II	13823963	13825792	+	1830	4	2	0	2	2	2
Cnig_chr_II.g7181.t3	Cnig_chr_II	14485092	14488029	+	2938	3	1	1	1	3	2
Cnig_chr_III.g10777.t1	Cnig_chr_III	10135207	10136454	-	1248	1967	2355	2362	864	770	798
Cnig_chr_X.g24942.t1	Cnig_chr_X	14568254	14568789	-	536	2283	2014	2285	3251	2738	3003
Cnig_chr_V.g21667.t1	Cnig_chr_V	19757824	19760861	-	3038	23	20	14	8	22	16
Cnig_chr_V.g20259.t1	Cnig_chr_V	14952572	14953495	+	924	2969	10200	6253	2051	5139	5344
Cnig_chr_IV.g15673.t1	Cnig_chr_IV	17276826	17277311	+	486	127	208	185	20	20	16
Cnig_chr_III.g11282.t2	Cnig_chr_III	12190618	12191127	-	510	4	3	8	8	3	8
Cnig_chr_V.g17811.t2	Cnig_chr_V	5605000	5606374	-	1375	11	21	14	8	14	12
Cnig_chr_V.g16710.t1	Cnig_chr_V	1453273	1453683	-	411	121	53	142	83	57	53
Cnig_chr_I.g3530.t1	Cnig_chr_I	14705445	14707275	+	1831	12650	13822	14450	12313	13638	14548
Cnig_chr_V.g19935.t1	Cnig_chr_V	13745043	13746065	+	1023	316	4230	829	121	89	6712
Cnig_chr_V.g21021.t1	Cnig_chr_V	17536450	17537959	+	1510	33	16	61	38	41	66
Cnig_chr_V.g19933.t1	Cnig_chr_V	13740797	13741826	+	1030	5121	21134	9803	5262	10346	12023
Cnig_chr_V.g16718.t1	Cnig_chr_V	1469533	1469943	+	411	221	95	213	111	67	79
Cnig_chr_III.g8771.t2	Cnig_chr_III	2057111	2060039	+	2929	5358	4989	5597	4267	4158	3969
Cnig_chr_V.g21668.t1	Cnig_chr_V	19765681	19769541	-	3861	7	4	2	19	17	16
Cnig_chr_V.g20261.t1	Cnig_chr_V	14955247	14956165	-	919	4102	17718	10301	1749	2767	8765
Cnig_chr_V.g19932.t1	Cnig_chr_V	13739327	13740300	+	974	601	667	654	537	947	266
Cnig_chr_IV.g15266.t1	Cnig_chr_IV	14870393	14871541	-	1149	11	7	22	8	4	10
Cnig_chr_I.g2384.t1	Cnig_chr_I	9875833	9876750	-	918	788	3833	2023	322	382	797
Cnig_chr_IV.g12748.t3	Cnig_chr_IV	3825303	3826632	-	1330	8	2	2	6	2	7
Cnig_chr_IV.g16209.t1	Cnig_chr_IV	20089473	20090410	-	938	83601	48963	83604	68721	53848	53293
Cnig_chr_II.g5564.t1	Cnig_chr_II	7971249	7972391	-	1143	43	33	35	139	121	131
Cnig_chr_V.g19168.t1	Cnig_chr_V	10888592	10889568	+	977	5656	8138	6624	3086	1887	3069
Cnig_chr_IV.g15217.t1	Cnig_chr_IV	14501938	14503073	-	1136	5759	9601	5888	9010	18318	13772
Cnig_chr_II.g5733.t1	Cnig_chr_II	8587673	8588688	+	1016	14585	55646	30891	6084	6835	24356
Cnig_chr_I.g1806.t1	Cnig_chr_I	7854938	7855931	-	994	10541	49785	24743	4689	7266	24547
Cnig_chr_IV.g14238.t1	Cnig_chr_IV	10649801	10650745	-	945	38299	33052	34789	37504	28065	34088
Cnig_chr_V.g16518.t1	Cnig_chr_V	665420	666874	-	1455	4	7	3	8	9	7
Cnig_chr_II.g5735.t1	Cnig_chr_II	8595203	8596205	+	1003	12675	72084	29235	3254	2435	49176
Cnig_chr_III.g8392.t1	Cnig_chr_III	234891	235793	-	903	27408	42379	32780	16711	18262	27794
Cnig_chr_II.g5038.t2	Cnig_chr_II	5554440	5556523	+	2084	332	237	310	439	469	356
Cnig_chr_X.g25024.t1	Cnig_chr_X	15083426	15084666	-	1241	3	0	0	0	0	0
Cnig_chr_V.g16517.t2	Cnig_chr_V	660676	664423	-	3748	1	0	1	0	0	1
Cnig_chr_V.g18009.t2	Cnig_chr_V	6471144	6472220	-	1077	4	1	0	4	3	6
Cnig_chr_X.g25025.t1	Cnig_chr_X	15086567	15087866	-	1300	1	0	1	1	0	1
Cnig_chr_X.g25023.t1	Cnig_chr_X	15080854	15081604	-	751	1	2	2	1	0	0
Cnig_chr_V.g17861.t1	Cnig_chr_V	5792029	5793157	-	1129	0	0	0	0	0	0
Cnig_chr_V.g16515.t1	Cnig_chr_V	652701	654090	-	1390	2	0	2	4	7	3
Cnig_chr_II.g7938.t1	Cnig_chr_II	17508130	17509518	+	1389	0	1	0	2	2	1
Cnig_chr_V.g17917.t1	Cnig_chr_V	5995355	5997625	-	2271	7	9	5	21	16	24
Cnig_chr_V.g16603.t1	Cnig_chr_V	992838	993828	-	991	0	0	0	0	2	1
Cnig_chr_V.g16510.t3	Cnig_chr_V	635542	636806	-	1265	2	0	0	0	1	0
Cnig_chr_II.g5122.t1	Cnig_chr_II	5911030	5914906	+	3877	1343	1625	1470	1533	1181	1627
Cnig_chr_V.g16511.t3	Cnig_chr_V	637937	639243	-	1307	0	1	0	1	1	1
Cnig_chr_II.g7357.t2	Cnig_chr_II	15184869	15188669	+	3801	363	650	479	1228	905	855
Cnig_chr_V.g17344.t1	Cnig_chr_V	3967152	3969052	-	1901	421	831	679	15	19	24
Cnig_chr_V.g17731.t2	Cnig_chr_V	5361580	5365854	-	4275	245	492	360	20	20	20
Cnig_chr_II.g7356.t1	Cnig_chr_II	15183788	15184811	+	1024	71	133	115	228	157	154
Cnig_chr_II.g4353.t1	Cnig_chr_II	2338384	2341396	-	3013	15	9	6	287	235	301
Cnig_chr_V.g16971.t2	Cnig_chr_V	2380589	2383715	-	3127	48	44	66	95	92	90
Cnig_chr_V.g16512.t1	Cnig_chr_V	640228	641667	-	1440	6	1	1	10	9	6
Cnig_chr_II.g5123.t1	Cnig_chr_II	5915494	5923206	+	7713	1116	1258	1214	1272	934	1314
Cnig_chr_V.g18666.t2	Cnig_chr_V	9085792	9091591	-	5800	1647	1506	1544	2393	1646	1805
Cnig_chr_V.g16986.t1	Cnig_chr_V	2425021	2427498	+	2478	278	379	425	100	93	105
Cnig_chr_I.g24.t1	Cnig_chr_I	61959	63507	-	1549	13	15	8	736	709	1717
Cnig_chr_I.g1213.t1	Cnig_chr_I	5546403	5546844	+	442	7	22	1	678	795	1730
Cnig_chr_X.g26504.t1	Cnig_chr_X	22755250	22755738	-	489	1	4	0	73	112	189
Cnig_chr_V.g17339.t1	Cnig_chr_V	3950871	3953168	+	2298	714	1266	1059	5	4	10
Cnig_chr_II.g4372.t1	Cnig_chr_II	2382485	2390890	+	8406	569	664	616	374	384	407
Cnig_chr_I.g38.t3	Cnig_chr_I	158918	165453	-	6536	11	15	5	1030	582	2228
Cnig_chr_I.g22.t2	Cnig_chr_I	56424	61466	+	5043	10	9	5	603	632	1326
Cnig_chr_X.g26432.t1	Cnig_chr_X	22350759	22352499	-	1741	12	17	4	127	121	635
Cnig_chr_X.g22452.t1	Cnig_chr_X	1379995	1380543	+	549	0	0	0	51	54	121
Cnig_chr_I.g3035.t1	Cnig_chr_I	12534240	12535863	-	1624	25	43	12	1091	826	2355
Cnig_chr_I.g72.t1	Cnig_chr_I	297627	297884	+	258	0	2	0	62	47	112
Cnig_chr_I.g2943.t1	Cnig_chr_I	12178336	12179717	+	1382	10	24	2	1050	863	2732
Cnig_chr_V.g21051.t1	Cnig_chr_V	17622002	17623212	+	1211	1007	892	805	832	807	701
Cnig_chr_V.g21050.t2	Cnig_chr_V	17619464	17621127	-	1664	1436	1173	1213	1269	1067	1019
Cnig_chr_II.g7903.t1	Cnig_chr_II	17406168	17407093	+	926	201	194	216	192	187	209
Cnig_chr_X.g25190.t3	Cnig_chr_X	15977001	15979286	+	2286	22	29	22	33	39	39
Cnig_chr_III.g9585.t1	Cnig_chr_III	5794800	5795634	-	835	7171	4063	8038	4546	4630	3390
Cnig_chr_II.g7913.t1	Cnig_chr_II	17467874	17468808	-	935	436	424	400	322	413	390
Cnig_chr_V.g19430.t1	Cnig_chr_V	11804830	11805784	+	955	483	367	351	296	343	331
Cnig_chr_IV.g13760.t1	Cnig_chr_IV	8881820	8882804	+	985	177	204	148	174	151	180
Cnig_chr_V.g21016.t1	Cnig_chr_V	17520858	17522005	-	1148	2	1	1	10	4	15
Cnig_chr_V.g18190.t1	Cnig_chr_V	7204472	7205617	+	1146	39	40	33	13	32	20
Cnig_chr_V.g18017.t1	Cnig_chr_V	6504589	6505692	+	1104	95	75	74	163	187	145
Cnig_chr_V.g19382.t1	Cnig_chr_V	11609129	11610117	-	989	663	872	535	393	334	478
Cnig_chr_IV.g13759.t1	Cnig_chr_IV	8877960	8878890	-	931	9	13	5	296	218	338
Cnig_chr_V.g19368.t1	Cnig_chr_V	11579064	11580051	-	988	1518	1470	1261	1005	974	944
Cnig_chr_V.g18016.t1	Cnig_chr_V	6502248	6503362	-	1115	136	133	113	93	152	119
Cnig_chr_V.g18188.t1	Cnig_chr_V	7200959	7202145	+	1187	247	262	224	296	332	287
Cnig_chr_I.g2248.t1	Cnig_chr_I	9446806	9448086	+	1281	483	534	511	199	190	223
Cnig_chr_X.g22508.t1	Cnig_chr_X	1632152	1633889	-	1738	16	36	14	60	73	56
Cnig_chr_IV.g13761.t1	Cnig_chr_IV	8883331	8884306	-	976	20	19	18	40	40	52
Cnig_chr_V.g18187.t1	Cnig_chr_V	7199447	7200730	+	1284	2194	2539	1849	1380	1856	1651
Cnig_chr_V.g18023.t2	Cnig_chr_V	6518248	6519883	-	1636	1002	900	924	649	727	584
Cnig_chr_V.g18014.t1	Cnig_chr_V	6498672	6500276	-	1605	1	1	2	3	4	11
Cnig_chr_V.g21017.t2	Cnig_chr_V	17523176	17524357	+	1182	2	3	1	25	45	28
Cnig_chr_IV.g12912.t1	Cnig_chr_IV	4619963	4621776	-	1814	238	285	301	90	77	87
Cnig_chr_II.g5440.t1	Cnig_chr_II	7405925	7406560	+	636	1073	1255	1218	736	867	761
Cnig_chr_III.g8584.t1	Cnig_chr_III	1053797	1054390	-	594	3	3	0	1	0	0
Cnig_chr_X.g26622.t2	Cnig_chr_X	23204640	23206310	+	1671	5	3	5	21	16	19
Cnig_chr_V.g17747.t1	Cnig_chr_V	5419924	5420965	+	1042	1	0	1	0	0	0
Cnig_chr_IV.g14461.t1	Cnig_chr_IV	11497285	11498122	+	838	3	4	0	673	694	1049
Cnig_chr_V.g18025.t1	Cnig_chr_V	6520099	6521286	-	1188	791	586	707	857	887	650
Cnig_chr_V.g17855.t1	Cnig_chr_V	5769809	5770584	+	776	0	0	0	0	0	0
Cnig_chr_II.g6368.t1	Cnig_chr_II	11152900	11153481	+	582	960	1158	1236	948	928	904
Cnig_chr_III.g9367.t1	Cnig_chr_III	4912919	4913458	-	540	194	172	207	295	349	282
Cnig_chr_X.g25582.t1	Cnig_chr_X	17910849	17911244	+	396	77	79	80	101	107	137
Cnig_chr_V.g16978.t1	Cnig_chr_V	2402566	2403860	-	1295	37	68	31	145	110	120
Cnig_chr_IV.g15418.t3	Cnig_chr_IV	15821443	15822426	+	984	0	0	0	1	3	2
Cnig_chr_X.g24699.t1	Cnig_chr_X	13367572	13368198	+	627	327	287	325	858	900	861
Cnig_chr_V.g17931.t1	Cnig_chr_V	6042037	6042793	-	757	5	2	4	3	5	4
Cnig_chr_V.g17877.t1	Cnig_chr_V	5856022	5856785	+	764	4	2	6	9	15	4
Cnig_chr_V.g17923.t1	Cnig_chr_V	6018841	6020222	+	1382	0	0	0	0	0	0
Cnig_chr_V.g16334.t1	Cnig_chr_V	153997	154776	-	780	3	7	1	1261	956	1880
Cnig_chr_V.g17932.t3	Cnig_chr_V	6043205	6043964	+	760	2	1	1	2	1	0
Cnig_chr_IV.g14471.t1	Cnig_chr_IV	11520649	11521426	+	778	106	117	105	17	78	62
Cnig_chr_IV.g14465.t1	Cnig_chr_IV	11507488	11508731	+	1244	2502	1680	2008	2725	2209	1985
Cnig_chr_IV.g14462.t1	Cnig_chr_IV	11499095	11499863	+	769	3	7	7	19	19	11
Cnig_chr_IV.g12715.t1	Cnig_chr_IV	3692969	3694178	+	1210	17	22	15	73	56	715
Cnig_chr_IV.g14466.t1	Cnig_chr_IV	11509669	11510440	+	772	146	135	153	198	234	333
Cnig_chr_IV.g14472.t1	Cnig_chr_IV	11522068	11522786	+	719	8	52	6	548	436	2769
Cnig_chr_V.g18384.t2	Cnig_chr_V	7966128	7970486	+	4359	18	14	9	16	22	19
Cnig_chr_IV.g14470.t1	Cnig_chr_IV	11517236	11517962	+	727	0	1	1	2	0	0
Cnig_chr_IV.g14468.t1	Cnig_chr_IV	11513836	11514606	+	771	666	506	452	1225	1272	1322
Cnig_chr_X.g23408.t1	Cnig_chr_X	6688295	6689551	+	1257	6	6	3	6	12	9
Cnig_chr_X.g25332.t2	Cnig_chr_X	16685037	16686223	+	1187	1	1	5	2	4	4
Cnig_chr_X.g26410.t1	Cnig_chr_X	22267365	22268893	-	1529	1	1	1	4	1	2
Cnig_chr_V.g16871.t1	Cnig_chr_V	2023451	2025525	+	2075	268	67	822	591	587	1320
Cnig_chr_V.g20932.t1	Cnig_chr_V	17228660	17229103	+	444	3	1	1	3	0	4
Cnig_chr_V.g17887.t1	Cnig_chr_V	5897969	5902619	-	4651	37	32	82	171	142	248
Cnig_chr_V.g17891.t2	Cnig_chr_V	5913197	5914535	-	1339	2	3	0	3	10	2
Cnig_chr_V.g17892.t1	Cnig_chr_V	5915257	5916273	-	1017	2	3	2	11	9	6
Cnig_chr_V.g17315.t1	Cnig_chr_V	3849310	3849651	+	342	2	1	0	9	13	10
Cnig_chr_V.g18385.t1	Cnig_chr_V	7981162	7983178	+	2017	8	7	7	123	126	97
Cnig_chr_X.g22453.t1	Cnig_chr_X	1381375	1382900	+	1526	0	0	0	0	3	3
Cnig_chr_III.g9941.t1	Cnig_chr_III	7163223	7163807	+	585	18	6	8	21	17	19
Cnig_chr_III.g10288.t1	Cnig_chr_III	8512838	8513776	+	939	4	6	3	10	4	6
Cnig_chr_X.g25040.t1	Cnig_chr_X	15187392	15188129	+	738	6	12	10	20	14	10
Cnig_chr_I.g1564.t2	Cnig_chr_I	6817832	6819010	+	1179	6	2	9	9	13	15
Cnig_chr_V.g17886.t1	Cnig_chr_V	5892458	5893478	-	1021	2	0	0	4	5	12
Cnig_chr_I.g3340.t3	Cnig_chr_I	13743402	13746040	+	2639	7	5	6	20	24	41
Cnig_chr_III.g10290.t1	Cnig_chr_III	8520407	8521164	+	758	7	12	3	8	7	6
Cnig_chr_III.g10289.t1	Cnig_chr_III	8516639	8517769	+	1131	41	23	16	41	35	22
