"","dn","ds","prop_cons_500bp_upstream_5bp_win","num_cons_windows_500bp_upstream_5bp","num_windows_500bp_upstream_5bp","position","domain","chromosome","enc","ds_ENCc"
"V.g17307__Cnig_chr_V.g20386",0.0125618630845,0.282628785289,0.340425531914894,48,141,14105757,"armB","V",48.1866153220961,0.314738745467768
"V.g18182__Cnig_chr_V.g18411",0.182693396498,0.665837558825,0.342857142857143,36,105,17749663,"armB","V",47.266301934597,0.700449022766687
"V.g15445__Cnig_chr_V.g18392",0.0287903213406,0.236879580482,0.15,15,100,6723139,"center","V",49.8423487218568,0.264489091806985
"V.g18450__Cnig_chr_V.g22014",0.0386239245352,0.330944642399,0.362068965517241,42,116,19149134,"armB","V",41.2516244440746,0.381904600864025
"IV.g11944__Cnig_chr_IV.g13695",0.0560853202588,0.305407270843,0.633663366336634,64,101,8109221,"center","IV",44.3825501281692,0.347857060395385
"I.g1176__Cnig_chr_I.g674",0.122527156786,0.4599358433,NA,NA,NA,3042968,"armA","I",40.1393343956811,0.513919117278314
"I.g1056__Cnig_chr_I.g580",0.0923100810625,0.332787406807,NA,NA,NA,2466345,"armA","I",48.0859074297011,0.365171101101998
"IV.g11430__Cnig_chr_IV.g13370",0.232680721048,0.332143703958,0.431372549019608,44,102,5952617,"center","IV",48.0607987265456,0.364595646217527
"III.g8323__Cnig_chr_III.g9747",0.276245943228,0.47783379843,0.509090909090909,56,110,5006517,"center","III",47.2546522875254,0.512476927276688
"IV.g12780__Cnig_chr_IV.g14828",0.0507836391191,0.238739309723,0.330769230769231,43,130,11489203,"center","IV",46.7508531509779,0.274751814972277
"I.g969__Cnig_chr_I.g456",0.0841977816306,0.301227037446,0.208695652173913,24,115,1875219,"armA","I",44.1248109029133,0.34437738797097
"I.g3028__Cnig_chr_I.g736",0.39069447592,0.672252984202,0.504065040650406,62,123,10560139,"center","I",37.6014710607539,0.733134424357539
"I.g1205__Cnig_chr_I.g676",0.270745540065,0.791320080911,0.305343511450382,40,131,3146308,"armA","I",41.7744649812676,0.840858906543492
"I.g1130__Cnig_chr_I.g15",0.169804970587,0.307914651244,0.320754716981132,51,159,2806915,"armA","I",43.6033320390453,0.352482433437321
"I.g1131__Cnig_chr_I.g9",0.120647919684,0.277719571877,0.388349514563107,40,103,2808890,"armA","I",48.1048478738152,0.310051784151997
"I.g1005__Cnig_chr_I.g496",0.106532834308,0.188383230665,NA,NA,NA,2117460,"armA","I",39.4331629468937,0.244285949215567
"V.g13954__Cnig_chr_V.g16409",0.0473728513137,0.379665219895,0.274336283185841,31,113,336024,"armA","V",48.0149097168156,0.412241893069099
"I.g3770__Cnig_chr_I.g3789",0.0986172393527,0.411751895245,0.127450980392157,13,102,14672179,"armB","I",41.664517189492,0.46158956996367
"III.g8521__Cnig_chr_III.g9746",0.0178651112833,0.0861693638239,0.538461538461538,56,104,5780022,"center","III",42.4258510786561,0.133937656944464
"V.g16768__Cnig_chr_V.g19800",0.035083673147,0.24220711426,0.138613861386139,14,101,11952121,"center","V",43.828689207405,0.286162353147627
"I.g1646__Cnig_chr_I.g1254",0.0603234492303,0.117216343663,0.57843137254902,59,102,4923466,"center","I",43.3660968156471,0.162428954902696
"V.g13947__Cnig_chr_V.g16402",0.0189274827678,0.216335119201,0.673267326732673,68,101,322923,"armA","V",44.7333568960559,0.257831380898802
"IV.g11717__Cnig_chr_IV.g13940",0.0307945828354,0.131049456962,0.74,74,100,7309252,"center","IV",39.7994324875175,0.185956618296343
"V.g16614__Cnig_chr_V.g19653",0.0151985145049,0.094610933551,0.64,64,100,11321412,"center","V",45.6688733246827,0.133564368100713
"IV.g11908__Cnig_chr_IV.g13732",0.0755144364779,0.28533709478,NA,NA,NA,7992139,"center","IV",44.4441035449521,0.327619575993949
"IV.g11225__Cnig_chr_IV.g13119",0.138017343375,0.316506974346,NA,NA,NA,4817196,"armA","IV",42.2980435911048,0.364622660990749
"V.g17098__Cnig_chr_V.g20138",0.0148171012146,0.145387243382,0.722772277227723,73,101,13201746,"center","V",49.2808318968172,0.174523013555175
"V.g15050__Cnig_chr_V.g17894",0.0376832115408,0.446206563794,0.42156862745098,43,102,4763536,"armA","V",43.8599500696766,0.490076832533777
"IV.g11907__Cnig_chr_IV.g13733",0.0267282357797,0.246662902025,0.584158415841584,59,101,7989942,"center","IV",47.2362734644757,0.281355986349508
"V.g14832__Cnig_chr_V.g17575",0.139266341955,0.611015824498,NA,NA,NA,3943093,"armA","V",46.1094491798226,0.648771729842495
"IV.g11909__Cnig_chr_IV.g13730",0.220072988699,0.622756092773,0.69,69,100,7998310,"center","IV",45.9812903209736,0.660860346703984
"V.g16769__Cnig_chr_V.g19802",0.0305641344191,0.239796395998,0.584158415841584,59,101,11954440,"center","V",46.3273804550748,0.276959942356408
"V.g14399__Cnig_chr_V.g17007",0.214269769639,0.570929313703,NA,NA,NA,1985373,"armA","V",50.0054336276097,0.598095543955518
"V.g13994__Cnig_chr_V.g16475",0.0432928519768,0.221229086477,0.466666666666667,56,120,456610,"armA","V",48.2563103071454,0.253149608721119
"X.g18983__Cnig_chr_X.g22677",0.0506223091299,0.210046527485,NA,NA,NA,2356431,"armA","X",50.2187950176708,0.236632820156093
"II.g4196__Cnig_chr_II.g4293",0.0984910254952,0.301555968426,0.265734265734266,38,143,1735484,"armA","II",49.7197488194967,0.329498718538177
"II.g5127__Cnig_chr_II.g5460",0.0362420993753,0.216740564489,0.415094339622642,44,106,6618508,"center","II",49.9850406429612,0.243962224911858
"IV.g10539__Cnig_chr_IV.g11968",0.0493619558116,0.130855832918,0.567307692307692,59,104,445051,"tipA","IV",50.5084588521855,0.156654790338012
"X.g18984__Cnig_chr_X.g22678",0.0622067757978,0.346312596745,0.13013698630137,19,146,2360336,"armA","X",50.4271024711729,0.372332688939323
"I.g3118__Cnig_chr_I.g2773",0.0537587384945,0.195297864624,NA,NA,NA,10994417,"armB","I",50.9526198981233,0.219889547931902
"V.g16770__Cnig_chr_V.g19803",0.056893142017,0.151316177036,0.772277227722772,78,101,11955913,"center","V",45.8513072498272,0.189773737944808
"I.g1165__Cnig_chr_I.g655",0.127907465401,0.262244750697,NA,NA,NA,2976130,"armA","I",47.3209116192425,0.296707780058153
"IV.g11690__Cnig_chr_IV.g13969",4.55714030701e-12,0.0455577040132,0.685714285714286,72,105,7228727,"center","IV",31.4270284138439,0.123221896353995
"IV.g13479__Cnig_chr_IV.g15752",2.14138247784e-11,0.209595678519,NA,NA,NA,15406836,"armB","IV",42.3460147408894,0.25758097478442
"III.g9109__Cnig_chr_III.g10433",0.0155287927385,0.128462884628,0.349593495934959,43,123,8173027,"center","III",45.5939485968644,0.167619972075866
"IV.g11342__Cnig_chr_IV.g13229",0.00321160957001,0.0726947802448,0.742574257425743,75,101,5452986,"armA","IV",32.7751053942253,0.146694764626726
"IV.g11595__Cnig_chr_IV.g13536",0.00149299072808,0.126930390114,0.696078431372549,71,102,6869083,"center","IV",37.8351221937968,0.187176743138942
"IV.g12319__Cnig_chr_IV.g14303",0.00295029739211,0.065287353097,0.861386138613861,87,101,9643510,"center","IV",33.4586180041947,0.137429481895094
"IV.g10680__Cnig_chr_IV.g12299",4.12232984499e-12,0.04151559343,0.686274509803922,70,102,1431873,"armA","IV",31.0057624509975,0.120324828758938
"IV.g11591__Cnig_chr_IV.g13532",0.00314909590423,0.0999225712067,NA,NA,NA,6853610,"center","IV",34.3228294181084,0.169715687012885
"IV.g13478__Cnig_chr_IV.g15749",0.00150327243764,0.0309988558736,NA,NA,NA,15400652,"armB","IV",31.426482291441,0.108664532629666
"X.g21977__Cnig_chr_X.g26131",0.0136727423206,0.18141046755,0.290780141843972,41,141,19167719,"armB","X",39.2040763171218,0.2379358664551
"V.g17801__Cnig_chr_V.g21040",0.0582656518165,0.301511988301,0.544554455445545,55,101,15976438,"armB","V",40.2520954401155,0.355188766491254
"III.g8433__Cnig_chr_III.g9707",0.00614985568713,0.0846089822805,0.742574257425743,75,101,5491653,"center","III",30.7904435901621,0.164003475792056
"X.g22005__Cnig_chr_X.g26168",0.0697484306567,0.347486736334,0.518867924528302,55,106,19317982,"armB","X",45.6956537286977,0.386367379069179
"II.g6707__Cnig_chr_II.g7240",0.0053375855623,0.159801418156,0.611650485436893,63,103,13339236,"armB","II",38.4259081376644,0.218441955942634
"X.g21985__Cnig_chr_X.g26144",0.045305055542,0.157308006706,NA,NA,NA,19221019,"armB","X",39.9021087483163,0.211936083702073
"V.g14017__Cnig_chr_V.g16501",0.00447367868293,0.0681398169346,0.660377358490566,70,106,505894,"armA","V",33.0587773679038,0.141368752542021
"IV.g11191__Cnig_chr_IV.g13077",0.00503604595793,0.0700563100061,0.448,56,125,4638222,"armA","IV",31.5911021330924,0.147274533580526
"III.g8586__Cnig_chr_III.g9835",0.0105230723151,0.195461823591,0.711538461538462,74,104,6062374,"center","III",36.9964791473094,0.257987692229894
"V.g14319__Cnig_chr_V.g16912",0.00291998719311,0.109791613024,0.549019607843137,56,102,1689209,"armA","V",37.9006254163361,0.169859921743718
"III.g7694__Cnig_chr_III.g8619",0.00813409069763,0.134581595182,0.666666666666667,70,105,1576608,"armA","III",37.9174198280048,0.194604255012377
"I.g1519__Cnig_chr_I.g1130",0.0247601709464,0.14530666088,0.8,80,100,4385883,"center","I",43.4791218366982,0.19021205881681
"X.g22006__Cnig_chr_X.g26169",0.00466082815443,0.170456273669,0.673267326732673,68,101,19319279,"armB","X",39.0703410224165,0.227345178470553
"V.g18050__Cnig_chr_V.g21423",0.217968330904,0.661245472403,NA,NA,NA,16991392,"armB","V",39.7851068398638,0.716191572279364
"V.g14990__Cnig_chr_V.g17838",0.0693471247349,0.353868946814,0.509803921568627,52,102,4554538,"armA","V",50.3611894283364,0.380068197246072
"V.g14991__Cnig_chr_V.g17839",0.0195891985419,0.23999797302,NA,NA,NA,4556983,"armA","V",50.4619046100077,0.26592346952286
"V.g18052__Cnig_chr_V.g21427",0.0929252649406,0.429458459394,NA,NA,NA,16998279,"armB","V",42.4462105968566,0.477171413309374
"V.g14987__Cnig_chr_V.g17833",0.0204386867627,0.0484720972154,0.320388349514563,33,103,4545898,"armA","V",50.4481691210595,0.0744349281499399
"V.g14978__Cnig_chr_V.g17822",0.0263503959271,0.316080929277,0.470588235294118,48,102,4526614,"armA","V",48.9430566255124,0.346134806394687
"V.g14982__Cnig_chr_V.g17826",0.102098353348,0.244833242935,0.623762376237624,63,101,4535412,"armA","V",41.3988534248193,0.295393018316364
"V.g14976__Cnig_chr_V.g17820",0.0823859227548,0.389210809572,NA,NA,NA,4517027,"armA","V",47.4301900033313,0.423376809363969
"V.g14998__Cnig_chr_V.g17844",0.0757159083032,0.346893390907,0.237623762376238,24,101,4570673,"armA","V",46.9997739082822,0.382229304660898
"V.g14979__Cnig_chr_V.g17823",0.0241242890061,0.309977408792,0.229357798165138,25,109,4529264,"armA","V",51.0668804587868,0.334258520476871
"V.g14997__Cnig_chr_V.g17843",0.0133381555142,0.300790777899,NA,NA,NA,4567253,"armA","V",51.9593297653144,0.322646123177756
"V.g14989__Cnig_chr_V.g17837",0.026994259025,0.237491196662,0.388888888888889,42,108,4552001,"armA","V",48.8907623952625,0.267687214723767
"V.g14981__Cnig_chr_V.g17831",0.0594794515437,0.319974219266,0.514851485148515,52,101,4533406,"armA","V",48.0899602386393,0.352346897621268
"V.g14984__Cnig_chr_V.g17828",0.0406357369655,0.265874204006,NA,NA,NA,4537311,"armA","V",48.3072873003477,0.297656165687978
"V.g14999__Cnig_chr_V.g17846",0.0448469058813,0.271488402597,0.450980392156863,46,102,4572863,"armA","V",47.0292978201371,0.306744067407871
"V.g14859__Cnig_chr_V.g17625",0.0689221722949,0.220665323075,NA,NA,NA,4064570,"armA","V",47.0419929527038,0.255886481246809
"V.g15361__Cnig_chr_V.g18252",0.0180254039207,0.207056274529,0.435643564356436,44,101,6248039,"center","V",49.1393214505366,0.236576684237655
"V.g15360__Cnig_chr_V.g18249",0.0406363609373,0.293254243777,0.202797202797203,29,143,6243550,"center","V",47.671815964256,0.326763480059188
"V.g18231__Cnig_chr_V.g21673",0.0157896243629,0.237101322955,NA,NA,NA,18038066,"armB","V",49.3155641281192,0.266142687452373
"V.g18512__Cnig_chr_V.g21671",0.0279065068792,0.236888135078,NA,NA,NA,19457985,"tipB","V",46.8172654156427,0.272720125154707
"V.g15359__Cnig_chr_V.g18248",0.0170026660621,0.318434434071,0.311688311688312,48,154,6240732,"center","V",50.3752896669766,0.344595358645276
"V.g18510__Cnig_chr_V.g21672",0.0510737621261,0.401910266987,NA,NA,NA,19447655,"tipB","V",46.2561987291763,0.439267292390269
"V.g18020__Cnig_chr_V.g21392",0.0541322122748,0.240699367874,NA,NA,NA,16870134,"armB","V",47.2191993400138,0.275438861375175
"V.g18014__Cnig_chr_V.g21367",0.0905749429422,0.285887799303,0.220183486238532,24,109,16842283,"armB","V",48.1282465826187,0.318156411549012
"V.g18035__Cnig_chr_V.g21402",0.0470123956441,0.303921905389,0.176470588235294,18,102,16940959,"armB","V",48.0834777483979,0.336312203800601
"V.g15248__Cnig_chr_V.g18128",0.0385482745433,0.164194752891,NA,NA,NA,5798039,"armA","V",49.7518245964516,0.192050317835775
"V.g14887__Cnig_chr_V.g17692",0.0265841167457,0.239419917883,0.238993710691824,38,159,4193983,"armA","V",47.456992094998,0.27351306691123
"V.g14888__Cnig_chr_V.g17695",0.049852345509,0.294102484858,0.271929824561404,31,114,4198651,"armA","V",52.2586303758486,0.315144301165359
"V.g14892__Cnig_chr_V.g17700",0.0386618199625,0.317431924425,NA,NA,NA,4219110,"armA","V",50.5082774197382,0.343231374996536
"V.g14890__Cnig_chr_V.g17697",0.0287156315584,0.33464248157,NA,NA,NA,4209909,"armA","V",51.2554564161432,0.358411024956582
"V.g14730__Cnig_chr_V.g17421",0.00391880488527,0.330196568045,NA,NA,NA,3481428,"armA","V",48.1673362742,0.362358930602689
"V.g15246__Cnig_chr_V.g18125",0.0192949517096,0.1809387083,0.15,24,160,5790879,"armA","V",46.8001927249674,0.2168171036562
"V.g14713__Cnig_chr_V.g17404",0.0522558250368,0.321663274428,NA,NA,NA,3406710,"armA","V",51.1729623119944,0.345656045034081
"V.g15243__Cnig_chr_V.g18118",0.0456790064596,0.277346781584,0.359223300970874,37,103,5780915,"armA","V",46.487905108109,0.314074005892701
"V.g15247__Cnig_chr_V.g18126",0.0210829754374,0.270939176007,0.0645161290322581,12,186,5793398,"armA","V",49.475013854996,0.29954714021139
"V.g14729__Cnig_chr_V.g17420",0.0392168639677,0.394299016716,0.444444444444444,48,108,3478837,"armA","V",48.7040726748679,0.425002476095484
"V.g15006__Cnig_chr_V.g17426",0.0970348108443,0.501448655138,0.205357142857143,23,112,4591336,"armA","V",46.6967452727918,0.537608231007703
"V.g15005__Cnig_chr_V.g17853",0.0426958356214,0.283757242373,NA,NA,NA,4589357,"armA","V",42.793537718839,0.330526126459113
"V.g14716__Cnig_chr_V.g17407",0.0185876719601,0.262119859314,0.388888888888889,42,108,3426784,"armA","V",49.8848643221484,0.289613808988402
"V.g15053__Cnig_chr_V.g17897",0.151973276218,0.575191376393,0.346534653465347,35,101,4776354,"armA","V",51.1553337008853,0.599232063325871
"V.g14891__Cnig_chr_V.g17699",0.013352535622,0.288291850918,0.588235294117647,60,102,4214842,"armA","V",51.3041282130547,0.31192809949634
"IV.g11270__Cnig_chr_IV.g13170",0.0122953720947,0.23147604976,NA,NA,NA,5059565,"armA","IV",46.2447626674954,0.268864159521833
"V.g17248__Cnig_chr_V.g20321",0.180437818293,0.510688711206,0.568627450980392,58,102,13872369,"center","V",48.6296140306257,0.541594556621897
"V.g17242__Cnig_chr_V.g20313",0.0433928133396,0.236068938611,NA,NA,NA,13845701,"center","V",48.9050046565692,0.266226244783171
"V.g17551__Cnig_chr_V.g20681",0.0266546639313,0.312225610723,0.457943925233645,49,107,14941030,"armB","V",48.5792257333552,0.343268416566662
"V.g17241__Cnig_chr_V.g20310",0.0330241982881,0.245450490158,NA,NA,NA,13835398,"center","V",43.8544237350404,0.289335780027617
"IV.g11276__Cnig_chr_IV.g13175",0.0106666540004,0.217380280074,0.490384615384615,51,104,5086268,"armA","IV",46.5211751163262,0.254017073175378
"X.g20389__Cnig_chr_X.g24259",0.0214906682904,0.203003462138,0.475728155339806,49,103,10519070,"center","X",47.8480729234299,0.236033614390114
"V.g15077__Cnig_chr_V.g17938",0.0671625688402,0.256929138325,0.274509803921569,28,102,4882509,"armA","V",39.9793164469122,0.311347357080188
"V.g15440__Cnig_chr_V.g18390",0.131077675764,0.398353284469,NA,NA,NA,6697906,"center","V",41.371962688116,0.448986151560172
"V.g15083__Cnig_chr_V.g17946",0.103365613903,0.39700212992,0.465346534653465,47,101,4904339,"armA","V",43.0166320413488,0.443164621341587
"V.g15079__Cnig_chr_V.g17939",0.230461057741,0.514971767691,NA,NA,NA,4889006,"armA","V",41.4987803607178,0.56525993167394
"V.g15428__Cnig_chr_V.g18367",0.0498738270962,0.296636489239,NA,NA,NA,6627142,"center","V",45.5518884211135,0.335907900448032
"IV.g10709__Cnig_chr_IV.g12130",0.212359728934,0.542046004005,0.333333333333333,44,132,1568013,"armA","IV",47.4661295519703,0.576114316511986
"X.g22089__Cnig_chr_X.g26272",0.0688446306561,0.415576710578,0.470588235294118,48,102,19846584,"armB","X",48.9552214892599,0.44559752238027
"IV.g10561__Cnig_chr_IV.g12136",0.213508401487,0.444052262825,0.25,29,116,522269,"armA","IV",47.8231486567863,0.477150161724771
"V.g15427__Cnig_chr_V.g18366",0.0962541330546,0.398143940153,0.598039215686274,61,102,6620739,"center","V",46.6525097938773,0.434423752475267
"V.g14701__Cnig_chr_V.g17387",0.0190795364397,0.290711471353,0.343137254901961,35,102,3358654,"armA","V",48.7006367440635,0.321424269935796
"V.g15429__Cnig_chr_V.g18369",0.0703071717189,0.271783912212,NA,NA,NA,6634215,"center","V",45.0016785353393,0.312550848878289
"V.g14190__Cnig_chr_V.g16714",0.0606435266662,0.197887922834,NA,NA,NA,1243191,"armA","V",44.8595997183429,0.239041043924176
"V.g15994__Cnig_chr_V.g18954",0.00265955134933,0.196481116605,0.490196078431373,50,102,8837543,"center","V",44.6937955652912,0.238084909953562
"V.g16139__Cnig_chr_V.g19127",0.0394905909554,0.305322548252,0.607843137254902,62,102,9465344,"center","V",45.8802365034532,0.343701476558276
"V.g15298__Cnig_chr_V.g18183",0.113981280999,0.489131070336,0.431372549019608,44,102,5996431,"armA","V",49.9890777370384,0.516341757533691
"V.g14567__Cnig_chr_V.g17200",0.0149744917761,0.343432526452,NA,NA,NA,2817382,"armA","V",50.8330870600406,0.368349111959868
"V.g15051__Cnig_chr_V.g17895",0.0671929796437,0.2816609828,0.485436893203884,50,103,4763883,"armA","V",44.689429889853,0.323276642490706
"V.g15017__Cnig_chr_V.g17867",0.0505066947024,0.358069281991,0.417391304347826,48,115,4624475,"armA","V",48.3417720056379,0.389757510797614
"V.g14577__Cnig_chr_V.g17217",0.0164583347711,0.233666200523,0.405660377358491,43,106,2881124,"armA","V",50.8555041074097,0.258521854255769
"V.g15995__Cnig_chr_V.g18955",0.0134882660557,0.276073303934,0.298076923076923,31,104,8842299,"center","V",45.9369379694484,0.314298111988983
"V.g15431__Cnig_chr_V.g18373",0.105086442506,0.307211954552,NA,NA,NA,6646045,"center","V",47.8509505671722,0.340234285080832
"V.g15052__Cnig_chr_V.g17896",0.104220747386,0.378423602774,0.306930693069307,31,101,4767208,"armA","V",46.4147825713511,0.415349581445442
"V.g14755__Cnig_chr_V.g17544",0.00538035024843,0.21520919233,0.517543859649123,59,114,3587939,"armA","V",34.2598700004141,0.285173438125614
"V.g15267__Cnig_chr_V.g18147",0.0566697336665,0.341085414638,NA,NA,NA,5854759,"armA","V",48.8296869151308,0.371447441958621
"V.g15279__Cnig_chr_V.g18152",0.0262752938576,0.15114788401,0.306122448979592,45,147,5893633,"armA","V",48.926801602471,0.181245943904833
"V.g15266__Cnig_chr_V.g18145",0.0429096976778,0.199684211087,0.495145631067961,51,103,5849162,"armA","V",40.8479445146071,0.251741411943904
"V.g14759__Cnig_chr_V.g17548",0.00384482771182,0.22182975076,0.613861386138614,62,101,3595608,"armA","V",32.3537067152765,0.296975138865699
"V.g14753__Cnig_chr_V.g17542",0.0394411167649,0.330903912714,0.594059405940594,60,101,3583112,"armA","V",36.7684760903607,0.394049516448201
"V.g17409__Cnig_chr_V.g20499",0.0208555040393,0.30121673285,0.457142857142857,48,105,14459329,"armB","V",47.1449937938927,0.3361579244416
