"gene","sex","class","chromosome","logFC.F1.vs.briggsae","logFC.F1.vs.nigoni","F1_dist_from_zero"
"I.g1341.t1__Cnig_chr_I.g930.t1","female","overdominant","I",1.71757610741122,1.64116777358271,2.37560504836059
"I.g1342.t1__Cnig_chr_I.g931.t1","female","ambiguous","I",-1.12273611840141,-1.73147876496469,2.06362668743324
"I.g1343.t2__Cnig_chr_I.g932.t1","female","overdominant","I",1.16256225578027,0.677308401442617,1.3454730280573
"I.g1344.t1__Cnig_chr_I.g933.t1","female","additive","I",-0.586941463949834,0.375106402647022,0.696566648218506
"I.g1347.t1__Cnig_chr_I.g934.t1","female","underdominant","I",-4.21554763189108,-1.76788942963726,4.57124434614533
"I.g1348.t1__Cnig_chr_I.g935.t1","female","C. nigoni dominant","I",-2.23091459972666,0.545089400032768,2.29654140073757
"I.g1349.t1__Cnig_chr_I.g938.t2","female","C. nigoni dominant","I",-3.87351898647337,-1.26681372122382,4.07540996009611
"I.g1350.t2__Cnig_chr_I.g940.t1","female","overdominant","I",0.919640108783767,2.14380387394479,2.33273079879023
"I.g1351.t1__Cnig_chr_I.g941.t1","female","C. briggsae dominant","I",0.256281020823493,0.979499946734678,1.01247227482414
"I.g1352.t1__Cnig_chr_I.g942.t1","female","overdominant","I",1.00243594328125,1.00176732149933,1.41718579826574
"I.g1353.t1__Cnig_chr_I.g949.t1","female","C. briggsae dominant","I",-0.137575505433429,-1.39756347532494,1.40431858467286
"I.g1354.t1__Cnig_chr_I.g950.t2","female","overdominant","I",0.647448783266546,0.357790241443342,0.739732237924924
"I.g1355.t1__Cnig_chr_I.g951.t1","female","ambiguous","I",0.591668796471311,0.788037044743547,0.985431047108804
"I.g1356.t4__Cnig_chr_I.g952.t1","female","C. briggsae dominant","I",0.228215371441321,-0.282891052440907,0.363468847789221
"I.g1357.t4__Cnig_chr_I.g953.t1","female","underdominant","I",-2.84461042679314,-4.31076181908836,5.16473386934218
"I.g1359.t1__Cnig_chr_I.g954.t1","female","no change","I",-0.175739853648876,-0.273794504200165,0.325342783369699
"I.g1360.t1__Cnig_chr_I.g956.t2","female","C. nigoni dominant","I",-4.32902809622324,-0.911205694612886,4.42388743932135
"I.g1361.t1__Cnig_chr_I.g957.t1","female","C. briggsae dominant","I",-0.218609682686284,1.15536593799965,1.17586591244666
"I.g1362.t1__Cnig_chr_I.g958.t1","female","overdominant","I",1.12775607956786,2.85188218692289,3.06676797020745
"I.g1363.t1__Cnig_chr_I.g959.t1","female","C. nigoni dominant","I",1.98827014818129,0.0379339970166363,1.98863198462624
"I.g1364.t1__Cnig_chr_I.g990.t1","female","C. briggsae dominant","I",0.568695855607982,-4.54415558046824,4.57960313954019
"I.g1365.t1__Cnig_chr_I.g989.t1","female","C. nigoni dominant","I",-3.85258056200278,0.337248630813187,3.86731348945324
"I.g1366.t3__Cnig_chr_I.g988.t2","female","C. briggsae dominant","I",-0.337232267861954,-1.40476351085539,1.44467509285586
"I.g1367.t1__Cnig_chr_I.g986.t1","female","C. nigoni dominant","I",-6.36285458447031,-0.764660286596283,6.40863665821463
"I.g1368.t1__Cnig_chr_I.g985.t1","female","C. nigoni dominant","I",-5.4791758173994,-1.17707523298155,5.60418359282358
"I.g1369.t1__Cnig_chr_I.g983.t1","female","underdominant","I",-5.2990950206094,-4.67443078087731,7.06616665262436
"I.g1370.t1__Cnig_chr_I.g982.t2","female","ambiguous","I",-0.501904947946993,1.01431111463776,1.13169590175602
"I.g1371.t3__Cnig_chr_I.g981.t2","female","C. nigoni dominant","I",-6.8713435441576,-1.46850562013936,7.02651199801275
"I.g1372.t1__Cnig_chr_I.g980.t1","female","underdominant","I",-2.61773092142993,-0.969455239496888,2.79147965036437
"I.g1373.t2__Cnig_chr_I.g979.t3","female","underdominant","I",-0.889307656632932,-2.92951547114761,3.06152396754282
"I.g1374.t2__Cnig_chr_I.g978.t1","female","C. briggsae dominant","I",0.0872251778208196,-0.919335367927583,0.923463995166254
"I.g1376.t2__Cnig_chr_I.g977.t1","female","underdominant","I",-1.33962039555826,-2.38097266089289,2.7319614960894
"I.g1377.t3__Cnig_chr_I.g976.t2","female","C. briggsae dominant","I",-0.404204497998143,-1.61939935174399,1.66908224381867
"I.g1378.t2__Cnig_chr_I.g975.t1","female","C. briggsae dominant","I",0.118089039985616,1.10202193608008,1.10833089326537
"I.g1379.t1__Cnig_chr_I.g974.t1","female","C. nigoni dominant","I",0.561554554815923,-0.0391271786490071,0.562916027612948
"I.g1380.t1__Cnig_chr_I.g973.t1","female","ambiguous","I",-0.329514721135675,0.122044315489156,0.351389764205417
"I.g1381.t1__Cnig_chr_I.g972.t1","female","C. briggsae dominant","I",0.396948936836221,0.94687109909874,1.02670995746796
"I.g1382.t1__Cnig_chr_I.g971.t1","female","C. briggsae dominant","I",0.1217202996398,1.3653626900494,1.37077755552217
"I.g1383.t2__Cnig_chr_I.g970.t1","female","C. briggsae dominant","I",-0.470726914600881,-1.4921725369153,1.56466057279332
"I.g1387.t2__Cnig_chr_I.g968.t1","female","C. briggsae dominant","I",0.156407679812488,-0.975553147204226,0.988011794122113
"I.g1388.t1__Cnig_chr_I.g967.t1","female","overdominant","I",1.60822970132227,1.50134238519294,2.20009811821926
"I.g1389.t1__Cnig_chr_I.g966.t1","female","additive","I",11.2346623296418,-0.353329980805715,11.2402170680289
"I.g1390.t1__Cnig_chr_I.g964.t1","female","underdominant","I",-1.78536143600046,-1.00225294039715,2.04744387314826
"I.g1391.t1__Cnig_chr_I.g963.t1","female","additive","I",-2.11646267030586,3.12115791053752,3.77107954534364
"I.g1392.t1__Cnig_chr_I.g962.t1","female","overdominant","I",0.722020437142268,1.57530765156662,1.7328899874878
"I.g1394.t1__Cnig_chr_I.g961.t1","female","overdominant","I",0.509825929318442,0.962224853221388,1.08894405107073
"I.g1395.t1__Cnig_chr_I.g960.t2","female","overdominant","I",1.06448355860742,1.53052433927956,1.86430415964581
"I.g1397.t1__Cnig_chr_I.g991.t1","female","C. nigoni dominant","I",-4.14696484293519,1.01230183584814,4.26873194466483
"I.g1398.t1__Cnig_chr_I.g992.t1","female","overdominant","I",1.12239368333751,3.17199757963335,3.36471933830978
"I.g1399.t2__Cnig_chr_I.g994.t1","female","ambiguous","I",-0.538298823508478,-1.36104697831808,1.46363058883702
"I.g1400.t1__Cnig_chr_I.g995.t1","female","underdominant","I",-3.07974367587404,-1.75960719577796,3.54697597856536
"I.g1401.t2__Cnig_chr_I.g996.t1","female","underdominant","I",-2.31820192257345,-2.26089440896003,3.23816362809076
"I.g1402.t1__Cnig_chr_I.g997.t1","female","ambiguous","I",-1.08816636043585,-0.55169015356794,1.22002789047137
"I.g1403.t1__Cnig_chr_I.g998.t1","female","overdominant","I",0.679493847615248,1.58212637180796,1.72186983983029
"I.g1404.t1__Cnig_chr_I.g1000.t1","female","C. briggsae dominant","I",0.0198491466025381,1.96189380051324,1.9619942082262
"I.g1405.t1__Cnig_chr_I.g1001.t1","female","underdominant","I",-0.460450213274846,-0.777287780660848,0.903432727362429
"I.g1406.t1__Cnig_chr_I.g1002.t1","female","no change","I",0.256857437698472,-0.00754329122779068,0.256968178075753
"I.g1407.t1__Cnig_chr_I.g1004.t1","female","C. briggsae dominant","I",-0.117621576341653,1.5490541537716,1.55351331070518
"I.g1408.t1__Cnig_chr_I.g1005.t1","female","overdominant","I",0.39747474743014,0.729773881438677,0.830997047452472
"I.g1409.t2__Cnig_chr_I.g1006.t1","female","overdominant","I",0.637927312079953,0.436192443342928,0.772796935246917
"I.g1410.t1__Cnig_chr_I.g1007.t1","female","additive","I",1.14638898558042,-0.743286648298425,1.36626598720703
"I.g1412.t2__Cnig_chr_I.g1009.t1","female","overdominant","I",1.00920245066182,2.63758930183279,2.82406921153937
"I.g1413.t1__Cnig_chr_I.g1010.t1","female","overdominant","I",0.947384898051174,0.907043390780615,1.31158905828549
"I.g1414.t1__Cnig_chr_I.g1011.t1","female","underdominant","I",-1.18223907390828,-1.15685990440571,1.65409010223056
"I.g1415.t1__Cnig_chr_I.g1012.t1","female","C. briggsae dominant","I",-0.0737271918643983,0.48636547174535,0.491921813834563
"I.g1416.t1__Cnig_chr_I.g1013.t2","female","overdominant","I",0.558186084415442,1.01489987323625,1.15827175461115
"I.g1417.t1__Cnig_chr_I.g1015.t1","female","overdominant","I",1.48122224729835,0.720413562708061,1.64712326412606
"I.g1418.t1__Cnig_chr_I.g1016.t1","female","C. nigoni dominant","I",-4.30146996759555,-0.308469415911437,4.31251634926515
"I.g1419.t1__Cnig_chr_I.g1019.t1","female","C. briggsae dominant","I",-0.402527355326446,-1.81313557794607,1.85727997237894
"I.g1422.t1__Cnig_chr_I.g1020.t1","female","underdominant","I",-2.26232454729356,-3.06059433457161,3.80596243256536
"I.g1423.t1__Cnig_chr_I.g1021.t1","female","underdominant","I",-2.57732249552408,-2.40460481674573,3.52487100056885
"I.g1424.t1__Cnig_chr_I.g1022.t1","female","underdominant","I",-1.44958799086846,-1.60609902835046,2.16352939248311
"I.g1425.t1__Cnig_chr_I.g1023.t2","female","underdominant","I",-1.11894362270467,-0.882131024078424,1.4248473512742
"I.g1426.t2__Cnig_chr_I.g1025.t2","female","overdominant","I",1.02445754917546,1.09678659314646,1.50081781071801
"I.g1427.t3__Cnig_chr_I.g1026.t1","female","overdominant","I",1.1529763330564,1.97259568323824,2.28483875888832
"I.g1428.t1__Cnig_chr_I.g1028.t1","female","overdominant","I",1.39261968068366,0.933656405783433,1.67663468265687
"I.g1429.t1__Cnig_chr_I.g1029.t1","female","overdominant","I",0.907641351163965,1.52587280996352,1.77541562867085
"I.g1430.t2__Cnig_chr_I.g1030.t2","female","C. briggsae dominant","I",-0.0804940914929641,-1.19179476553478,1.19450996727586
"I.g1431.t1__Cnig_chr_I.g1031.t1","female","C. briggsae dominant","I",-0.117613470399386,2.80741894335247,2.80988150140067
"I.g1432.t1__Cnig_chr_I.g1032.t1","female","C. briggsae dominant","I",0.213918464798646,1.0142325832674,1.03654659448723
"I.g1434.t1__Cnig_chr_I.g1034.t1","female","overdominant","I",0.691272337254231,1.03275518367156,1.24275529113876
"I.g1435.t1__Cnig_chr_I.g1035.t1","female","C. briggsae dominant","I",0.27909373028508,0.520435618185774,0.590547663580891
"I.g1436.t1__Cnig_chr_I.g1036.t1","female","overdominant","I",1.5969394980021,1.57976609492106,2.24630289029359
"I.g1437.t2__Cnig_chr_I.g1037.t1","female","C. briggsae dominant","I",-0.28931431286486,-6.92079600547552,6.92684055836673
"I.g1438.t3__Cnig_chr_I.g1038.t3","female","overdominant","I",1.22106523524122,1.37196039044401,1.8366479307864
"I.g1439.t1__Cnig_chr_I.g1039.t1","female","underdominant","I",-0.519307910892682,-0.550412606286403,0.756726333276907
"I.g1440.t1__Cnig_chr_I.g1040.t1","female","C. briggsae dominant","I",0.0442205955225341,1.41131190486396,1.41200451623892
"I.g1441.t3__Cnig_chr_I.g1041.t3","female","overdominant","I",1.82909241145869,1.82578902199707,2.58439250163375
"I.g1443.t1__Cnig_chr_I.g1042.t2","female","overdominant","I",0.507173935806983,0.980446816530657,1.10385749134888
"I.g1444.t1__Cnig_chr_I.g1043.t1","female","overdominant","I",0.958538172746552,0.914128542001184,1.32454762840508
"I.g1445.t1__Cnig_chr_I.g1044.t1","female","C. briggsae dominant","I",0.346421634267013,2.1265451105013,2.15457700156787
"I.g1446.t1__Cnig_chr_I.g1045.t1","female","underdominant","I",-4.34152658364085,-9.94258488575845,10.8491403939194
"I.g1447.t1__Cnig_chr_I.g1046.t1","female","underdominant","I",-2.82085240506447,-2.36895742689823,3.68363510429769
"I.g1449.t1__Cnig_chr_I.g1047.t1","female","C. nigoni dominant","I",-2.32719743180327,-0.345629063894836,2.35272338714107
"I.g1450.t1__Cnig_chr_I.g1048.t1","female","C. nigoni dominant","I",-3.791467931691,0.0088906996603857,3.79147835567891
"I.g1451.t1__Cnig_chr_I.g1050.t1","female","C. nigoni dominant","I",-1.67342179852734,0.190778838361874,1.68426158329197
"I.g1452.t1__Cnig_chr_I.g1051.t1","female","overdominant","I",1.23962832776722,0.309458402764257,1.2776708864353
"I.g1453.t1__Cnig_chr_I.g1052.t1","female","overdominant","I",0.711390780749331,1.97845347744281,2.102464031878
"I.g1454.t3__Cnig_chr_I.g1053.t2","female","overdominant","I",1.22847422881271,0.885413577731399,1.51430054298613
"I.g1455.t1__Cnig_chr_I.g1054.t1","female","C. briggsae dominant","I",0.219035011187446,1.71083667799649,1.72480099573949
"I.g1456.t3__Cnig_chr_I.g1056.t1","female","C. briggsae dominant","I",0.0187086675508198,1.58803322483451,1.58814342470062
"I.g1457.t1__Cnig_chr_I.g1057.t1","female","overdominant","I",0.755299663610772,1.81154055071273,1.96269120055273
"I.g1459.t1__Cnig_chr_I.g1058.t2","female","additive","I",0.769848748008235,-0.500536564940527,0.918261372187848
"I.g1460.t1__Cnig_chr_I.g1059.t2","female","overdominant","I",1.32742179851202,0.269243402677443,1.35445215531971
"I.g1461.t1__Cnig_chr_I.g1060.t1","female","overdominant","I",1.10703819698888,1.28244190142092,1.69416374654651
"I.g1462.t3__Cnig_chr_I.g1062.t1","female","additive","I",-3.07918671064269,1.91056372378217,3.62376110438187
"I.g1463.t1__Cnig_chr_I.g1063.t1","female","C. nigoni dominant","I",-5.49314664469133,-0.47452489927567,5.5136044417528
"I.g1464.t1__Cnig_chr_I.g1064.t1","female","underdominant","I",-1.55650122892418,-1.92497924480771,2.47552846248694
"I.g1465.t1__Cnig_chr_I.g1065.t1","female","ambiguous","I",-0.369060525641005,-0.224426308185042,0.431940782274588
"I.g1466.t3__Cnig_chr_I.g1066.t3","female","underdominant","I",-1.67991792811597,-3.1990585567441,3.61332255613626
"I.g1467.t3__Cnig_chr_I.g1067.t1","female","additive","I",-4.17755502787248,2.66585294512444,4.95567734380793
"I.g1468.t1__Cnig_chr_I.g1069.t1","female","C. nigoni dominant","I",-5.5673978203744,-0.198667917708826,5.57094134162588
"I.g1469.t1__Cnig_chr_I.g1070.t1","female","C. nigoni dominant","I",-6.47714424058103,-1.00379218449391,6.55446384252313
"I.g1470.t3__Cnig_chr_I.g1071.t3","female","underdominant","I",-1.10841189550623,-2.46472166094625,2.70248585491902
"I.g1473.t1__Cnig_chr_I.g1073.t1","female","no change","I",-0.553550520857328,-0.770607910598776,0.94881754358719
"I.g1475.t1__Cnig_chr_I.g1078.t2","female","underdominant","I",-2.82165012142391,-1.83044766621675,3.36336855941925
"I.g1476.t1__Cnig_chr_I.g1079.t1","female","C. nigoni dominant","I",5.45101920398271,0.134185029060159,5.45267053692154
"I.g1479.t1__Cnig_chr_I.g1080.t1","female","C. nigoni dominant","I",-6.9846845249183,-1.6679729508845,7.18108290423635
"I.g1482.t1__Cnig_chr_I.g1085.t2","female","additive","I",-0.513249748360185,0.787981846727997,0.940393904151158
"I.g1483.t1__Cnig_chr_I.g1291.t3","female","overdominant","I",3.23398190027171,1.8518247361167,3.72664645285526
"I.g1487.t2__Cnig_chr_I.g1099.t1","female","C. briggsae dominant","I",-1.02617106671519,-5.56539286911108,5.65920708630775
"I.g1488.t2__Cnig_chr_I.g1101.t2","female","C. briggsae dominant","I",-0.169677020133466,2.50394614094866,2.50968854002505
"I.g1489.t1__Cnig_chr_I.g1102.t1","female","overdominant","I",2.26092715609862,1.10945893700581,2.51846992002808
"I.g1490.t3__Cnig_chr_I.g1103.t1","female","overdominant","I",0.724526814682277,1.03676252483779,1.26483818652889
"I.g1491.t2__Cnig_chr_I.g1105.t1","female","overdominant","I",0.519043336759704,0.381700593494916,0.644283577711724
"I.g1492.t2__Cnig_chr_I.g1106.t1","female","overdominant","I",0.576482875116153,1.52589167759771,1.63115845860055
"I.g1493.t1__Cnig_chr_I.g1107.t1","female","overdominant","I",1.32422165122038,1.74926010995849,2.19396306118695
"I.g1494.t1__Cnig_chr_I.g1108.t1","female","ambiguous","I",0.633303179818279,0.121822905657076,0.64491374455091
"I.g1495.t1__Cnig_chr_I.g1110.t1","female","underdominant","I",-2.0391038792019,-0.360551882954376,2.07073472238193
"I.g1498.t1__Cnig_chr_I.g1111.t1","female","overdominant","I",1.03838667511539,0.777002595242979,1.2969116855328
"I.g1499.t1__Cnig_chr_I.g1112.t1","female","overdominant","I",1.99097860923155,0.708839592908637,2.11339759413426
"I.g1501.t1__Cnig_chr_I.g1113.t1","female","overdominant","I",1.20312372318966,0.968375027221898,1.54442768903201
"I.g1502.t1__Cnig_chr_I.g1114.t1","female","C. nigoni dominant","I",-0.51218462368462,0.102535226239792,0.522347165550844
"I.g1503.t1__Cnig_chr_I.g1115.t1","female","overdominant","I",2.66019028277615,0.548114292478218,2.71607098916717
"I.g1504.t1__Cnig_chr_I.g1116.t2","female","overdominant","I",1.64596718201857,1.83052785068663,2.46171488528252
"I.g1505.t2__Cnig_chr_I.g1117.t1","female","overdominant","I",1.074838402894,5.39455105609556,5.50058712222227
"I.g1506.t3__Cnig_chr_I.g1118.t1","female","C. briggsae dominant","I",-0.163392153039516,0.697412005302753,0.716296377776194
"I.g1507.t1__Cnig_chr_I.g1119.t1","female","underdominant","I",-1.26332702985787,-1.72672570208466,2.13952724558704
"I.g1509.t4__Cnig_chr_I.g1122.t4","female","overdominant","I",0.868915982158666,1.01390791092446,1.3352993057311
"I.g1510.t1__Cnig_chr_I.g1123.t1","female","overdominant","I",1.34842513790108,2.21280943087021,2.59128846905775
"I.g1512.t1__Cnig_chr_I.g1124.t1","female","C. briggsae dominant","I",-0.582851497609837,0.840766133480612,1.02303644093159
"I.g1513.t1__Cnig_chr_I.g1125.t2","female","overdominant","I",1.51585587659805,1.49504369786872,2.12907836801603
"I.g1514.t1__Cnig_chr_I.g1126.t1","female","overdominant","I",1.24071842905393,1.56989896746564,2.00099100153991
"I.g1515.t2__Cnig_chr_I.g1127.t2","female","overdominant","I",1.46433759103237,2.01740674896906,2.49283264004955
"I.g1516.t1__Cnig_chr_I.g1128.t1","female","overdominant","I",0.803282186131488,0.356880743136962,0.878991544543048
"I.g1518.t1__Cnig_chr_I.g1129.t1","female","overdominant","I",1.53846415439487,2.04205614363942,2.55672940455837
"I.g1519.t2__Cnig_chr_I.g1130.t1","female","C. briggsae dominant","I",-0.142089593897739,-1.20422659877172,1.21258037007174
"I.g1520.t1__Cnig_chr_I.g1131.t1","female","C. briggsae dominant","I",0.0569603539892278,-1.91915721808666,1.92000232022274
"I.g1521.t1__Cnig_chr_I.g1132.t2","female","overdominant","I",1.54174240539635,2.376544056272,2.83283096848349
"I.g1522.t1__Cnig_chr_I.g1133.t2","female","additive","I",0.342052539315993,-0.20592600943669,0.39925613459913
"I.g1523.t1__Cnig_chr_I.g1134.t1","female","overdominant","I",0.916843328903617,2.03213827187882,2.22939176588363
"I.g1525.t1__Cnig_chr_I.g1138.t1","female","C. briggsae dominant","I",-0.26260264217801,0.707526483495579,0.754687930555731
"I.g1526.t2__Cnig_chr_I.g1139.t2","female","overdominant","I",0.418594337846938,1.51888373542144,1.57550913085431
"I.g1528.t1__Cnig_chr_I.g1140.t1","female","overdominant","I",1.47199123274171,1.44993796460073,2.06617479668565
"I.g1529.t1__Cnig_chr_I.g1141.t1","female","overdominant","I",1.37563870553444,1.07978603937572,1.74880523186408
"I.g1530.t1__Cnig_chr_I.g1142.t1","female","overdominant","I",1.73092438413475,1.19702901660095,2.1045136469448
"I.g1531.t1__Cnig_chr_I.g1143.t2","female","additive","I",-0.687091756125442,1.17285025013486,1.35929128246191
"I.g1533.t1__Cnig_chr_I.g1144.t3","female","C. nigoni dominant","I",0.830486764596841,0.00326632633704141,0.830493187845794
"I.g1534.t1__Cnig_chr_I.g1145.t1","female","overdominant","I",0.475406013948115,0.334811805415867,0.581472117254016
"I.g1535.t1__Cnig_chr_I.g1146.t2","female","overdominant","I",0.674947796210023,1.72431763374435,1.85170889441361
"I.g1536.t1__Cnig_chr_I.g1147.t2","female","overdominant","I",0.809951306446974,1.02179356029742,1.30387238588768
"I.g1537.t2__Cnig_chr_I.g1148.t2","female","overdominant","I",3.88000645627935,3.30266091698178,5.09529383189315
