seq1,seq2,dn,ds
V.g14749.t1,Cnig_chr_V.g17539.t1,0.0153014350282,0.230201433246
V.g18047.t1,Cnig_chr_V.g21419.t1,0.0149150931995,0.282428474251
V.g18038.t1,Cnig_chr_V.g21412.t1,0.107961226182,0.325466885493
V.g14849.t1,Cnig_chr_V.g17616.t1,0.0119127081332,0.200797141595
V.g14848.t1,Cnig_chr_V.g17615.t1,0.0125959902076,0.226389825981
V.g14746.t1,Cnig_chr_V.g17534.t1,0.0376889583605,0.420108799311
V.g14850.t1,Cnig_chr_V.g17617.t1,0.0290813463894,0.233813550217
V.g18326.t1,Cnig_chr_V.g21794.t1,0.00660629276433,0.288984594834
I.g1834.t1,Cnig_chr_I.g1452.t1,0.0130662880425,0.160822947915
I.g3449.t1,Cnig_chr_I.g3234.t1,0.107407841172,0.169570009588
V.g14747.t2,Cnig_chr_V.g17535.t1,0.0274300101549,0.264835193093
V.g14788.t1,Cnig_chr_V.g17533.t1,0.114875410733,0.39171819747
I.g3450.t1,Cnig_chr_I.g3233.t1,0.0328467360824,0.118674976819
X.g21555.t1,Cnig_chr_X.g25612.t2,0.0205205813892,0.40777811168
I.g1495.t1,Cnig_chr_I.g1110.t1,0.0150033566839,0.134763564842
II.g5847.t1,Cnig_chr_II.g6228.t1,0.00727136696441,0.154951816739
II.g6846.t1,Cnig_chr_II.g7435.t1,0.231565026962,0.73620063234
II.g5965.t1,Cnig_chr_II.g6352.t2,0.0336747403434,0.100433563833
II.g5844.t1,Cnig_chr_II.g6225.t1,0.034184849507,0.225902875782
II.g7240.t1,Cnig_chr_II.g8162.t1,0.191393014357,0.36967235838
II.g6843.t1,Cnig_chr_II.g7423.t1,0.0858124035371,0.198288089358
I.g3448.t1,Cnig_chr_I.g3235.t1,0.305144851397,0.729698389113
I.g3453.t1,Cnig_chr_I.g3231.t1,0.0743126140506,0.496704955371
II.g7244.t1,Cnig_chr_II.g8165.t1,0.0962680401629,0.323323983141
II.g5845.t1,Cnig_chr_II.g6226.t1,2.996603105e-11,0.274984579069
X.g21988.t1,Cnig_chr_X.g26147.t1,0.0275853634598,0.154433541769
I.g3455.t1,Cnig_chr_I.g3230.t1,0.140879910639,0.482041453407
III.g9319.t1,Cnig_chr_III.g10661.t1,0.0152168738355,0.278311638256
II.g5848.t1,Cnig_chr_II.g6229.t1,0.0242525801432,0.250818800312
II.g7247.t1,Cnig_chr_II.g8167.t1,0.244839346551,0.653553702805
II.g7241.t1,Cnig_chr_II.g8163.t1,0.0279315473798,0.266113892171
II.g5846.t1,Cnig_chr_II.g6227.t1,0.0445664047073,0.215242094435
V.g17012.t1,Cnig_chr_V.g20054.t2,0.125906364033,0.50054506604
II.g6641.t2,Cnig_chr_II.g7153.t3,0.0418942134264,0.307522472419
V.g16454.t2,Cnig_chr_V.g19478.t2,0.00901867466533,0.115692042424
II.g6580.t3,Cnig_chr_II.g7021.t3,0.0277312763158,0.317609648959
II.g6662.t1,Cnig_chr_II.g7181.t3,0.0901996016049,0.334514116201
III.g9424.t3,Cnig_chr_III.g10777.t1,0.11184026591,0.200128234399
X.g20989.t1,Cnig_chr_X.g24942.t1,8.03848840887e-12,0.080556059773
V.g18057.t1,Cnig_chr_V.g21667.t1,0.0209575336914,0.251783643628
V.g17191.t1,Cnig_chr_V.g20259.t1,0.00484428871649,0.0968913607938
IV.g13411.t1,Cnig_chr_IV.g15673.t1,0.0592582695094,0.187388348696
III.g9870.t1,Cnig_chr_III.g11282.t2,0.003351255341,0.219449442175
V.g14965.t1,Cnig_chr_V.g17811.t2,0.0885673405556,0.265828946503
V.g14187.t1,Cnig_chr_V.g16710.t1,1.29747035311e-12,0.012970809368
I.g3587.t1,Cnig_chr_I.g3530.t1,0.0206613956453,0.121212147472
V.g16900.t1,Cnig_chr_V.g19935.t1,0.00296522838509,0.105264077094
V.g17791.t3,Cnig_chr_V.g21021.t1,0.0544626223973,0.324940543973
V.g16898.t1,Cnig_chr_V.g19933.t1,0.0117294436897,0.141099015143
V.g14193.t1,Cnig_chr_V.g16718.t1,3.36160377789e-12,0.0308389038521
III.g7764.t1,Cnig_chr_III.g8771.t2,1.95649788746e-11,0.181541446231
V.g18058.t2,Cnig_chr_V.g21668.t1,0.0212313877487,0.254494774968
V.g17193.t1,Cnig_chr_V.g20261.t1,0.0112567189288,0.0975964389878
V.g16897.t1,Cnig_chr_V.g19932.t1,0.0221066434874,0.152507460795
IV.g13239.t1,Cnig_chr_IV.g15266.t1,0.0263695485685,0.162902794418
I.g2772.t1,Cnig_chr_I.g2384.t1,0.035438541502,0.203556362242
IV.g11013.t1,Cnig_chr_IV.g12748.t3,0.051752138828,0.338794074349
IV.g13829.t1,Cnig_chr_IV.g16209.t1,0.254747753964,0.409402369719
II.g5227.t1,Cnig_chr_II.g5564.t1,0.0745916540192,0.232951048226
V.g16173.t1,Cnig_chr_V.g19168.t1,0.00622697144013,0.22260170852
IV.g13160.t1,Cnig_chr_IV.g15217.t1,0.0056724598492,0.169881814969
II.g5388.t1,Cnig_chr_II.g5733.t1,0.00575369058234,0.0900426448405
I.g2179.t1,Cnig_chr_I.g1806.t1,6.45255345789e-12,0.0645821317993
IV.g12268.t1,Cnig_chr_IV.g14238.t1,1.02159552082e-11,0.101859012737
V.g14031.t1,Cnig_chr_V.g16518.t1,0.0094715879819,0.269566306293
II.g5389.t1,Cnig_chr_II.g5735.t1,0.00457529082566,0.0852228508056
III.g7456.t1,Cnig_chr_III.g8392.t1,0.0135740921492,0.130632732043
II.g4651.t1,Cnig_chr_II.g5038.t2,0.0620640083897,0.189912791943
X.g21065.t2,Cnig_chr_X.g25024.t1,0.0838579868511,0.37648717893
V.g14030.t2,Cnig_chr_V.g16517.t2,0.0928668459515,0.52239237929
V.g15142.t1,Cnig_chr_V.g18009.t2,0.049915151885,0.345072902725
X.g21066.t3,Cnig_chr_X.g25025.t1,0.0365839782958,0.327817796397
X.g21064.t1,Cnig_chr_X.g25023.t1,0.0347973786818,0.239186269152
V.g15009.t1,Cnig_chr_V.g17861.t1,0.0593090469864,0.407900745878
V.g14028.t1,Cnig_chr_V.g16515.t1,0.0124603127432,0.165678366088
II.g7165.t3,Cnig_chr_II.g7938.t1,0.176185930024,0.668739929977
V.g15065.t2,Cnig_chr_V.g17917.t1,0.0238783266975,0.184409156265
V.g14094.t1,Cnig_chr_V.g16603.t1,0.0174890319119,0.364127536195
V.g14023.t2,Cnig_chr_V.g16510.t3,0.0356791616489,0.247988292048
II.g4789.t1,Cnig_chr_II.g5122.t1,0.158877593584,0.486553681023
V.g14024.t2,Cnig_chr_V.g16511.t3,0.0815024870338,0.412634772058
II.g6794.t2,Cnig_chr_II.g7357.t2,0.343488326031,0.667298241446
V.g14670.t1,Cnig_chr_V.g17344.t1,0.0296199833552,0.199485613163
V.g14909.t1,Cnig_chr_V.g17731.t2,0.0845158873299,0.24065711224
II.g6793.t2,Cnig_chr_II.g7356.t1,0.0330600010288,0.229583076444
II.g4238.t3,Cnig_chr_II.g4353.t1,0.138528253324,0.393145678605
V.g14366.t1,Cnig_chr_V.g16971.t2,0.0830296345916,0.255612491682
V.g14025.t1,Cnig_chr_V.g16512.t1,0.0160265917607,0.312049805638
II.g4786.t1,Cnig_chr_II.g5123.t1,0.145226316187,0.320041979483
V.g15716.t3,Cnig_chr_V.g18666.t2,0.0440955948678,0.242180665977
V.g14377.t1,Cnig_chr_V.g16986.t1,0.0191005228885,0.173607662946
I.g1121.t1,Cnig_chr_I.g24.t1,0.032082566192,0.24710677028
I.g1603.t1,Cnig_chr_I.g1213.t1,0.0543064559372,0.180933754408
X.g22193.t1,Cnig_chr_X.g26504.t1,0.06385817231,0.349749733888
V.g14665.t2,Cnig_chr_V.g17339.t1,0.049048333887,0.112549448761
II.g4242.t1,Cnig_chr_II.g4372.t1,0.0478932503759,0.208782460859
I.g1109.t1,Cnig_chr_I.g38.t3,0.0910716820263,0.258015933448
I.g1123.t1,Cnig_chr_I.g22.t2,0.0920745123198,0.260723152868
X.g22258.t1,Cnig_chr_X.g26432.t1,0.0723146619492,0.225094229836
X.g18796.t1,Cnig_chr_X.g22452.t1,0.0634603321923,0.225069630047
I.g3264.t1,Cnig_chr_I.g3035.t1,0.163577715689,0.267567206905
I.g1075.t1,Cnig_chr_I.g72.t1,0.0303721424334,0.214620917515
I.g3191.t1,Cnig_chr_I.g2943.t1,0.0943853825916,0.364099002778
V.g17813.t1,Cnig_chr_V.g21051.t1,0.20443468657,0.677230078215
V.g17812.t2,Cnig_chr_V.g21050.t2,0.0463926216351,0.327243528814
II.g7123.t1,Cnig_chr_II.g7903.t1,0.179552842905,0.292429691846
X.g21209.t1,Cnig_chr_X.g25190.t3,0.10954089312,0.366023508281
III.g8314.t1,Cnig_chr_III.g9585.t1,0.00570319749663,0.182383928133
II.g7107.t3,Cnig_chr_II.g7913.t1,0.0791800007228,0.183624792864
V.g16411.t1,Cnig_chr_V.g19430.t1,0.00502138728673,0.140518241356
IV.g11885.t1,Cnig_chr_IV.g13760.t1,0.0174909254875,0.223518871078
V.g17787.t1,Cnig_chr_V.g21016.t1,0.0244595654511,0.373297802787
V.g15306.t1,Cnig_chr_V.g18190.t1,0.0237653623393,0.311080381511
V.g15149.t2,Cnig_chr_V.g18017.t1,0.0170105317322,0.191752006197
V.g16368.t1,Cnig_chr_V.g19382.t1,0.00923919962072,0.16074995562
IV.g11886.t1,Cnig_chr_IV.g13759.t1,0.0681135811422,0.314385294103
V.g16353.t2,Cnig_chr_V.g19368.t1,0.0458953995903,0.24597135243
V.g15148.t1,Cnig_chr_V.g18016.t1,0.0188343424065,0.11885452357
V.g15304.t1,Cnig_chr_V.g18188.t1,0.0100236609717,0.222155190635
I.g2655.t1,Cnig_chr_I.g2248.t1,0.0171590270311,0.0933243555054
X.g18846.t1,Cnig_chr_X.g22508.t1,0.0586206005209,0.172476708464
IV.g11884.t1,Cnig_chr_IV.g13761.t1,0.0118526752839,0.201451499595
V.g15303.t1,Cnig_chr_V.g18187.t1,0.0220487684733,0.236750593635
V.g15152.t1,Cnig_chr_V.g18023.t2,0.0235143472601,0.274349757523
V.g15146.t2,Cnig_chr_V.g18014.t1,0.0507764390356,0.240756935713
V.g17788.t1,Cnig_chr_V.g21017.t2,0.00925306013489,0.237865393675
IV.g11063.t2,Cnig_chr_IV.g12912.t1,0.044976696993,0.194545829489
II.g5101.t1,Cnig_chr_II.g5440.t1,0.0178746736509,0.0973470989676
III.g7727.t1,Cnig_chr_III.g8584.t1,0.10635667432,0.530370284931
X.g22338.t1,Cnig_chr_X.g26622.t2,0.0956474578876,0.091208223043
V.g15151.t1,Cnig_chr_V.g17747.t1,0.0801167422364,0.472457211674
IV.g12423.t2,Cnig_chr_IV.g14461.t1,0.019093047559,0.128104540586
V.g15153.t1,Cnig_chr_V.g18025.t1,0.0313519525378,0.261978676041
V.g15007.t1,Cnig_chr_V.g17855.t1,0.127694711239,0.244869734643
II.g5984.t1,Cnig_chr_II.g6368.t1,0.0149761796778,0.121688926514
III.g8126.t1,Cnig_chr_III.g9367.t1,0.0934420675975,0.455125144116
X.g21533.t1,Cnig_chr_X.g25582.t1,0.160569080951,0.391302724583
V.g14370.t1,Cnig_chr_V.g16978.t1,0.0341547780471,0.250924343829
IV.g13317.t1,Cnig_chr_IV.g15418.t3,0.0892598778962,0.280599071158
X.g20797.t1,Cnig_chr_X.g24699.t1,0.130173243973,0.198072942274
V.g15073.t1,Cnig_chr_V.g17931.t1,0.100529125388,0.265260847235
V.g15024.t1,Cnig_chr_V.g17877.t1,0.16911287597,0.358221569007
V.g15069.t1,Cnig_chr_V.g17923.t1,0.324755520626,0.56877251009
V.g13900.t1,Cnig_chr_V.g16334.t1,0.0322514747497,0.110938743675
V.g15074.t1,Cnig_chr_V.g17932.t3,0.0814048906088,0.372630541798
IV.g12472.t1,Cnig_chr_IV.g14471.t1,0.0164814022737,0.240434374708
IV.g12461.t1,Cnig_chr_IV.g14465.t1,0.00219338754136,0.145362688809
IV.g12422.t1,Cnig_chr_IV.g14462.t1,0.0209288161835,0.488423692221
IV.g10935.t1,Cnig_chr_IV.g12715.t1,0.00716610764841,0.214853914045
IV.g12462.t1,Cnig_chr_IV.g14466.t1,0.0279887116128,0.280154722784
IV.g12473.t1,Cnig_chr_IV.g14472.t1,0.0124831668697,0.0790941129553
V.g15437.t1,Cnig_chr_V.g18384.t2,0.0330139141126,0.23308813902
IV.g12471.t1,Cnig_chr_IV.g14470.t1,0.0796466226737,0.212457104133
IV.g12463.t1,Cnig_chr_IV.g14468.t1,0.00227126170151,0.122471160973
X.g19623.t1,Cnig_chr_X.g23408.t1,0.0273253932373,0.262754090039
X.g21326.t1,Cnig_chr_X.g25332.t2,0.0396545941135,0.342771003116
X.g22272.t1,Cnig_chr_X.g26410.t1,0.0519214081201,0.319625907751
V.g14265.t2,Cnig_chr_V.g16871.t1,0.148905298983,0.442758459193
V.g17746.t1,Cnig_chr_V.g20932.t1,0.0124892761988,0.366688741832
V.g15031.t1,Cnig_chr_V.g17887.t1,0.02329769295,0.294593922702
V.g15036.t2,Cnig_chr_V.g17891.t2,0.00330418584421,0.00173628695896
V.g15038.t2,Cnig_chr_V.g17892.t1,0.073420793527,0.278149185257
V.g14621.t1,Cnig_chr_V.g17315.t1,0.0923090170998,0.419433922
V.g15438.t1,Cnig_chr_V.g18385.t1,0.0224528503196,0.255235931449
X.g18797.t3,Cnig_chr_X.g22453.t1,0.0245938578101,0.216445596185
III.g8686.t2,Cnig_chr_III.g9941.t1,0.14447231251,0.355400440883
III.g9018.t1,Cnig_chr_III.g10288.t1,0.00617739296217,0.219065957333
X.g21080.t1,Cnig_chr_X.g25040.t1,0.022699468582,0.195958199761
I.g1961.t1,Cnig_chr_I.g1564.t2,0.0145833542468,0.1447000702
V.g15030.t1,Cnig_chr_V.g17886.t1,0.0251451188714,0.242170047932
I.g3494.t3,Cnig_chr_I.g3340.t3,0.0600882653925,0.310670541139
III.g9020.t1,Cnig_chr_III.g10290.t1,0.0207668353634,0.157054867475
III.g9019.t2,Cnig_chr_III.g10289.t1,0.116152586982,0.510150991663
III.g8687.t1,Cnig_chr_III.g9942.t1,0.0356858207359,0.221569225162
IV.g11088.t3,Cnig_chr_IV.g12959.t2,0.195728050477,0.497354116173
IV.g11365.t2,Cnig_chr_IV.g13189.t2,0.238671449893,0.426927643119
I.g2945.t1,Cnig_chr_I.g2572.t1,0.0108392842021,0.192763921612
IV.g11279.t2,Cnig_chr_IV.g13179.t1,0.103102177635,0.246074766715
IV.g12128.t1,Cnig_chr_IV.g14076.t1,0.0643709084646,0.238823553154
X.g22319.t1,Cnig_chr_X.g25246.t2,0.107071526504,0.510198474696
I.g2944.t1,Cnig_chr_I.g2571.t1,0.050533708144,0.249715681729
IV.g11100.t3,Cnig_chr_IV.g12971.t1,0.0799370403097,0.367921970406
I.g3204.t1,Cnig_chr_I.g2954.t1,0.0313136838417,0.300259442388
I.g3207.t1,Cnig_chr_I.g2958.t2,0.0629629012404,0.27553260381
I.g3206.t1,Cnig_chr_I.g2956.t1,0.0120582305267,0.146527671496
I.g3895.t2,Cnig_chr_I.g3943.t1,0.0235303480548,0.095275590772
IV.g11975.t3,Cnig_chr_IV.g13672.t1,0.0246673933861,0.217378585093
II.g6587.t1,Cnig_chr_II.g7026.t1,0.0771291037025,0.170168636614
IV.g13135.t1,Cnig_chr_IV.g15186.t3,0.013130830202,0.254185878093
V.g14538.t3,Cnig_chr_V.g17151.t3,0.0617854140013,0.328036741479
IV.g12246.t2,Cnig_chr_IV.g14208.t1,0.0140913663503,0.137050253782
I.g3208.t1,Cnig_chr_I.g2959.t1,0.188168978542,0.64759553825
V.g14771.t1,Cnig_chr_V.g17447.t1,0.0621040699036,0.380052780593
V.g15308.t3,Cnig_chr_V.g18192.t1,0.011402836822,0.257188828743
V.g14944.t1,Cnig_chr_V.g17775.t2,0.0280465618056,0.308656938611
IV.g12248.t2,Cnig_chr_IV.g14209.t1,0.04862027968,0.199200353879
V.g14943.t3,Cnig_chr_V.g17774.t2,0.0253770277896,0.259398704338
IV.g11449.t1,Cnig_chr_IV.g13376.t1,0.0190719211708,0.28755428095
V.g14945.t2,Cnig_chr_V.g17776.t2,0.0492050102003,0.447579057228
IV.g11451.t1,Cnig_chr_IV.g13378.t1,0.00482688477968,0.256592401416
V.g16615.t1,Cnig_chr_V.g19654.t1,0.0120027965059,0.280901910549
V.g15310.t1,Cnig_chr_V.g18194.t1,0.116155281045,0.392551515657
V.g17021.t1,Cnig_chr_V.g20061.t3,0.0667152953129,0.289293650612
V.g13877.t3,Cnig_chr_V.g16311.t1,0.00634927559884,0.100810639883
IV.g12567.t1,Cnig_chr_IV.g14576.t1,0.00718326951463,0.21866102262
II.g5606.t1,Cnig_chr_II.g5966.t4,0.109320323357,0.171063759902
IV.g11471.t1,Cnig_chr_IV.g13400.t1,0.107356017272,0.41709973592
IV.g11463.t1,Cnig_chr_IV.g13392.t1,0.0558483171786,0.259480100762
V.g14962.t1,Cnig_chr_V.g17808.t1,0.0187039296761,0.361804466425
V.g15609.t1,Cnig_chr_V.g18553.t1,0.0139644895882,0.247578037877
V.g14959.t1,Cnig_chr_V.g17795.t1,0.00557501068059,0.298591388439
V.g14963.t1,Cnig_chr_V.g17809.t1,0.016698319672,0.274045585004
V.g14866.t1,Cnig_chr_V.g17661.t1,0.0529726956529,0.351487905938
V.g13937.t1,Cnig_chr_V.g16390.t1,0.0380764869382,0.232434958949
V.g18056.t1,Cnig_chr_V.g21424.t1,0.0669605673487,0.396219477867
II.g6441.t2,Cnig_chr_II.g6944.t3,0.0144768508039,0.436314029317
III.g8836.t1,Cnig_chr_III.g10110.t3,0.0193015058677,0.134677460726
III.g8833.t1,Cnig_chr_III.g10109.t1,0.025922940336,0.269873273281
IV.g10981.t2,Cnig_chr_IV.g12835.t1,0.0760139730584,0.273573580676
IV.g10982.t2,Cnig_chr_IV.g12833.t1,0.0266045536788,0.290393155525
III.g7993.t2,Cnig_chr_III.g9148.t2,0.055156054544,0.253270612994
III.g7989.t1,Cnig_chr_III.g9144.t1,0.079209037654,0.429524459062
III.g7992.t1,Cnig_chr_III.g9147.t2,0.0374696726002,0.317057589816
IV.g10984.t1,Cnig_chr_IV.g12830.t1,0.106241252554,0.411445925217
V.g17789.t3,Cnig_chr_V.g21018.t1,0.0390630496119,0.388152951848
IV.g11020.t1,Cnig_chr_IV.g12737.t1,0.0178313166181,0.225755907166
IV.g11019.t1,Cnig_chr_IV.g12739.t1,0.0148465519044,0.188134796371
IV.g13299.t2,Cnig_chr_IV.g15385.t2,0.117747699771,0.334384594445
V.g14737.t3,Cnig_chr_V.g17433.t2,0.0375423689964,0.341059376969
II.g4721.t2,Cnig_chr_II.g4947.t3,0.0764960620278,0.207664479259
V.g14736.t4,Cnig_chr_V.g17432.t3,0.107689638401,0.363237447266
IV.g10992.t1,Cnig_chr_IV.g12821.t1,0.1113020921,0.418458128654
IV.g10986.t1,Cnig_chr_IV.g12828.t1,0.0327467303858,0.309162116332
IV.g10644.t3,Cnig_chr_IV.g12245.t1,0.0404331309505,0.311900654324
II.g7175.t1,Cnig_chr_II.g8091.t2,0.0461963791449,0.196761331328
V.g14246.t2,Cnig_chr_V.g16854.t1,0.028011510503,0.186178895063
II.g4724.t2,Cnig_chr_II.g4931.t1,0.157535122811,0.227560349214
V.g14225.t1,Cnig_chr_V.g16828.t1,0.0602096534229,0.240955961385
V.g14632.t1,Cnig_chr_V.g17298.t1,0.0536554123968,0.267462787491
II.g4605.t1,Cnig_chr_II.g4878.t1,0.410596724859,0.49276028904
V.g14247.t1,Cnig_chr_V.g16857.t1,0.0248414550114,0.347650038815
V.g14255.t1,Cnig_chr_V.g16863.t2,0.0601696279838,0.417523075706
V.g14231.t1,Cnig_chr_V.g16833.t1,0.0892865966548,0.497594518711
V.g14232.t1,Cnig_chr_V.g16834.t3,0.136808937008,0.417493362126
V.g14238.t1,Cnig_chr_V.g16842.t1,0.0716044868304,0.277740978891
V.g14224.t1,Cnig_chr_V.g16829.t1,0.0287256538092,0.31971547789
V.g14242.t1,Cnig_chr_V.g16847.t1,0.0485657332258,0.247236173813
V.g14248.t1,Cnig_chr_V.g16859.t1,0.0638347588741,0.14173668749
II.g6720.t1,Cnig_chr_II.g7261.t1,0.0545731914206,0.268988337136
V.g14239.t1,Cnig_chr_V.g16843.t2,0.0315992347163,0.197350050345
V.g14222.t1,Cnig_chr_V.g16831.t1,0.0348611780374,0.243413794978
V.g15855.t2,Cnig_chr_V.g18810.t1,0.0841073681913,0.319474324616
V.g14241.t1,Cnig_chr_V.g16845.t1,0.0652072664202,0.290804475101
V.g14240.t2,Cnig_chr_V.g16844.t1,0.0440070503393,0.233637416706
V.g15693.t1,Cnig_chr_V.g18649.t1,0.0142758441159,0.248400300479
IV.g11945.t1,Cnig_chr_IV.g13694.t1,2.28810752392e-11,0.193061838271
V.g15258.t1,Cnig_chr_V.g18140.t1,0.0783237572684,0.36700579616
V.g17755.t1,Cnig_chr_V.g20959.t2,0.0467113603447,0.17509558166
V.g14951.t1,Cnig_chr_V.g17785.t1,0.0296853216451,0.270010429779
II.g6444.t1,Cnig_chr_II.g6946.t1,0.0225995769378,0.204863721948
V.g17083.t1,Cnig_chr_V.g19956.t1,0.00735449275614,0.387159532751
II.g5321.t1,Cnig_chr_II.g5659.t1,0.0328444992754,0.23326326418
V.g14954.t1,Cnig_chr_V.g17790.t1,0.0190394518783,0.316339723273
II.g5323.t1,Cnig_chr_II.g5660.t1,0.0194907024717,0.148668934111
II.g4758.t2,Cnig_chr_II.g5080.t1,0.0280350595686,0.212439252127
IV.g13348.t1,Cnig_chr_IV.g15477.t1,0.0234709536149,0.338045470013
II.g4848.t1,Cnig_chr_II.g5185.t1,0.0255948534508,0.300987608387
V.g14650.t1,Cnig_chr_V.g17277.t1,0.125107047582,0.489782893821
II.g4843.t2,Cnig_chr_II.g5182.t1,0.0277737127142,0.278195940723
V.g14953.t1,Cnig_chr_V.g17789.t2,0.0573791004326,0.358562810265
I.g2022.t1,Cnig_chr_I.g1644.t1,0.00829782751932,0.125287194237
V.g14649.t1,Cnig_chr_V.g17279.t1,0.171525819778,0.343263734301
V.g14711.t1,Cnig_chr_V.g17402.t1,0.0324817920163,0.236956266752
I.g2023.t1,Cnig_chr_I.g1643.t1,0.0218238249417,0.12746374279
V.g17526.t1,Cnig_chr_V.g20643.t2,0.116646923575,0.263866409189
V.g15916.t2,Cnig_chr_V.g18867.t1,0.00538101873902,0.173389531807
V.g14639.t1,Cnig_chr_V.g17287.t1,0.218758853961,0.58238670586
V.g17525.t1,Cnig_chr_V.g20642.t1,0.119499717654,0.371052856844
V.g14655.t1,Cnig_chr_V.g17268.t1,0.0712183262128,0.324018748787
V.g14733.t2,Cnig_chr_V.g17427.t1,0.0544343603982,0.340555406679
V.g17524.t1,Cnig_chr_V.g20641.t3,0.0967905015701,0.221671116296
V.g17533.t1,Cnig_chr_V.g20657.t2,0.138600016612,0.292184716016
V.g14652.t1,Cnig_chr_V.g17272.t1,0.217258464905,0.562147057467
II.g6555.t1,Cnig_chr_II.g6967.t4,0.0176885133532,0.239626901914
II.g3988.t1,Cnig_chr_II.g4039.t2,0.0292071284707,0.153114848009
V.g14654.t1,Cnig_chr_V.g17269.t1,0.343562847513,0.448767758213
II.g6703.t1,Cnig_chr_II.g7237.t1,0.288383219925,0.329931415432
V.g17674.t3,Cnig_chr_V.g20843.t2,0.0624498883782,0.234847831018
III.g9003.t2,Cnig_chr_III.g10274.t2,0.0779041225172,0.243803006308
III.g10273.t1,Cnig_chr_III.g11779.t1,0.106762620581,0.375920027269
III.g9004.t2,Cnig_chr_III.g10276.t1,0.0747701766187,0.213107679994
V.g14320.t1,Cnig_chr_V.g16910.t1,0.0272053789147,0.227188882295
III.g9992.t2,Cnig_chr_III.g11431.t1,0.0771622068668,0.287622461556
III.g9978.t1,Cnig_chr_III.g11415.t1,0.118587889919,0.271788341439
V.g14324.t1,Cnig_chr_V.g16928.t3,0.0121074445354,0.274606986423
V.g16072.t1,Cnig_chr_V.g19055.t2,0.0185028120688,0.238219904909
III.g9022.t1,Cnig_chr_III.g10292.t1,0.0694569256619,0.247072355043
V.g16074.t1,Cnig_chr_V.g19057.t1,0.0322534700037,0.255335200926
V.g16067.t1,Cnig_chr_V.g19045.t2,0.0251998368555,0.145069504431
V.g17718.t1,Cnig_chr_V.g20896.t1,0.0504298753119,0.284626192398
V.g16145.t1,Cnig_chr_V.g19134.t1,0.044915468437,0.231878913338
V.g16068.t1,Cnig_chr_V.g19046.t1,0.022838313226,0.201171930609
II.g5698.t1,Cnig_chr_II.g6061.t1,0.112317920404,0.271638684409
II.g5699.t1,Cnig_chr_II.g6062.t1,0.0428321593683,0.365003117662
V.g17792.t1,Cnig_chr_V.g21022.t2,0.103896879469,0.391165815721
II.g5702.t1,Cnig_chr_II.g6064.t2,0.0977892911782,0.518838586139
III.g8633.t1,Cnig_chr_III.g9885.t1,0.0798944939519,0.162871672906
II.g5703.t1,Cnig_chr_II.g6069.t2,0.0425300855172,0.292549690773
V.g17700.t1,Cnig_chr_V.g20877.t1,0.0716171198634,0.246816862057
II.g5700.t1,Cnig_chr_II.g6063.t1,0.0631374032736,0.191651814032
V.g17670.t1,Cnig_chr_V.g20840.t1,0.0864663850359,0.388962061644
II.g6150.t2,Cnig_chr_II.g6554.t1,0.0268265270693,0.116499045204
III.g8316.t1,Cnig_chr_III.g9588.t2,0.0410471058142,0.120248906923
II.g4377.t2,Cnig_chr_II.g4564.t1,0.0512894601081,0.442264211898
V.g15020.t1,Cnig_chr_V.g17872.t1,0.106109034406,0.487017412418
II.g4401.t2,Cnig_chr_II.g4589.t2,0.134138547201,0.39342382746
V.g17538.t1,Cnig_chr_V.g20662.t2,0.179921266094,0.551329664589
V.g15773.t3,Cnig_chr_V.g18721.t1,0.0975425405411,0.265597773268
II.g6198.t1,Cnig_chr_II.g6608.t1,0.0126938000697,0.160179648751
IV.g12380.t1,Cnig_chr_IV.g14368.t1,0.0725449831362,0.154347337581
V.g15019.t2,Cnig_chr_V.g17871.t1,0.0860407136646,0.33115637813
IV.g12491.t1,Cnig_chr_IV.g14490.t3,0.0828592826619,0.184074871704
II.g4071.t1,Cnig_chr_II.g4156.t1,0.0326899700095,0.259764308619
IV.g12381.t1,Cnig_chr_IV.g14370.t1,0.01903527815,0.196731684014
IV.g12339.t1,Cnig_chr_IV.g14324.t1,0.149358766138,0.3397956725
IV.g12379.t1,Cnig_chr_IV.g14367.t1,0.0516242896466,0.178397140544
V.g15358.t1,Cnig_chr_V.g18247.t2,0.025628511282,0.211781092929
II.g6196.t1,Cnig_chr_II.g6606.t1,0.011027907869,0.329841481943
II.g6195.t1,Cnig_chr_II.g6605.t1,0.0146362850722,0.223455717197
V.g15001.t3,Cnig_chr_V.g17848.t1,0.140074606444,0.572289762887
II.g6197.t1,Cnig_chr_II.g6607.t1,0.0129305893058,0.158514668347
I.g2555.t1,Cnig_chr_I.g2131.t1,0.0397444316614,0.191299599581
V.g17169.t1,Cnig_chr_V.g20235.t1,5.73932476932e-12,0.0556080640816
V.g15002.t1,Cnig_chr_V.g17849.t1,0.0516916796458,0.314202753643
II.g6177.t1,Cnig_chr_II.g6585.t1,0.0187621007065,0.186781729292
V.g15956.t1,Cnig_chr_V.g16719.t1,1.27456128744e-11,0.122724348571
V.g15256.t1,Cnig_chr_V.g18135.t2,0.0681943613265,0.237931066412
V.g15000.t1,Cnig_chr_V.g17847.t3,0.0928878085528,0.342572526554
V.g15003.t1,Cnig_chr_V.g17850.t1,0.0912078848055,0.306088579611
V.g15249.t1,Cnig_chr_V.g18129.t1,0.0153776005869,0.216337223412
