I.g1000,WBGene00040698,Cbr-imb-3
I.g2068,WBGene00039470,Cbr-acl-11
I.g2069,WBGene00039469,CBG20496
I.g2070,WBGene00039468,Cbr-imb-1
I.g2071,WBGene00039467,CBG20494
I.g2072,WBGene00039466,CBG20493
I.g2073,WBGene00039465,Cbr-pgal-1
I.g2074,WBGene00039464,Cbr-unc-38
I.g2077,WBGene00039462,CBG20488
I.g2078,WBGene00270352,CBG29924
I.g2079,WBGene00039461,CBG20487
I.g2080,WBGene00039459,Cbr-him-1
I.g2084,WBGene00039457,Cbr-app-1
I.g2086,WBGene00039454,CBG20480
I.g2087,WBGene00039453,Cbr-nars-1
I.g2088,WBGene00039452,Cbr-nduf-6
I.g2089,WBGene00039451,Cbr-prpf-4
I.g2092,WBGene00039449,CBG20474
I.g2095,WBGene00039446,CBG20471
I.g2096,WBGene00039445,Cbr-col-60
I.g2097,WBGene00039444,Cbr-gly-18
I.g2099,WBGene00039443,CBG20467
I.g2100,WBGene00039441,CBG20465
I.g2101,WBGene00039440,CBG20464
I.g2103,WBGene00039438,Cbr-xpa-1
I.g2104,WBGene00039437,Cbr-crml-1
I.g2105,WBGene00039436,Cbr-fecl-1
I.g2107,WBGene00040563,Cbr-mrpl-13
I.g2109,WBGene00040564,CBG21892
I.g2110,WBGene00040565,CBG21893
I.g2111,WBGene00040566,Cbr-ttx-7
I.g2113,WBGene00040568,CBG21896
I.g2115,WBGene00040571,Cbr-ztf-2
I.g2116,WBGene00040572,CBG21901
I.g2117,WBGene00040573,Cbr-pfd-6
I.g2119,WBGene00040575,Cbr-hint-1
I.g2123,WBGene00040579,Cbr-tyr-3
I.g2124,WBGene00040580,Cbr-twk-1
I.g2125,WBGene00040581,Cbr-myo-1
I.g2130,WBGene00040583,CBG21913
I.g2132,WBGene00040585,Cbr-lin-61
I.g2133,WBGene00040585,Cbr-lin-61
I.g2134,WBGene00040586,Cbr-adsl-1
I.g2138,WBGene00040591,Cbr-dhp-1
I.g2139,WBGene00040592,Cbr-unc-14
I.g2141,WBGene00040594,Cbr-let-522
I.g2143,WBGene00040596,CBG21927
I.g2144,WBGene00040597,Cbr-swsn-9
I.g2145,WBGene00040598,Cbr-nhr-23
I.g2146,WBGene00040599,CBG21931
I.g2147,WBGene00040600,CBG21932
I.g2149,WBGene00040602,CBG21934
I.g2150,WBGene00040603,CBG21935
I.g2151,WBGene00040604,Cbr-trpa-2
I.g2152,WBGene00040605,Cbr-col-61
I.g2154,WBGene00040606,Cbr-hlh-2
I.g2155,WBGene00040607,Cbr-mlt-2
I.g2159,WBGene00032939,Cbr-gpb-2
I.g2160,WBGene00032940,CBG11905
I.g2161,WBGene00032941,CBG11908
I.g2162,WBGene00032942,Cbr-mif-3
I.g2165,WBGene00032945,Cbr-glb-18
I.g2170,WBGene00032950,CBG11920
I.g2171,WBGene00032951,Cbr-col-35
I.g2172,WBGene00032952,Cbr-sol-1
I.g2175,WBGene00032955,Cbr-scav-6
I.g2177,WBGene00032958,Cbr-sue-1
I.g2178,WBGene00032961,Cbr-unc-15
I.g2179,WBGene00032962,CBG11934
I.g2180,WBGene00032963,CBG11935
I.g2181,WBGene00032964,Cbr-unc-13
I.g2186,WBGene00304208,CBG31491
I.g2187,WBGene00032970,CBG11949
I.g2191,WBGene00032973,Cbr-wdr-23
I.g2193,WBGene00032974,CBG11955
I.g2194,WBGene00270410,CBG29982
I.g2195,WBGene00087994,CBG26580
I.g2196,WBGene00032975,Cbr-prg-1
I.g2197,WBGene00032976,CBG11958
I.g2198,WBGene00032977,Cbr-mce-1
I.g2199,WBGene00032978,CBG11960
I.g2200,WBGene00032979,CBG11961
I.g2204,WBGene00032982,Cbr-inx-22
I.g2205,WBGene00032983,Cbr-inx-21
I.g2206,WBGene00032984,CBG11966
I.g2207,WBGene00032985,CBG11967
I.g2208,WBGene00032986,CBG11969
I.g2211,WBGene00032989,Cbr-guk-1
I.g2212,WBGene00032990,Cbr-hcp-4
I.g2214,WBGene00032991,Cbr-pgk-1
I.g2217,WBGene00032996,Cbr-syf-1
I.g2218,WBGene00032997,CBG11980
I.g2223,WBGene00032999,CBG11982
I.g2226,WBGene00033002,Cbr-col-50
I.g2227,WBGene00033003,Cbr-ccb-1
I.g2229,WBGene00270369,CBG29941
I.g2230,WBGene00033005,Cbr-jmjc-1
I.g2231,WBGene00033006,Cbr-cah-6
I.g2232,WBGene00033008,CBG11991
I.g2233,WBGene00033009,CBG11992
I.g2234,WBGene00033010,Cbr-larp-5
I.g2236,WBGene00033011,Cbr-sld-2
I.g2237,WBGene00033012,Cbr-inx-13
I.g2238,WBGene00033013,Cbr-inx-12
I.g2239,WBGene00033014,Cbr-asic-1
I.g2240,WBGene00033015,CBG11998
I.g2241,WBGene00033016,Cbr-ric-19
I.g2242,WBGene00033017,CBG12001
I.g2243,WBGene00033018,Cbr-tppp-1
I.g2244,WBGene00033019,Cbr-rpl-13
I.g2245,WBGene00033020,Cbr-ptr-2
I.g2247,WBGene00033021,CBG12006
I.g2249,WBGene00033022,CBG12007
I.g2250,WBGene00033023,Cbr-unc-11
I.g2251,WBGene00033024,Cbr-ubr-1
I.g2252,WBGene00033025,Cbr-npp-11
I.g2253,WBGene00033026,Cbr-unc-108
I.g2254,WBGene00033027,Cbr-mpc-2
I.g2255,WBGene00087997,CBG26583
I.g2259,WBGene00033030,Cbr-glh-4
I.g2261,WBGene00033032,Cbr-lin-59
I.g2265,WBGene00033036,Cbr-hus-1
I.g2266,WBGene00033037,Cbr-msh-2
I.g2268,WBGene00033039,CBG12024
I.g2269,WBGene00033040,Cbr-rab-8
I.g2270,WBGene00033041,Cbr-ftn-2
I.g2271,WBGene00033042,Cbr-smp-2
I.g2273,WBGene00033044,CBG12030
I.g2274,WBGene00033045,Cbr-mex-5
I.g2275,WBGene00033046,Cbr-rec-8
I.g2276,WBGene00033047,Cbr-fkb-5
I.g2277,WBGene00033048,CBG12034
I.g2278,WBGene00033049,Cbr-magu-3
I.g2280,WBGene00033050,Cbr-pbs-4
I.g2281,WBGene00033051,Cbr-mrrf-1
I.g2282,WBGene00087999,CBG26585
I.g2283,WBGene00033053,CBG12042
I.g2284,WBGene00270338,CBG29910
I.g2285,WBGene00088000,CBG26586
I.g2287,WBGene00033055,CBG12046
I.g2288,WBGene00033056,CBG12047
I.g2290,WBGene00033057,CBG12048
I.g2291,WBGene00033058,Cbr-egg-4
I.g2292,WBGene00033059,CBG12050
I.g2294,WBGene00033061,Cbr-inx-16
I.g2295,WBGene00033062,Cbr-inx-15
I.g2296,WBGene00033063,CBG12054
I.g2297,WBGene00033064,CBG12055
I.g2298,WBGene00033065,CBG12056
I.g2299,WBGene00033066,CBG12058
I.g2300,WBGene00270385,CBG29957
I.g2301,WBGene00033067,Cbr-poml-4
I.g2303,WBGene00033069,CBG12061
I.g2304,WBGene00033070,Cbr-akir-1
I.g2305,WBGene00033071,CBG12063
I.g2306,WBGene00033072,CBG12064
I.g2308,WBGene00033074,Cbr-lin-44
I.g2309,WBGene00270405,CBG29977
I.g2310,WBGene00033075,Cbr-acd-1
I.g2315,WBGene00033078,Cbr-unc-89
I.g2320,WBGene00033081,CBG12076
I.g2322,WBGene00033082,Cbr-unc-73
I.g2327,WBGene00033082,Cbr-unc-73
I.g2328,WBGene00033086,CBG12081
I.g2329,WBGene00033087,CBG12082
I.g2330,WBGene00033088,Cbr-cpn-3
I.g2331,WBGene00033089,Cbr-aars-2
I.g2332,WBGene00033090,CBG12086
I.g2333,WBGene00033091,CBG12087
I.g2334,WBGene00033092,CBG12088
I.g2335,WBGene00033093,Cbr-mrps-6
I.g2337,WBGene00033095,CBG12091
I.g2339,WBGene00033097,Cbr-kel-20
I.g2342,WBGene00033099,Cbr-cas-2
I.g2343,WBGene00033100,CBG12096
I.g2346,WBGene00033101,Cbr-hop-1
I.g2348,WBGene00033103,Cbr-nab-1
I.g2349,WBGene00033104,CBG12100
I.g2359,WBGene00040154,Cbr-sptf-1
I.g2360,WBGene00040153,CBG21349
I.g2362,WBGene00040150,Cbr-ears-1
I.g2364,WBGene00040149,CBG21345
I.g2367,WBGene00040147,Cbr-rps-7
I.g2368,WBGene00040146,CBG21342
I.g2373,WBGene00040143,CBG21339
I.g2374,WBGene00040142,Cbr-wts-1
I.g2387,WBGene00042792,Cbr-lst-1
I.g2393,WBGene00043047,CBG25104
I.g2397,WBGene00025342,Cbr-pas-5
I.g2398,WBGene00025341,Cbr-rla-0
I.g2399,WBGene00025340,Cbr-tct-1
I.g2400,WBGene00025339,CBG02258
I.g2406,WBGene00025331,CBG02250
I.g2408,WBGene00025328,Cbr-ndk-1
I.g2411,WBGene00025326,CBG02245
I.g2412,WBGene00086700,CBG25286
I.g2414,WBGene00025324,Cbr-snx-27
I.g2415,WBGene00025323,Cbr-tli-1
I.g2416,WBGene00025322,CBG02240
I.g2417,WBGene00025321,Cbr-him-3
I.g2419,WBGene00025319,Cbr-rmh-1
I.g2421,WBGene00025318,CBG02235
I.g2422,WBGene00025317,Cbr-dhhc-12
I.g2423,WBGene00025316,CBG02233
I.g2424,WBGene00025315,CBG02231
I.g2425,WBGene00025314,Cbr-che-13
I.g2427,WBGene00025314,Cbr-che-13
I.g2428,WBGene00025311,Cbr-nlp-4
I.g2429,WBGene00025310,Cbr-exos-3
I.g2430,WBGene00086701,CBG25287
I.g2431,WBGene00025308,CBG02222
I.g2436,WBGene00025307,Cbr-mus-101
I.g2437,WBGene00025306,Cbr-row-1
I.g2438,WBGene00025305,CBG02219
I.g2439,WBGene00025304,Cbr-ska-1
I.g2440,WBGene00025303,CBG02217
I.g2441,WBGene00025302,CBG02216
I.g2442,WBGene00025301,Cbr-duo-3
I.g2446,WBGene00025298,Cbr-sec-8
I.g2450,WBGene00025295,Cbr-madf-10
I.g2451,WBGene00025294,Cbr-rpl-30
I.g2452,WBGene00025293,Cbr-pab-1
I.g2453,WBGene00025292,CBG02206
I.g2454,WBGene00025291,CBG02205
I.g2455,WBGene00025288,Cbr-blmp-1
I.g2456,WBGene00025287,CBG02199
I.g2457,WBGene00025286,Cbr-cup-2
I.g2460,WBGene00025284,Cbr-cox-19
I.g2462,WBGene00025283,Cbr-hpo-35
I.g2463,WBGene00025282,CBG02193
I.g2509,WBGene00033177,Cbr-anc-1
I.g2510,WBGene00033175,CBG12186
I.g2511,WBGene00033174,Cbr-scpl-3
I.g2512,WBGene00033173,CBG12184
I.g2513,WBGene00033172,Cbr-cdc-6
I.g2514,WBGene00033171,CBG12182
I.g2516,WBGene00033170,Cbr-met-1
I.g2517,WBGene00033169,CBG12180
I.g2518,WBGene00033168,Cbr-tufm-2
I.g2519,WBGene00270351,CBG29923
I.g2520,WBGene00033167,Cbr-exoc-7
I.g2521,WBGene00270365,CBG29937
I.g2536,WBGene00033403,CBG12456
I.g2537,WBGene00033402,Cbr-slc-36.4
I.g2538,WBGene00033401,CBG12454
I.g2539,WBGene00033400,CBG12453
I.g2541,WBGene00033398,Cbr-mel-26
I.g2543,WBGene00033397,Cbr-clec-91
I.g2544,WBGene00033396,CBG12449
I.g2545,WBGene00033395,CBG12448
I.g2546,WBGene00033394,Cbr-gld-4
I.g2549,WBGene00033391,Cbr-mef-2
I.g2550,WBGene00033389,Cbr-chaf-1
I.g2551,WBGene00033388,Cbr-rsbp-1
I.g2552,WBGene00033387,Cbr-rad-54
I.g2553,WBGene00033386,Cbr-snx-3
I.g2554,WBGene00033385,Cbr-prmt-7
I.g2555,WBGene00086695,CBG25281
I.g2556,WBGene00033384,CBG12432
I.g2558,WBGene00033383,Cbr-spe-46
I.g2559,WBGene00033382,Cbr-hgo-1
I.g2560,WBGene00033381,CBG12428
I.g2561,WBGene00033379,CBG12426
I.g2562,WBGene00033378,Cbr-acr-19
I.g2564,WBGene00033375,Cbr-tax-2
I.g2566,WBGene00033375,Cbr-tax-2
I.g2567,WBGene00033374,CBG12421
I.g2568,WBGene00033373,CBG12420
I.g2569,WBGene00033372,CBG12419
I.g2572,WBGene00033370,Cbr-rbpl-1
I.g2573,WBGene00033369,Cbr-fcp-1
I.g2574,WBGene00033368,Cbr-syx-7
I.g2575,WBGene00033367,CBG12414
I.g2580,WBGene00033363,CBG12410
I.g2581,WBGene00033362,Cbr-fasn-1
I.g2583,WBGene00086694,CBG25280
I.g2585,WBGene00033360,Cbr-thoc-3
I.g2586,WBGene00033359,Cbr-spd-2
I.g2588,WBGene00033357,Cbr-snpc-4
I.g2589,WBGene00033356,CBG12401
I.g2590,WBGene00033355,CBG12400
I.g2591,WBGene00033353,CBG12398
I.g2592,WBGene00033352,CBG12397
I.g2594,WBGene00033350,Cbr-madd-4
I.g2595,WBGene00033349,Cbr-tsp-15
I.g2596,WBGene00033348,CBG12392
I.g2597,WBGene00033347,CBG12391
I.g2598,WBGene00033346,CBG12390
I.g2599,WBGene00033345,Cbr-unc-29
I.g2600,WBGene00033344,CBG12388
I.g2601,WBGene00033343,CBG12386
I.g2602,WBGene00284891,CBG31129
I.g2603,WBGene00033342,Cbr-fog-3
I.g2606,WBGene00033338,Cbr-hum-1
I.g2608,WBGene00033335,CBG12377
I.g2609,WBGene00033334,Cbr-rps-15
I.g2610,WBGene00033333,CBG12375
I.g2611,WBGene00033332,Cbr-phip-1
I.g2613,WBGene00033330,Cbr-cids-2
I.g2614,WBGene00033329,CBG12371
I.g2616,WBGene00033328,CBG12370
I.g2617,WBGene00033327,Cbr-sup-17
I.g2618,WBGene00033326,Cbr-mfb-1
I.g2619,WBGene00033325,Cbr-pqn-26
I.g2622,WBGene00033322,Cbr-lmn-1
I.g2623,WBGene00033321,Cbr-tin-13
I.g2624,WBGene00086686,CBG25272
I.g2626,WBGene00033319,Cbr-imp-1
I.g2627,WBGene00033318,CBG12358
I.g2629,WBGene00033316,Cbr-dhfr-1
I.g2630,WBGene00033315,Cbr-prp-4
I.g2631,WBGene00086685,CBG25271
I.g2632,WBGene00086684,CBG25270
I.g2634,WBGene00033314,CBG12353
I.g2635,WBGene00033313,CBG12352
I.g2636,WBGene00086683,CBG25269
I.g2637,WBGene00050908,CBG25151
I.g2638,WBGene00033312,Cbr-rpb-3
I.g2640,WBGene00033309,Cbr-cle-1
I.g2641,WBGene00033309,Cbr-cle-1
I.g2644,WBGene00033306,CBG12344
I.g2645,WBGene00033305,Cbr-pbs-7
I.g2646,WBGene00033304,CBG12342
I.g2648,WBGene00033302,Cbr-mrps-15
I.g2649,WBGene00033301,CBG12339
I.g2651,WBGene00033300,Cbr-hpo-32
I.g2652,WBGene00033299,Cbr-let-526
I.g2655,WBGene00033296,Cbr-fbxa-145
I.g2656,WBGene00033295,Cbr-aman-3
I.g2657,WBGene00033294,Cbr-spe-11
I.g2658,WBGene00270884,CBG29857
I.g2659,WBGene00033293,CBG12331
I.g2660,WBGene00033292,CBG12330
I.g2663,WBGene00033291,Cbr-apm-1
I.g2664,WBGene00033290,CBG12328
I.g2665,WBGene00033289,Cbr-nath-10
I.g2666,WBGene00033287,Cbr-dhs-2
I.g2667,WBGene00033286,Cbr-ppk-1
I.g2669,WBGene00033284,Cbr-zhp-1
I.g2670,WBGene00033283,CBG12321
I.g2671,WBGene00033282,Cbr-pqn-44
I.g2674,.
I.g2675,WBGene00033280,Cbr-coq-1
I.g2680,WBGene00033276,CBG12310
I.g2682,WBGene00033274,CBG12308
I.g2683,WBGene00033418,CBG12472
I.g2684,WBGene00033419,Cbr-dpy-5
I.g2685,WBGene00033420,CBG12474
I.g2687,WBGene00033421,CBG12475
I.g2688,WBGene00033422,CBG12476
I.g2689,WBGene00033423,CBG12477
I.g2691,.
I.g2693,WBGene00033425,Cbr-let-355
I.g2694,WBGene00033426,CBG12481
I.g2696,WBGene00033428,Cbr-zipt-11
I.g2697,WBGene00033429,Cbr-rpa-4
I.g2698,WBGene00033430,CBG12485
I.g2699,WBGene00270396,CBG29968
I.g2700,WBGene00086755,CBG25341
I.g2701,WBGene00033431,CBG12486
I.g2702,WBGene00033432,Cbr-cpd-1
I.g2704,WBGene00033434,CBG12489
I.g2705,WBGene00086756,CBG25342
I.g2706,WBGene00086757,CBG25343
I.g2708,WBGene00033437,Cbr-sig-7
I.g2709,WBGene00033438,Cbr-syx-17
I.g2711,WBGene00033439,CBG12496
I.g2712,WBGene00033440,Cbr-mfap-1
I.g2713,WBGene00033441,Cbr-cpn-1
I.g2714,WBGene00033442,Cbr-ces-1
I.g2715,WBGene00033443,Cbr-cfim-1
I.g2718,WBGene00033447,Cbr-idha-1
I.g2720,WBGene00033450,Cbr-snrp-27
I.g2721,WBGene00270386,CBG29958
I.g2723,WBGene00033453,CBG12510
I.g2724,WBGene00033454,CBG12511
I.g2725,WBGene00033455,Cbr-ran-4
I.g2727,WBGene00033456,Cbr-daf-8
I.g2728,WBGene00033457,Cbr-rskn-1
I.g2729,WBGene00033458,CBG12517
I.g2731,WBGene00033459,Cbr-gon-2
I.g2732,WBGene00033460,CBG12519
I.g2733,WBGene00033461,Cbr-gpa-15
I.g2735,WBGene00033462,CBG12522
I.g2736,WBGene00033463,Cbr-zhp-3
I.g2737,WBGene00033464,CBG12524
I.g2741,WBGene00033465,CBG12525
I.g2742,WBGene00033468,Cbr-axl-1
I.g2743,WBGene00033469,CBG12529
I.g2744,WBGene00033470,Cbr-sec-12
I.g2745,WBGene00033471,Cbr-ceh-6
I.g2746,WBGene00033472,Cbr-cdc-5L
I.g2748,WBGene00033474,Cbr-zhp-2
I.g2749,WBGene00033475,CBG12535
I.g2750,WBGene00086759,CBG25345
I.g2751,WBGene00033476,CBG12536
I.g2752,WBGene00270341,CBG29913
I.g2754,WBGene00086760,CBG25346
I.g2756,WBGene00033477,CBG12539
I.g2758,WBGene00033478,Cbr-unc-120
I.g2760,WBGene00270348,CBG29920
I.g2761,WBGene00033479,CBG12545
I.g2762,WBGene00033480,CBG12546
I.g2763,WBGene00033481,CBG12549
I.g2764,WBGene00033482,Cbr-tin-44
I.g2766,WBGene00033484,CBG12552
I.g2770,WBGene00033488,CBG12556
I.g2771,WBGene00086768,CBG25354
I.g2772,WBGene00033489,CBG12558
I.g2773,WBGene00033490,CBG12559
I.g2774,WBGene00033491,CBG12560
I.g2775,WBGene00033492,CBG12561
I.g2776,WBGene00033493,Cbr-ech-1.2
I.g2777,WBGene00033494,Cbr-mrpl-23
I.g2779,WBGene00033495,Cbr-fars-1
I.g2780,WBGene00033496,Cbr-rbm-5
I.g2782,WBGene00033498,Cbr-col-56
I.g2783,WBGene00033499,Cbr-frk-1
I.g2786,WBGene00033501,Cbr-spp-15
I.g2787,WBGene00033502,Cbr-cof-2
I.g2788,WBGene00033503,CBG12574
I.g2789,WBGene00033504,Cbr-cebp-2
I.g2790,WBGene00033505,Cbr-lpd-2
I.g2791,WBGene00033506,Cbr-let-611
I.g2792,WBGene00033507,CBG12578
I.g2793,WBGene00033508,Cbr-oac-9
I.g2794,WBGene00033509,Cbr-twk-37
I.g2796,WBGene00033511,CBG12582
I.g2797,WBGene00033512,Cbr-pnk-1
I.g2800,WBGene00086769,CBG25355
I.g2801,WBGene00033514,CBG12586
I.g2803,WBGene00033516,Cbr-hrpk-1
I.g2804,WBGene00033517,Cbr-let-381
I.g2805,WBGene00033518,CBG12590
I.g2806,WBGene00270887,CBG29860
I.g2807,WBGene00000307,Cbr-bli-4
I.g2808,WBGene00000307,Cbr-bli-4
I.g2809,WBGene00000307,Cbr-bli-4
I.g2810,WBGene00033521,Cbr-mut-2
I.g2811,WBGene00033522,Cbr-mat-3
I.g2812,WBGene00033523,CBG12599
I.g2814,WBGene00033525,CBG12601
I.g2817,WBGene00033526,CBG12604
I.g2818,WBGene00033527,CBG12605
I.g2819,WBGene00033528,CBG12606
I.g2820,WBGene00033531,Cbr-gld-2
I.g2821,WBGene00033531,Cbr-gld-2
I.g2822,WBGene00033531,Cbr-gld-2
I.g2823,WBGene00033532,Cbr-klu-2
I.g2824,WBGene00033533,Cbr-cuti-1
I.g2825,WBGene00033534,CBG12616
I.g2826,WBGene00033535,Cbr-san-1
I.g2827,WBGene00033536,CBG12618
I.g2828,WBGene00033538,Cbr-rbx-2
I.g2829,WBGene00033539,Cbr-ncbp-1
I.g2831,WBGene00033541,Cbr-clec-245
I.g2832,WBGene00033542,CBG12624
I.g2833,WBGene00033543,CBG12625
I.g2834,WBGene00033544,Cbr-comp-1
I.g2835,WBGene00033546,Cbr-snt-4
I.g2838,WBGene00033550,Cbr-knl-2
I.g2839,WBGene00033551,Cbr-acdh-3
I.g2840,WBGene00033552,CBG12634
I.g2841,WBGene00033553,CBG12635
I.g2842,WBGene00033554,Cbr-cdc-25.1
I.g2846,WBGene00033556,Cbr-nmtn-1
I.g2847,WBGene00033559,Cbr-dbr-1
I.g2848,WBGene00033560,Cbr-mdt-18
I.g2849,WBGene00033561,CBG12643
I.g2850,WBGene00033562,Cbr-acdh-1
I.g2851,WBGene00033563,Cbr-gly-2
I.g2854,WBGene00033568,Cbr-kin-24
I.g2856,WBGene00033570,Cbr-let-607
I.g2857,WBGene00033571,Cbr-ipgm-1
I.g2860,WBGene00033575,Cbr-tre-1
I.g2861,WBGene00033576,Cbr-dad-1
I.g2862,WBGene00033577,Cbr-spg-20
I.g2865,WBGene00033579,CBG12664
I.g2867,WBGene00033581,CBG12666
I.g2868,WBGene00033582,CBG12667
I.g2869,WBGene00033583,CBG12668
I.g2870,WBGene00033584,CBG12669
I.g2871,WBGene00271618,CBG30978
I.g2874,WBGene00033587,CBG12672
I.g2876,.
I.g2878,WBGene00086772,CBG25358
I.g2879,WBGene00033589,Cbr-che-1
I.g2887,WBGene00033595,CBG12681
I.g2890,WBGene00033598,Cbr-tsp-19
I.g2891,WBGene00033599,CBG12685
I.g2893,WBGene00033601,Cbr-ppfr-2
I.g2894,WBGene00033602,CBG12688
I.g2895,WBGene00270891,CBG29864
I.g2896,WBGene00033603,Cbr-mctp-1
I.g2897,WBGene00033604,Cbr-try-7
I.g2898,WBGene00033606,CBG12692
I.g2900,WBGene00033608,CBG12694
I.g2906,WBGene00033613,Cbr-ckr-1
I.g2908,WBGene00033614,CBG12705
I.g2909,WBGene00086778,CBG25364
I.g2910,WBGene00033615,CBG12708
I.g2911,WBGene00033616,CBG12709
I.g2912,WBGene00033617,CBG12710
I.g2913,WBGene00033618,CBG12711
I.g2914,WBGene00033619,Cbr-mec-6
I.g2915,WBGene00033620,Cbr-lbp-6
I.g2916,WBGene00033621,Cbr-lbp-5
I.g2917,WBGene00033622,CBG12715
I.g2918,WBGene00033623,CBG12716
I.g2921,WBGene00033625,CBG12719
I.g2923,WBGene00033627,CBG12721
I.g2924,WBGene00033628,Cbr-sin-3
I.g2925,WBGene00033629,CBG12723
I.g2926,WBGene00033630,Cbr-cerk-1
I.g2927,WBGene00033631,CBG12725
I.g2928,WBGene00033632,Cbr-sod-2
I.g2931,WBGene00033635,Cbr-ztf-4
I.g2932,WBGene00033636,CBG12730
I.g2933,WBGene00033638,Cbr-bbs-9
I.g2935,WBGene00033640,CBG12734
I.g2936,WBGene00033641,Cbr-smg-1
I.g2937,WBGene00033643,Cbr-let-383
I.g2938,WBGene00033644,CBG12739
I.g2939,WBGene00086782,CBG25368
I.g2940,WBGene00033645,Cbr-asd-2
I.g2942,WBGene00033647,Cbr-rpb-5
I.g2943,WBGene00033648,Cbr-sacy-1
I.g2944,WBGene00271559,CBG30924
I.g2945,WBGene00033649,CBG12747
I.g2947,WBGene00086783,CBG25369
I.g2949,WBGene00033654,CBG12753
I.g2950,WBGene00033655,Cbr-dpy-14
I.g2951,WBGene00033656,Cbr-dpf-3
I.g2952,WBGene00033657,Cbr-ahcy-1
I.g2953,WBGene00033658,Cbr-teg-4
I.g2955,WBGene00033658,Cbr-teg-4
I.g2956,WBGene00086784,Cbr-ulp-5
I.g2957,WBGene00033660,CBG12760
I.g2964,WBGene00033665,CBG12766
I.g2965,WBGene00086785,CBG25371
I.g2967,WBGene00033666,Cbr-pqn-20
I.g2968,WBGene00033667,CBG12770
I.g2970,WBGene00270898,CBG29871
I.g2974,WBGene00033671,Cbr-pqn-21
I.g2975,WBGene00033672,Cbr-unc-87
I.g2976,WBGene00086786,CBG25372
I.g2977,WBGene00033673,CBG12780
I.g2978,WBGene00033677,CBG12785
I.g2980,WBGene00033677,CBG12785
I.g2982,WBGene00033678,Cbr-fkb-7
I.g2983,WBGene00033679,CBG12787
I.g2984,WBGene00033680,CBG12788
I.g2985,WBGene00033681,CBG12789
I.g2986,WBGene00270408,CBG29980
I.g2987,WBGene00033683,CBG12791
I.g2989,WBGene00033686,CBG12794
I.g2991,WBGene00033689,CBG12797
I.g2993,WBGene00270390,CBG29962
I.g2994,WBGene00033691,CBG12799
I.g2995,WBGene00033692,CBG12800
I.g2996,WBGene00033693,Cbr-ttc-1
I.g2998,WBGene00033694,Cbr-lonp-1
I.g3000,WBGene00033696,Cbr-sdha-2
I.g3001,WBGene00033697,CBG12806
I.g3002,WBGene00033698,Cbr-kbp-5
I.g3003,WBGene00033699,CBG12808
I.g3004,WBGene00033701,CBG12810
I.g3008,WBGene00033705,CBG12814
I.g3009,WBGene00033706,CBG12815
I.g3010,WBGene00033707,CBG12816
I.g3011,WBGene00033709,Cbr-rpn-10
I.g3012,WBGene00033710,Cbr-mrpl-9
I.g3013,WBGene00033711,Cbr-kin-3
I.g3014,WBGene00033712,CBG12821
I.g3016,WBGene00033715,Cbr-daf-16
I.g3017,WBGene00033715,Cbr-daf-16
I.g3019,WBGene00033716,CBG12828
I.g3028,.
I.g3029,WBGene00033721,Cbr-osr-1
I.g3030,WBGene00033722,Cbr-sem-2
I.g3031,WBGene00086787,CBG25373
I.g3034,WBGene00033725,CBG12847
I.g3037,WBGene00033727,Cbr-mrpl-47
I.g3040,WBGene00033728,Cbr-let-363
I.g3042,WBGene00086791,CBG25377
I.g3043,WBGene00033730,CBG12854
I.g3047,WBGene00086793,CBG25379
I.g3051,WBGene00033734,CBG12862
I.g3053,WBGene00033735,Cbr-cln-3.2
I.g3054,WBGene00033736,Cbr-dhs-1
I.g3055,WBGene00033737,Cbr-dnj-4
I.g3061,WBGene00270371,CBG29943
I.g3065,WBGene00033744,Cbr-glh-1
I.g3067,WBGene00033746,Cbr-rad-8
I.g3069,WBGene00033749,Cbr-nhr-266
I.g3072,WBGene00033750,CBG12882
I.g3073,WBGene00033751,CBG12883
I.g3075,WBGene00033753,CBG12885
I.g3076,WBGene00033754,CBG12886
I.g3079,WBGene00033756,CBG12888
I.g3080,WBGene00033757,CBG12889
I.g3081,WBGene00033758,CBG12890
I.g3083,WBGene00270417,CBG29989
I.g3087,WBGene00033763,CBG12895
I.g3088,WBGene00088727,CBG27313
I.g3089,WBGene00270355,CBG29927
I.g3090,WBGene00033764,CBG12897
I.g3091,WBGene00033765,Cbr-him-8
I.g3093,WBGene00270905,CBG29878
I.g3094,WBGene00039314,Cbr-ttr-56
I.g3096,WBGene00039312,CBG20292
I.g3098,WBGene00039310,Cbr-abt-5
I.g3099,WBGene00086802,CBG25388
I.g3100,WBGene00039309,Cbr-pept-3
I.g3101,WBGene00039308,Cbr-trak-1
I.g3104,WBGene00039305,CBG20282
I.g3107,WBGene00039302,CBG20279
I.g3116,WBGene00039295,Cbr-tyms-1
I.g3117,WBGene00039294,CBG20268
I.g3118,WBGene00039293,CBG20267
I.g3119,WBGene00039292,CBG20266
I.g3123,WBGene00303232,CBG31294
I.g3129,WBGene00039286,CBG20252
I.g3131,WBGene00039284,CBG20250
I.g3133,WBGene00039282,Cbr-ari-1.1
I.g3137,WBGene00039279,CBG20245
I.g3138,WBGene00039278,CBG20244
I.g3139,WBGene00039277,Cbr-haf-9
I.g3141,WBGene00039275,Cbr-ceh-2
I.g3144,WBGene00086810,CBG25396
I.g3150,WBGene00030291,Cbr-ceh-45
