"sex","species_AS","species_parents","logFC_F1_cis","logFC_parents","trans_effects","p.value","genes","type","chromosome"
"female","no DE","no DE",-0.0644637177306166,-0.156524438808616,"non sig",0.725571071331904,"I.g1280.t1__Cnig_chr_I.g851.t1","conserved","I"
"female","no DE","Cni",-0.00752283865636606,2.00666353018815,"sig",0.00158956470759406,"I.g1281.t2__Cnig_chr_I.g852.t1","trans only","I"
"female","no DE","Cni",0.0192021653127026,1.15855413812816,"sig",0.0106238775142561,"I.g1282.t1__Cnig_chr_I.g853.t1","trans only","I"
"female","no DE","Cbr",0.00824148096597923,-2.34142497570334,"sig",0.00149732125163518,"I.g1283.t1__Cnig_chr_I.g854.t1","trans only","I"
"female","no DE","no DE",0.889558758380108,0.430197708682126,"non sig",0.549355061464554,"I.g1285.t3__Cnig_chr_I.g856.t1","conserved","I"
"female","Cbr","no DE",-1.2442886690033,-0.161716526815434,"sig",0.00893089155166693,"I.g1287.t2__Cnig_chr_I.g857.t1","cis-trans (compensatory)","I"
"female","no DE","no DE",0.044392530833705,-0.245911189741548,"non sig",0.0902407808642301,"I.g1288.t1__Cnig_chr_I.g858.t1","conserved","I"
"female","no DE","Cbr",-0.000360427068597672,-0.431126202573531,"non sig",0.0705140237590669,"I.g1289.t1__Cnig_chr_I.g859.t1","ambiguous","I"
"female","no DE","Cbr",0.0250449357910306,-1.09801924494745,"sig",0.00494445584287538,"I.g1290.t1__Cnig_chr_I.g860.t1","trans only","I"
"female","no DE","Cbr",0.0171036901043417,-1.99972077876372,"sig",0.0354261531871168,"I.g1291.t1__Cnig_chr_I.g861.t1","trans only","I"
"female","no DE","no DE",0.0157798249691988,0.194900190477833,"non sig",0.464064946207976,"I.g1292.t3__Cnig_chr_I.g862.t2","conserved","I"
"female","no DE","Cni",0.0179732740254906,0.46654916790926,"non sig",0.101183570717369,"I.g1293.t1__Cnig_chr_I.g864.t1","ambiguous","I"
"female","Cni","Cni",0.438764586047982,1.40157311723341,"sig",0.0199870756205315,"I.g1295.t1__Cnig_chr_I.g865.t2","cis-trans (enhancing)","I"
"female","no DE","Cni",-0.422573271295621,3.90331006296205,"sig",4.03214448123381e-05,"I.g1296.t2__Cnig_chr_I.g866.t3","trans only","I"
"female","no DE","Cbr",-0.0260960572929797,-0.716797310640644,"sig",0.0470457725412816,"I.g1297.t1__Cnig_chr_I.g867.t1","trans only","I"
"female","no DE","Cni",0.013469319898188,0.468229187277509,"sig",0.00137087636956488,"I.g1298.t1__Cnig_chr_I.g868.t1","trans only","I"
"female","no DE","no DE",-0.0795782207390012,-0.162707673183149,"non sig",0.595946297184531,"I.g1299.t1__Cnig_chr_I.g869.t1","conserved","I"
"female","Cbr","Cni",-0.120259168656778,1.27381392439868,"sig",8.9872174512573e-05,"I.g1300.t3__Cnig_chr_I.g870.t3","cis-trans (compensatory)","I"
"female","no DE","Cbr",-0.615775662882385,-5.64331670912738,"sig",0.00260607007936304,"I.g1306.t1__Cnig_chr_I.g872.t1","trans only","I"
"female","no DE","Cbr",0.079430298180507,-1.67957456061718,"sig",0.0153357252180231,"I.g1309.t1__Cnig_chr_I.g874.t1","trans only","I"
"female","Cni","Cni",1.08325007323851,1.40710188208326,"non sig",0.220779629802541,"I.g1311.t1__Cnig_chr_I.g875.t3","cis only","I"
"female","no DE","Cni",-0.0344446634309075,0.568384380149754,"sig",0.00552481209881976,"I.g1313.t1__Cnig_chr_I.g878.t1","trans only","I"
"female","no DE","no DE",0.111550493476966,-0.21191139511798,"non sig",0.394163421422294,"I.g1314.t3__Cnig_chr_I.g879.t1","conserved","I"
"female","no DE","Cni",0.123424842763156,1.8137967424412,"sig",5.77139147700372e-05,"I.g1315.t1__Cnig_chr_I.g880.t1","trans only","I"
"female","no DE","no DE",0.0363286627254282,0.0808482915460525,"non sig",0.71597813039809,"I.g1316.t1__Cnig_chr_I.g881.t2","conserved","I"
"female","no DE","Cbr",0.0154176450100203,-0.598380952422263,"sig",0.00401474122015968,"I.g1317.t1__Cnig_chr_I.g882.t1","trans only","I"
"female","no DE","no DE",-0.0847857303596431,-0.170222187710206,"non sig",0.791115073320067,"I.g1318.t3__Cnig_chr_I.g883.t1","conserved","I"
"female","no DE","Cni",0.0081908568122297,1.31616272598964,"sig",0.0218322559323788,"I.g1319.t1__Cnig_chr_I.g884.t1","trans only","I"
"female","no DE","Cbr",-0.380826257132838,-6.05060065477015,"sig",0.003611121340917,"I.g1320.t1__Cnig_chr_I.g885.t1","trans only","I"
"female","no DE","Cbr",0.205014416373464,-3.55293385150908,"sig",0.00159876462566182,"I.g1321.t3__Cnig_chr_I.g886.t2","trans only","I"
"female","no DE","Cbr",0.011009685443013,-1.32439323842977,"sig",0.00017362434683032,"I.g1322.t1__Cnig_chr_I.g887.t1","trans only","I"
"female","no DE","Cbr",0.0180345341836777,-0.719987927212247,"sig",0.0229909694071897,"I.g1323.t1__Cnig_chr_I.g888.t1","trans only","I"
"female","no DE","Cni",0.019609426954883,5.97226510760384,"sig",0.000222527955935413,"I.g1325.t1__Cnig_chr_I.g890.t1","trans only","I"
"female","no DE","Cbr",-0.740956890099296,-2.99953912764317,"sig",0.0145788077540846,"I.g1326.t1__Cnig_chr_I.g892.t1","trans only","I"
"female","no DE","Cni",-0.458769254674115,2.31887719474837,"sig",0.000502717315353624,"I.g1327.t3__Cnig_chr_I.g893.t1","trans only","I"
"female","no DE","no DE",0.0729863675746186,-0.0538301966435742,"non sig",0.192724354124693,"I.g1328.t1__Cnig_chr_I.g899.t1","conserved","I"
"female","no DE","Cni",0.0203844487401092,1.29575461774371,"sig",0.000264844789097272,"I.g1329.t1__Cnig_chr_I.g901.t2","trans only","I"
"female","no DE","no DE",-0.559573990777717,0.194398138293521,"non sig",0.0792055735482551,"I.g1330.t1__Cnig_chr_I.g902.t1","conserved","I"
"female","no DE","no DE",0.003671969444402,-0.112128743381271,"non sig",0.624138079818571,"I.g1331.t1__Cnig_chr_I.g903.t1","conserved","I"
"female","no DE","Cbr",0.163976355745578,-3.89710262307185,"sig",0.00029651599892214,"I.g1332.t2__Cnig_chr_I.g904.t1","trans only","I"
"female","no DE","Cbr",0.122366323671821,-0.550068685704243,"sig",0.00305051206722208,"I.g1333.t2__Cnig_chr_I.g905.t1","trans only","I"
"female","no DE","Cbr",0.0165720289356502,-0.615970030997257,"sig",0.0102545348380476,"I.g1334.t1__Cnig_chr_I.g906.t1","trans only","I"
"female","Cbr","Cbr",-0.293199275881536,-1.3496329246876,"sig",6.80819567115086e-05,"I.g1336.t1__Cnig_chr_I.g908.t1","cis-trans (enhancing)","I"
"female","no DE","Cbr",0.0156884746225436,-2.97090238126722,"sig",0.000150107571178803,"I.g1337.t1__Cnig_chr_I.g909.t1","trans only","I"
"female","no DE","Cni",0.0106704994445953,0.667847139939128,"sig",0.0359804836944814,"I.g1339.t1__Cnig_chr_I.g928.t1","trans only","I"
"female","no DE","Cbr",-0.0990673899831133,-4.83254974370284,"sig",1.6835633004887e-05,"I.g1340.t2__Cnig_chr_I.g929.t1","trans only","I"
"female","no DE","no DE",-0.0379587307476813,-0.110402258753501,"non sig",0.830032257301785,"I.g1341.t1__Cnig_chr_I.g930.t1","conserved","I"
"female","no DE","no DE",0.306706503064849,0.420948740744886,"non sig",0.776933355760433,"I.g1342.t1__Cnig_chr_I.g931.t1","conserved","I"
"female","no DE","no DE",-0.160720498992105,0.302294733829505,"sig",0.0197270846541475,"I.g1343.t2__Cnig_chr_I.g932.t1","ambiguous","I"
"female","no DE","Cbr",-0.00408602021522353,-1.13993224135226,"sig",0.00834287870893597,"I.g1344.t1__Cnig_chr_I.g933.t1","trans only","I"
"female","no DE","Cbr",0.0881807685190076,-2.63423584546398,"sig",0.000234481464780594,"I.g1347.t1__Cnig_chr_I.g934.t1","trans only","I"
"female","no DE","Cbr",0.184694524469048,-2.96264299755847,"sig",3.55707020685945e-05,"I.g1348.t1__Cnig_chr_I.g935.t1","trans only","I"
"female","no DE","Cbr",-0.0822166517797251,-2.7827833132576,"sig",0.0255511855304728,"I.g1349.t1__Cnig_chr_I.g938.t2","trans only","I"
"female","Cbr","Cbr",-0.439668824657194,-1.41006595174077,"sig",0.000230487338449356,"I.g1350.t2__Cnig_chr_I.g940.t1","cis-trans (enhancing)","I"
"female","no DE","Cbr",0.00129374287250283,-0.907260301798708,"sig",0.00754973989294007,"I.g1351.t1__Cnig_chr_I.g941.t1","trans only","I"
"female","Cbr","no DE",-0.468923072093491,-0.186520251784484,"non sig",0.308323974682494,"I.g1352.t1__Cnig_chr_I.g942.t1","ambiguous","I"
"female","no DE","Cni",-0.0246295007481853,1.07940776627108,"sig",0.00186562000737787,"I.g1353.t1__Cnig_chr_I.g949.t1","trans only","I"
"female","no DE","no DE",-0.0246865074642596,0.108387854876884,"non sig",0.533164993259461,"I.g1354.t1__Cnig_chr_I.g950.t2","conserved","I"
"female","no DE","no DE",-0.0178982791824874,-0.391008012011228,"non sig",0.496669029758429,"I.g1355.t1__Cnig_chr_I.g951.t1","conserved","I"
"female","no DE","Cni",0.0104308855031392,0.325186923688707,"sig",0.00172196199388215,"I.g1356.t4__Cnig_chr_I.g952.t1","trans only","I"
"female","no DE","Cni",-0.203558533710694,1.28248022258404,"sig",0.0467059568030223,"I.g1357.t4__Cnig_chr_I.g953.t1","trans only","I"
"female","no DE","no DE",-0.114164273328826,-0.0873425085222944,"non sig",0.900193185043296,"I.g1359.t1__Cnig_chr_I.g954.t1","conserved","I"
"female","no DE","Cbr",0.00827520024876548,-3.60484670205796,"sig",5.47136185116393e-05,"I.g1360.t1__Cnig_chr_I.g956.t2","trans only","I"
"female","no DE","Cbr",0.0133439009719593,-1.55771566390892,"sig",0.000201803587798816,"I.g1361.t1__Cnig_chr_I.g957.t1","trans only","I"
"female","no DE","Cbr",0.0022274447112967,-1.90596162549512,"sig",4.26916383489051e-05,"I.g1362.t1__Cnig_chr_I.g958.t1","trans only","I"
"female","Cni","Cni",1.88890559578011,1.76599388126366,"non sig",0.417689712182643,"I.g1363.t1__Cnig_chr_I.g959.t1","cis only","I"
"female","no DE","Cni",0.821337959013544,4.92248583033204,"sig",0.00143015027167129,"I.g1364.t1__Cnig_chr_I.g990.t1","trans only","I"
"female","no DE","Cbr",0.913088831399347,-4.38275482532611,"sig",0.000717838550082844,"I.g1365.t1__Cnig_chr_I.g989.t1","trans only","I"
"female","no DE","Cni",0.0112005273379827,0.875190209365225,"sig",0.0234818306496049,"I.g1366.t3__Cnig_chr_I.g988.t2","trans only","I"
"female","no DE","Cbr",0.00829054878870099,-5.78534989336824,"sig",0.000781918728984603,"I.g1367.t1__Cnig_chr_I.g986.t1","trans only","I"
"female","no DE","Cbr",-0.493507594469554,-4.4955642152708,"sig",0.00225906948918971,"I.g1368.t1__Cnig_chr_I.g985.t1","trans only","I"
"female","no DE","Cbr",-0.427144254586163,-0.811937841051312,"non sig",0.556621604082821,"I.g1369.t1__Cnig_chr_I.g983.t1","ambiguous","I"
"female","no DE","Cbr",0.30364648051822,-1.68818550374298,"non sig",0.124572404617976,"I.g1370.t1__Cnig_chr_I.g982.t2","ambiguous","I"
"female","no DE","Cbr",-0.380826257132838,-5.59282984915253,"sig",0.00752776065729681,"I.g1371.t3__Cnig_chr_I.g981.t2","trans only","I"
"female","Cbr","Cbr",-2.00723999885002,-1.83415911125483,"non sig",0.536463165857329,"I.g1372.t1__Cnig_chr_I.g980.t1","cis only","I"
"female","no DE","Cni",0.0555157522805569,1.85202468055591,"sig",0.000298469048690231,"I.g1373.t2__Cnig_chr_I.g979.t3","trans only","I"
"female","no DE","Cni",0.00928389995234196,0.826693631925672,"sig",0.00236506022625998,"I.g1374.t2__Cnig_chr_I.g978.t1","trans only","I"
"female","no DE","no DE",0.652475376648439,0.850990259361225,"non sig",0.931183867573517,"I.g1376.t2__Cnig_chr_I.g977.t1","conserved","I"
"female","no DE","Cni",0.507871142367499,1.03282631228448,"non sig",0.0677581382042121,"I.g1377.t3__Cnig_chr_I.g976.t2","ambiguous","I"
"female","no DE","Cbr",0.0345759136484453,-1.16920013633383,"sig",0.000487709088543233,"I.g1378.t2__Cnig_chr_I.g975.t1","trans only","I"
"female","no DE","Cni",0.0363900544437009,0.421943788974374,"sig",0.0446692710155867,"I.g1379.t1__Cnig_chr_I.g974.t1","trans only","I"
"female","no DE","Cbr",0.00802744127314271,-0.634224921002814,"sig",0.0375035575551492,"I.g1380.t1__Cnig_chr_I.g973.t1","trans only","I"
"female","no DE","Cbr",-0.129426882027547,-0.73339279529097,"non sig",0.0601026983711159,"I.g1381.t1__Cnig_chr_I.g972.t1","ambiguous","I"
"female","no DE","Cbr",0.00484988143133814,-1.43052911280939,"sig",0.000212437576206772,"I.g1382.t1__Cnig_chr_I.g971.t1","trans only","I"
"female","no DE","Cni",-0.00971868812941254,0.839094853943148,"sig",0.00499391387633431,"I.g1383.t2__Cnig_chr_I.g970.t1","trans only","I"
"female","no DE","Cni",-0.0501967293855365,0.93384145693992,"non sig",0.0522949167900708,"I.g1387.t2__Cnig_chr_I.g968.t1","ambiguous","I"
"female","Cbr","no DE",-0.405868080291381,-0.0804132014897167,"non sig",0.0939690946503882,"I.g1388.t1__Cnig_chr_I.g967.t1","ambiguous","I"
"female","no DE","Cni",-0.0203253900934374,11.40351545561,"sig",1.35679451506195e-09,"I.g1389.t1__Cnig_chr_I.g966.t1","trans only","I"
"female","no DE","Cbr",0.0263251122510129,-0.97056479446936,"sig",0.0177433037958048,"I.g1390.t1__Cnig_chr_I.g964.t1","trans only","I"
"female","no DE","Cbr",-0.0118983190749938,-5.42250123979898,"sig",0.00011002332511675,"I.g1391.t1__Cnig_chr_I.g963.t1","trans only","I"
"female","no DE","Cbr",0.0452616295378478,-1.03796077080483,"sig",0.000306521871174013,"I.g1392.t1__Cnig_chr_I.g962.t1","trans only","I"
"female","no DE","Cbr",0.0859088916945631,-0.638116754992611,"sig",0.00200988830632391,"I.g1394.t1__Cnig_chr_I.g961.t1","trans only","I"
"female","no DE","Cbr",0.0650140553184303,-0.649357136740647,"sig",0.0153808831790047,"I.g1395.t1__Cnig_chr_I.g960.t2","trans only","I"
"female","no DE","Cbr",0.65607752451275,-5.34511772567466,"sig",0.000139655466421657,"I.g1397.t1__Cnig_chr_I.g991.t1","trans only","I"
"female","Cbr","Cbr",-1.4723293699845,-2.23668846184315,"sig",0.00455799505119808,"I.g1398.t1__Cnig_chr_I.g992.t1","cis-trans (enhancing)","I"
"female","no DE","no DE",-0.721536450114918,0.633456319868689,"sig",0.0332339526844846,"I.g1399.t2__Cnig_chr_I.g994.t1","ambiguous","I"
"female","no DE","Cbr",0.423451774846389,-1.50473413310759,"sig",0.00373462560135639,"I.g1400.t1__Cnig_chr_I.g995.t1","trans only","I"
"female","no DE","no DE",0.00925042982915239,-0.246593299489405,"non sig",0.176944358103811,"I.g1401.t2__Cnig_chr_I.g996.t1","conserved","I"
"female","no DE","no DE",-0.259615413289363,-0.720556700636384,"non sig",0.367603122171266,"I.g1402.t1__Cnig_chr_I.g997.t1","conserved","I"
"female","no DE","Cbr",-0.0123099334632574,-1.08488590496202,"sig",0.000122248792111252,"I.g1403.t1__Cnig_chr_I.g998.t1","trans only","I"
"female","Cbr","Cbr",-0.376508933211807,-2.12631652586523,"sig",0.000276708472342025,"I.g1404.t1__Cnig_chr_I.g1000.t1","cis-trans (enhancing)","I"
"female","no DE","no DE",0.00735074917220673,0.132196506236991,"non sig",0.59224380760757,"I.g1405.t1__Cnig_chr_I.g1001.t1","conserved","I"
"female","no DE","no DE",0.00836594418624162,0.0778530751465147,"non sig",0.584970225823747,"I.g1406.t1__Cnig_chr_I.g1002.t1","conserved","I"
"female","Cbr","Cbr",-1.18419392982744,-1.85335838125292,"sig",0.0194681395693216,"I.g1407.t1__Cnig_chr_I.g1004.t1","cis-trans (enhancing)","I"
"female","no DE","Cbr",-0.0405341935255854,-0.50921581784871,"sig",0.0498241712055844,"I.g1408.t1__Cnig_chr_I.g1005.t1","trans only","I"
"female","no DE","no DE",-0.0147866866747021,0.0162356806524906,"non sig",0.784834147370985,"I.g1409.t2__Cnig_chr_I.g1006.t1","conserved","I"
"female","Cni","Cni",1.40669898747415,1.70328344595651,"non sig",0.170238836792301,"I.g1410.t1__Cnig_chr_I.g1007.t1","cis only","I"
"female","Cbr","Cbr",-1.83447724148213,-1.81485368675808,"non sig",0.94078860020349,"I.g1412.t2__Cnig_chr_I.g1009.t1","cis only","I"
"female","Cbr","no DE",-0.161462661448513,-0.142477424481136,"non sig",0.917134444160022,"I.g1413.t1__Cnig_chr_I.g1010.t1","ambiguous","I"
"female","no DE","no DE",0.0321449082427081,-0.209649710975095,"sig",0.023736055399497,"I.g1414.t1__Cnig_chr_I.g1011.t1","ambiguous","I"
"female","no DE","Cbr",0.0306216873787145,-0.742747410829024,"sig",0.00788222008984968,"I.g1415.t1__Cnig_chr_I.g1012.t1","trans only","I"
"female","no DE","Cbr",-0.00522041240769141,-0.64227918337129,"sig",0.00288907835110878,"I.g1416.t1__Cnig_chr_I.g1013.t2","trans only","I"
"female","no DE","Cni",0.094921191451397,0.576308855469227,"non sig",0.0719574391771955,"I.g1417.t1__Cnig_chr_I.g1015.t1","ambiguous","I"
"female","Cni","Cbr",1.6885830377843,-4.18212972829804,"sig",0.00026108274403533,"I.g1418.t1__Cnig_chr_I.g1016.t1","cis-trans (compensatory)","I"
"female","no DE","Cni",-0.0394864144475632,1.22149813402717,"sig",0.00203098388913307,"I.g1419.t1__Cnig_chr_I.g1019.t1","trans only","I"
"female","no DE","Cni",0.00822426717641053,0.610964273559741,"sig",0.0120852018341547,"I.g1422.t1__Cnig_chr_I.g1020.t1","trans only","I"
"female","no DE","no DE",1.1353546964372,-0.359567485691405,"sig",0.0214039830197975,"I.g1423.t1__Cnig_chr_I.g1021.t1","ambiguous","I"
"female","no DE","no DE",-0.100732009799021,-0.0219566835306536,"non sig",0.859154286250872,"I.g1424.t1__Cnig_chr_I.g1022.t1","conserved","I"
"female","no DE","Cbr",0.0129721736076052,-0.421953804985011,"sig",0.0275543383522719,"I.g1425.t1__Cnig_chr_I.g1023.t2","trans only","I"
"female","no DE","no DE",-0.00754742089758058,-0.258570617402387,"non sig",0.0881771147191619,"I.g1426.t2__Cnig_chr_I.g1025.t2","conserved","I"
"female","Cbr","Cbr",-0.422060230358972,-1.00736687398277,"sig",0.0237639438726346,"I.g1427.t3__Cnig_chr_I.g1026.t1","cis-trans (enhancing)","I"
"female","no DE","no DE",-0.00311919970443829,0.276096386281163,"sig",0.0494060583817564,"I.g1428.t1__Cnig_chr_I.g1028.t1","ambiguous","I"
"female","no DE","Cbr",-0.0155298140219184,-0.800500766544277,"sig",0.000193127548796532,"I.g1429.t1__Cnig_chr_I.g1029.t1","trans only","I"
"female","no DE","Cni",0.0604721976258747,0.926370913004397,"sig",0.00406804067327242,"I.g1430.t2__Cnig_chr_I.g1030.t2","trans only","I"
"female","Cbr","Cbr",-1.11426582799478,-3.10341560994369,"sig",0.0100303224859923,"I.g1431.t1__Cnig_chr_I.g1031.t1","cis-trans (enhancing)","I"
"female","no DE","Cbr",0.00379146241749036,-0.982046102831115,"sig",0.000268936734766725,"I.g1432.t1__Cnig_chr_I.g1032.t1","trans only","I"
"female","Cbr","Cbr",-0.191711678316855,-0.52552317161757,"sig",0.0212530071633268,"I.g1434.t1__Cnig_chr_I.g1034.t1","cis-trans (enhancing)","I"
"female","no DE","Cbr",0.0061339796060391,-0.424701069133342,"non sig",0.0644010630901664,"I.g1435.t1__Cnig_chr_I.g1035.t1","ambiguous","I"
"female","no DE","no DE",0.019804724000552,-0.170287009444394,"non sig",0.143466523062127,"I.g1436.t1__Cnig_chr_I.g1036.t1","conserved","I"
"female","no DE","Cni",0.0810852523606403,6.44867293526438,"sig",0.000131992703069646,"I.g1437.t2__Cnig_chr_I.g1037.t1","trans only","I"
"female","no DE","no DE",-0.00404343601068359,-0.337760351496473,"non sig",0.0957434446435516,"I.g1438.t3__Cnig_chr_I.g1038.t3","conserved","I"
"female","no DE","no DE",0.0176216400986413,-0.144633986021217,"non sig",0.600442852040106,"I.g1439.t1__Cnig_chr_I.g1039.t1","conserved","I"
"female","no DE","Cbr",0.0075723392794603,-1.55370924493055,"sig",0.000168981661340207,"I.g1440.t1__Cnig_chr_I.g1040.t1","trans only","I"
"female","Cbr","no DE",-0.353675131787386,-0.1866283551867,"non sig",0.592294999671365,"I.g1441.t3__Cnig_chr_I.g1041.t3","ambiguous","I"
"female","no DE","Cbr",0.0121073878169662,-0.654276330005812,"sig",0.0157554012878217,"I.g1443.t1__Cnig_chr_I.g1042.t2","trans only","I"
"female","no DE","no DE",0.185713258519943,-0.137137617347223,"non sig",0.144946931558515,"I.g1444.t1__Cnig_chr_I.g1043.t1","conserved","I"
"female","no DE","Cbr",1.09275916032489,-1.97021194447806,"sig",0.00096570255011054,"I.g1445.t1__Cnig_chr_I.g1044.t1","trans only","I"
"female","no DE","Cni",0.364289313602126,5.41652574680961,"sig",0.000578465547368278,"I.g1446.t1__Cnig_chr_I.g1045.t1","trans only","I"
"female","Cni","no DE",0.866240300035825,-0.637249944984492,"non sig",0.0642526579130893,"I.g1447.t1__Cnig_chr_I.g1046.t1","ambiguous","I"
"female","no DE","Cbr",0.766564266624405,-2.16862333579158,"sig",0.00122833278895812,"I.g1449.t1__Cnig_chr_I.g1047.t1","trans only","I"
"female","Cbr","Cbr",-2.0801803610803,-3.98968668582887,"sig",0.0145717635349965,"I.g1450.t1__Cnig_chr_I.g1048.t1","cis-trans (enhancing)","I"
"female","no DE","Cbr",0.106610183563585,-2.04664952094723,"sig",0.000631634074934367,"I.g1451.t1__Cnig_chr_I.g1050.t1","trans only","I"
"female","no DE","Cni",-0.102093840186335,0.744501424715556,"sig",0.00355320042321746,"I.g1452.t1__Cnig_chr_I.g1051.t1","trans only","I"
"female","no DE","Cbr",-0.00648490530458664,-1.45056676315354,"sig",8.6918877497559e-05,"I.g1453.t1__Cnig_chr_I.g1052.t1","trans only","I"
